"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H0AR04087","HANSON, WILLIAM MR.","C","DEM",109767.15,39667.15,"AR","04",NA,NA,NA,NA
"H2AR04133","HURST, Q. BYRUM JR","O","DEM",0,0,"AR","04",NA,NA,NA,NA
"H8AR04130","SHAMEL, HAYDEN CATHERINE","C","DEM",1506.23,0,"AR","04",NA,NA,NA,NA
"H2AR04083","COTTON, THOMAS","C","REP",9139904.91,6395452.56,"AR","04",NA,NA,NA,NA
"H4AR04048","WESTERMAN, BRUCE","I","REP",1428508.39,667948.54,"AR","04",NA,NA,NA,NA
"H8AR04148","CALDWELL, RANDY","C","REP",0,0,"AR","04",NA,NA,NA,NA
"H0AS01016","CRICHTON, ORETA TUFAGA-MAPU","C","DEM",36273,24663,"AS","00",NA,NA,NA,NA
"H4AS00036","AMATA, AUMUA","I","REP",75727.21,53927.21,"AS","00",NA,NA,NA,NA
"H0AZ01358","PUTZOVA, EVA","C","DEM",419049.5,415741.13,"AZ","01",NA,NA,NA,NA
"H6AZ01199","O'HALLERAN, TOM","I","DEM",3416902.11,1832125.24,"AZ","01",NA,NA,NA,NA
"H0AZ01366","TAYLOR, CHRIS","C","REP",28872.83,28872.83,"AZ","01",NA,NA,NA,NA
"H0AZ01390","MOORE, JOHN WILLIAM","C","REP",8120.56,8120.56,"AZ","01",NA,NA,NA,NA
"H0AZ01408","REIDHEAD, NOLAN QUINN MR","C","REP",124695.15,75558.16,"AZ","01",NA,NA,NA,NA
"H0AZ01424","SHAMLEY, DOYEL","C","REP",4887.57,4887.57,"AZ","01",NA,NA,NA,NA
"H2AZ01172","RENZI, RICHARD G.","I","REP",0,0,"AZ","01",NA,NA,NA,NA
"H2AZ09035","ROGERS, WENDY","C","REP",49935,44935,"AZ","01",NA,NA,NA,NA
"H4AZ01145","KIEHNE, GARY","C","REP",0,0,"AZ","01",NA,NA,NA,NA
"H6AZ01173","BENNETT, KEN","O","REP",0,0,"AZ","01",NA,NA,NA,NA
"H8AZ01211","CAVANAUGH, KEVIN","C","REP",0,0,"AZ","01",NA,NA,NA,NA
"H8AZ01229","SMITH, STEVE","C","REP",0,0,"AZ","01",NA,NA,NA,NA
"H8AZ01237","SHEDD, TIFFANY","C","REP",1715148.4,1162725.27,"AZ","01",NA,NA,NA,NA
"H0AZ02240","KOHLER, NEVIN","C","DEM",0,0,"AZ","02",NA,NA,NA,NA
"H0AZ02281","QUILTER, PETER","C","DEM",17806,17856,"AZ","02",NA,NA,NA,NA
"H8AZ01104","KIRKPATRICK, ANN","I","DEM",1898759.09,1182656.78,"AZ","02",NA,NA,NA,NA
"H8AZ02136","HEINZ, MATTHEW GERALD","O","DEM",0,0,"AZ","02",NA,NA,NA,NA
"H8AZ02235","YUKSEL, YAHYA","O","DEM",0,0,"AZ","02",NA,NA,NA,NA
"H0AZ02174","WADSACK, JUSTINE LOUISE","C","REP",17427.68,9480,"AZ","02",NA,NA,NA,NA
"H0AZ02182","MORGAN, JOSEPH DAVID","C","REP",33382.2,32921.66,"AZ","02",NA,NA,NA,NA
"H0AZ02224","LIGON, MIKE","C","REP",50500,500,"AZ","02",NA,NA,NA,NA
"H0AZ02232","STAUTZ, SHAY","C","REP",245212.74,138273.98,"AZ","02",NA,NA,NA,NA
"H0AZ02265","RUDEN, NORAN ERIC","C","REP",304518.3,70396.11,"AZ","02",NA,NA,NA,NA
"H2AZ08102","MCSALLY, MARTHA","I","REP",0,0,"AZ","02",NA,NA,NA,NA
"H8AZ02185","MARQUEZ PETERSON, LEA","O","REP",6056.05,0,"AZ","02",NA,NA,NA,NA
"H8AZ02201","MARTIN, BRANDON RAY","O","REP",387348.15,381279.68,"AZ","02",NA,NA,NA,NA
"H8AZ02227","MORALES, DANIEL ROMERO JR","O","REP",0,0,"AZ","02",NA,NA,NA,NA
"H2AZ07070","GRIJALVA, RAUL M","I","DEM",879340.53,589160.21,"AZ","03",NA,NA,NA,NA
"H0AZ03453","RONNEBECK, STEVE","C","REP",4880,4880,"AZ","03",NA,NA,NA,NA
"H0AZ03461","WOOD, DANIEL","C","REP",41941.53,35141.53,"AZ","03",NA,NA,NA,NA
"H6AZ03179","SAN MIGUEL, EDNA","C","REP",0,0,"AZ","03",NA,NA,NA,NA
"H8AZ03142","ARELLANO, SERGIO","C","REP",0,0,"AZ","03",NA,NA,NA,NA
"H0AZ04519","STARKY, STUART","C","DEM",5784,2932,"AZ","04",NA,NA,NA,NA
"H8AZ04140","BRILL, DAVID H","C","DEM",0,0,"AZ","04",NA,NA,NA,NA
"H8AZ04165","DISANTO, DELINA","C","DEM",77167.5,73586.11,"AZ","04",NA,NA,NA,NA
"H0AZ01259","GOSAR, PAUL DR.","I","REP",651498.66,391103.98,"AZ","04",NA,NA,NA,NA
"H0AZ04535","WARD, ANNE MARIE","C","REP",110341.74,87846,"AZ","04",NA,NA,NA,NA
"H2AZ04135","GOULD, RON","C","REP",0,0,"AZ","04",NA,NA,NA,NA
"H0AZ04527","ROBINSON, EMILY","C","IND",240267.23,59.99,"AZ","04",NA,NA,NA,NA
"H0AZ05185","RAMOS, JAVIER GARCIA MR.","C","DEM",7072.82,0,"AZ","05",NA,NA,NA,NA
"H8AZ05154","GREENE, JOAN","C","DEM",228587.69,217594.73,"AZ","05",NA,NA,NA,NA
"H2AZ06148","ADAMS, KIRK DAVID","O","REP",0,0,"AZ","05",NA,NA,NA,NA
"H6AZ05083","BIGGS, ANDY MR.","I","REP",1704233.12,1312957.5,"AZ","05",NA,NA,NA,NA
"H6AZ05091","OLSON, JUSTIN","O","REP",0,0,"AZ","05",NA,NA,NA,NA
"H6AZ05125","JONES, CHRISTINE","O","REP",247225.35,0,"AZ","05",NA,NA,NA,NA
"H0AZ06068","RIMMER, STEPHANIE S","C","DEM",190419.39,69780.25,"AZ","06",NA,NA,NA,NA
"H0AZ06084","GENTLES, KARL E","C","DEM",256954.8,256954.8,"AZ","06",NA,NA,NA,NA
"H8AZ06103","MALIK, ANITA","C","DEM",260453.04,259443.98,"AZ","06",NA,NA,NA,NA
"H8AZ08083","TIPIRNENI, HIRAL VYAS","C","DEM",6348267.98,5282533.94,"AZ","06",NA,NA,NA,NA
"H0AZ01184","FLAKE, JEFF MR.","C","REP",4140.04,0,"AZ","06",NA,NA,NA,NA
"H4AZ06045","SCHWEIKERT, DAVID S.","I","REP",2298670.48,1433141.94,"AZ","06",NA,NA,NA,NA
"H0AZ06092","LEWELLEN, TOM MR.","C","C",13615,3415,"AZ","06",NA,NA,NA,NA
"H2AZ02055","PASTOR, ED L","C","DEM",0,0,"AZ","07",NA,NA,NA,NA
"H4AZ07043","GALLEGO, RUBEN","I","DEM",1826462.48,1078495.12,"AZ","07",NA,NA,NA,NA
"H8AZ07044","MIRANDA, CATHERINE","C","DEM",0,0,"AZ","07",NA,NA,NA,NA
"H0AZ07082","BARNETT, JOSH","C","REP",28093,22068,"AZ","07",NA,NA,NA,NA
"H0AZ08072","MUSCATO, MICHAEL ARCHANGEL","C","DEM",409500.75,334990.11,"AZ","08",NA,NA,NA,NA
"H0AZ08080","OLSEN, ROBERT","C","DEM",60020.2,10020.2,"AZ","08",NA,NA,NA,NA
"H8AZ08208","SAWDY, STEVEN","C","DEM",0,0,"AZ","08",NA,NA,NA,NA
"H8AZ08232","MUSSELWHITE, ROBERT RICHARD","C","DEM",19678.28,3961.2,"AZ","08",NA,NA,NA,NA
"H6AZ03112","STUMP, BOB","O","REP",0,0,"AZ","08",NA,NA,NA,NA
"H8AZ08158","LESKO, DEBBIE","I","REP",1614574.2,950077.08,"AZ","08",NA,NA,NA,NA
"H0AZ09062","FUENTES-WOLFE, TALIA","C","DEM",11529,0,"AZ","09",NA,NA,NA,NA
"H2AZ09019","SINEMA, KYRSTEN","I","DEM",3625299.95,2161827.39,"AZ","09",NA,NA,NA,NA
"H2AZ09027","SCHAPIRA, DAVID","C","DEM",0,0,"AZ","09",NA,NA,NA,NA
"H8AZ09040","STANTON, GREG","I","DEM",2020240.34,1350833.95,"AZ","09",NA,NA,NA,NA
"H8AZ09065","ARAUJO, HECTOR MR.","O","DEM",0,0,"AZ","09",NA,NA,NA,NA
"H0AZ03321","PARKER, VERNON","C","REP",0,0,"AZ","09",NA,NA,NA,NA
"H0AZ09021","TUTORA, NICHOLAS","C","REP",64827,6477,"AZ","09",NA,NA,NA,NA
"H2AZ06155","GRANTHAM, TRAVIS W.","O","REP",0,0,"AZ","09",NA,NA,NA,NA
"H4AZ09023","WALTER, ANDREW","C","REP",0,0,"AZ","09",NA,NA,NA,NA
"H6AZ09010","GILES, DAVID VICTOR","C","REP",130480.29,55928.23,"AZ","09",NA,NA,NA,NA
"H6AZ09036","AGRA, JOHN","C","REP",0,0,"AZ","09",NA,NA,NA,NA
"H8AZ09032","LEIBSOHN, SETH MR.","O","REP",1001.15,0,"AZ","09",NA,NA,NA,NA
"H8AZ09016","BARONESS VON BEHR, IRINA","C","IND",0,0,"AZ","09",NA,NA,NA,NA
"H8CA01257","DENNEY, AUDREY L","C","DEM",2479555.32,2334172.41,"CA","01",NA,NA,NA,NA
"H2CA01169","SAGOO, GURPINDER SINGH",NA,"REP",5000,5000,"CA","01",NA,NA,NA,NA
"H2CA02142","LAMALFA, DOUG","I","REP",1243064.68,692128.15,"CA","01",NA,NA,NA,NA
"H0CA02153","MANGAS MONIZ, RACHEL OLIVIA","C","DEM",9966.51,4300,"CA","02",NA,NA,NA,NA
"H2CA06259","HUFFMAN, JARED","I","DEM",923478.05,535321.56,"CA","02",NA,NA,NA,NA
"H4CA02098","MENSING, DALE KENNETH","C","REP",5959.5,400,"CA","02",NA,NA,NA,NA
"H0CA10149","GARAMENDI, JOHN","I","DEM",1103806.22,442762.16,"CA","03",NA,NA,NA,NA
"H0CA03128","HAMILTON, TAMIKA","C","REP",397099.11,381989.11,"CA","03",NA,NA,NA,NA
"H0CA03136","VAN DYKE, GREGORY","C","REP",0,0,"CA","03",NA,NA,NA,NA
"H0CA03144","FEUCHT, J.C. SEAN","C","REP",335056.74,327799.88,"CA","03",NA,NA,NA,NA
"H4CA03096","LOGUE, DANIEL","C","REP",0,0,"CA","03",NA,NA,NA,NA
"H6CA03067","SCHAUPP, CHARLES EUGENE","C","REP",389.28,0,"CA","03",NA,NA,NA,NA
"H0CA04175","KENNEDY, BRYNNE","C","DEM",3022017.35,2332538.46,"CA","04",NA,NA,NA,NA
"H8CA04210","MORSE, JESSICA","C","DEM",192754.77,0,"CA","04",NA,NA,NA,NA
"H0CA04183","BENZEL, JULIANNE ELIZABETH MRS.","C","REP",120607.86,89382.87,"CA","04",NA,NA,NA,NA
"H8CA04152","MCCLINTOCK, THOMAS","I","REP",2076411.14,1653373.48,"CA","04",NA,NA,NA,NA
"H0CA05115","TYLER, JOHN WESLEY","C","DEM",3006,906,"CA","05",NA,NA,NA,NA
"H8CA01109","THOMPSON, MIKE MR.","I","DEM",2230112.44,738029.47,"CA","05",NA,NA,NA,NA
"H0CA05107","GIBLIN, SCOTT","C","REP",0,0,"CA","05",NA,NA,NA,NA
"H0CA06162","EMARD, BENJAMIN","C","DEM",15956.89,12688.89,"CA","06",NA,NA,NA,NA
"H6CA05195","MATSUI, DORIS","I","DEM",1023901.06,274810.41,"CA","06",NA,NA,NA,NA
"H0CA06170","BISH, CHRISTINE","C","REP",45503.96,11825.37,"CA","06",NA,NA,NA,NA
"H0CA03078","BERA, AMERISH","I","DEM",1830740.69,960938.64,"CA","07",NA,NA,NA,NA
"H0CA07129","BURDICK, JEFF","C","DEM",26081.94,3156,"CA","07",NA,NA,NA,NA
"H0CA07137","PATTERSON, ROBERT BUZZ","C","REP",81731.71,79231.71,"CA","07",NA,NA,NA,NA
"H0CA07152","IVY, JON","C","REP",15050.28,5650,"CA","07",NA,NA,NA,NA
"H0CA11352","EMKEN, ELIZABETH","C","REP",0,0,"CA","07",NA,NA,NA,NA
"H4CA07055","BIRMAN, IGOR A","C","REP",58,0,"CA","07",NA,NA,NA,NA
"H8CA07056","GRANT, ANDREW","C","REP",201.41,0,"CA","07",NA,NA,NA,NA
"H0CA08101","BUBSER, CHRISTINE","O","DEM",1878105.57,1557652.17,"CA","08",NA,NA,NA,NA
"H0CA08143","CONAWAY, ROBERT DEAN","O","DEM",7470.57,0,"CA","08",NA,NA,NA,NA
"H0CA08150","ELLARS, JAMES ROBERT","O","DEM",2056.2,250.2,"CA","08",NA,NA,NA,NA
"H0CA08226","GOMEZ, BLANCA","C","DEM",931,931,"CA","08",NA,NA,NA,NA
"H8CA08112","DOYLE, MARGE","C","DEM",10,10,"CA","08",NA,NA,NA,NA
"H0CA08127","STAAT, JEREMY","O","REP",125797.96,121717.28,"CA","08",NA,NA,NA,NA
"H0CA08135","OBERNOLTE, JAY","O","REP",2028339.32,421167.32,"CA","08",NA,NA,NA,NA
"H0CA08176","CARON, CRAYA CONRADINA DR.","O","REP",0,0,"CA","08",NA,NA,NA,NA
"H2CA08164","COOK, PAUL","I","REP",347752.66,147889.89,"CA","08",NA,NA,NA,NA
"H4CA08111","CONOVER, RODNEY LEE","C","REP",0,0,"CA","08",NA,NA,NA,NA
"H8CA08120","DONNELLY, TIMOTHY M.","O","REP",212020.37,178884.77,"CA","08",NA,NA,NA,NA
"H0CA08168","ESMUS, JEFF","O","NON",21000,0,"CA","08",NA,NA,NA,NA
"H4CA11081","MCNERNEY, GERALD MARK","I","DEM",1193511.31,702535.03,"CA","09",NA,NA,NA,NA
"H0CA09109","MARTINEK, WILLIAM CHARLES","C","REP",19280,19280,"CA","09",NA,NA,NA,NA
"H0CA09125","AMADOR, ANTONIO","C","REP",52225,36135,"CA","09",NA,NA,NA,NA
"H8CA09144","LIVENGOOD, MARLA","C","REP",1000,1000,"CA","09",NA,NA,NA,NA
"H0CA10289","BLEVINS, RYAN","C","DEM",6373.59,5594.47,"CA","10",NA,NA,NA,NA
"H2CA00096","BARKLEY, MICHAEL JAMES MR.","C","DEM",7792.19,9.6,"CA","10",NA,NA,NA,NA
"H4CA10075","EGGMAN, MICHAEL RAY","C","DEM",12.61,0,"CA","10",NA,NA,NA,NA
"H8CA10126","HARDER, JOSH","I","DEM",7540661.34,6070298.81,"CA","10",NA,NA,NA,NA
"H8CA10175","MADUENO, VIRGINIA","C","DEM",0,0,"CA","10",NA,NA,NA,NA
"H0CA10248","DOSSETT, CHARLES","C","REP",17362.98,17362.98,"CA","10",NA,NA,NA,NA
"H0CA10263","SOUSA LIVENGOOD, MARLA","C","REP",139233.45,133633.45,"CA","10",NA,NA,NA,NA
"H0CA10271","ELLIOTT, BOB","C","REP",427650.26,356856.16,"CA","10",NA,NA,NA,NA
"H0CA19173","DENHAM, JEFF","C","REP",50130.59,2633.9,"CA","10",NA,NA,NA,NA
"H8CA10209","HOWZE, TED D II","C","REP",1582899.41,1001725.82,"CA","10",NA,NA,NA,NA
"H0CA10073","DESAULNIER, MARK","I","DEM",612404.28,209617.25,"CA","11",NA,NA,NA,NA
"H8CA11090","LYTTON, ALVA","C","DEM",0,0,"CA","11",NA,NA,NA,NA
"H0CA11303","GOEHRING, BRAD","C","REP",0,0,"CA","11",NA,NA,NA,NA
"H0CA15262","SHARMA, NISHA","O","REP",186079.34,162345.85,"CA","11",NA,NA,NA,NA
"H0CA12111","BACELAR, AGATHA","C","DEM",81751.68,72568.78,"CA","12",NA,NA,NA,NA
"H0CA12129","GALLAGHER, TOM","C","DEM",15924,15924,"CA","12",NA,NA,NA,NA
"H8CA05035","PELOSI, NANCY","I","DEM",27976365.38,24313139.49,"CA","12",NA,NA,NA,NA
"H8CA12239","JAFFE, STEPHEN R","C","DEM",287,0,"CA","12",NA,NA,NA,NA
"H8CA12262","BUTTAR, SHAHID","C","DEM",1700783.12,1687110.79,"CA","12",NA,NA,NA,NA
"H0CA12137","LORRAINE, DEANNA","C","REP",263697.75,260604.76,"CA","12",NA,NA,NA,NA
"H8CA09060","LEE, BARBARA","I","DEM",1888202.33,1346204.25,"CA","13",NA,NA,NA,NA
"H0CA13127","PITERMAN, KONSTANTINE NIKKA-SHER","C","REP",9879.41,6124.96,"CA","13",NA,NA,NA,NA
"H0CA14117","GOODROW, CRISTOS JON","C","DEM",15000,0,"CA","14",NA,NA,NA,NA
"H8CA12171","SPEIER, JACKIE","I","DEM",944087.15,658959.34,"CA","14",NA,NA,NA,NA
"H0CA14109","TAYLOR, ERIC","C","IND",3159.55,0,"CA","14",NA,NA,NA,NA
"H0CA15171","SIMITIAN, S JOSEPH",NA,"DEM",13239.83,9650,"CA","15",NA,NA,NA,NA
"H0CA15213","WAHAB, AISHA","O","DEM",69115.5,68265.5,"CA","15",NA,NA,NA,NA
"H0CA15221","WIECKOWSKI, ROBERT","O","DEM",14175,14175,"CA","15",NA,NA,NA,NA
"H0CA15254","INTAL, AUSTIN","O","DEM",1120.44,48.02,"CA","15",NA,NA,NA,NA
"H2CA15094","SWALWELL, ERIC MICHAEL","I","DEM",2942935.7,2310089.83,"CA","15",NA,NA,NA,NA
"H0CA15247","HAYDEN, ALISON","O","REP",0,0,"CA","15",NA,NA,NA,NA
"H0CA16112","WILLIAMS, KIM","C","DEM",53242.48,46012.5,"CA","16",NA,NA,NA,NA
"H0CA16138","SORIA, ESMERALDA","C","DEM",432411.61,340939.13,"CA","16",NA,NA,NA,NA
"H4CA20082","COSTA, JIM MR.","I","DEM",2146774.73,906986.01,"CA","16",NA,NA,NA,NA
"H0CA16120","COOKINGHAM, KEVIN","C","REP",270292.35,250364.35,"CA","16",NA,NA,NA,NA
"H2CA16100","TACHERRA, JOHNNY","C","REP",0,0,"CA","16",NA,NA,NA,NA
"H8CA16065","HENG, ELIZABETH","C","UNK",24725.56,500,"CA","16",NA,NA,NA,NA
"H0CA15148","HONDA, MIKE","I","DEM",0,0,"CA","17",NA,NA,NA,NA
"H4CA12055","KHANNA, ROHIT","I","DEM",3917727.13,3906909.04,"CA","17",NA,NA,NA,NA
"H0CA17193","TANDON, RITESH","C","REP",178536.32,167984.32,"CA","17",NA,NA,NA,NA
"H0CA18068","KUMAR, RISHI","C","DEM",705314.84,560879.97,"CA","18",NA,NA,NA,NA
"H2CA18130","TANAKA, GREG",NA,"DEM",0,0,"CA","18",NA,NA,NA,NA
"H8CA12098","ESHOO, ANNA G","I","DEM",2134402.98,1129201.69,"CA","18",NA,NA,NA,NA
"H0CA18084","FOX, DR. RICHARD B","C","REP",20222.37,0,"CA","18",NA,NA,NA,NA
"H0CA19207","TORRES, IVAN","C","DEM",272.87,272.87,"CA","19",NA,NA,NA,NA
"H4CA16049","LOFGREN, ZOE","I","DEM",1795701.51,524477.88,"CA","19",NA,NA,NA,NA
"H0CA39114","CRUZ-LARA, IGNACIO ISRAEL","C","REP",5614.99,364.99,"CA","19",NA,NA,NA,NA
"H8CA19051","AGUILERA, JUSTIN","C","REP",9112,4112,"CA","19",NA,NA,NA,NA
"H0CA20130","BOLA?OS SCOW, ADAM","C","DEM",122626.62,113661.62,"CA","20",NA,NA,NA,NA
"H6CA20152","PANETTA, JIMMY","I","DEM",2013939.46,729035.85,"CA","20",NA,NA,NA,NA
"H6CA21176","HAZE, ERNEST STEVEN","C","DEM",0,0,"CA","20",NA,NA,NA,NA
"H0CA20122","GORMAN, JEFF","C","REP",67734.2,66634.2,"CA","20",NA,NA,NA,NA
"H2CA21175","PARRA, NICOLE",NA,"DEM",14269,11720,"CA","21",NA,NA,NA,NA
"H6CA21218","HUERTA, EMILIO J. MR.","C","DEM",49.9,3.92,"CA","21",NA,NA,NA,NA
"H8CA10167","COX, TERRENCE JOHN (TJ)","I","DEM",6095804.97,4247198.97,"CA","21",NA,NA,NA,NA
"H2CA20094","VALADAO, DAVID","C","REP",4095745.97,2850825.14,"CA","21",NA,NA,NA,NA
"H0CA22094","REZVANI SARABI, AMIR DARYOUSH","C","DEM",245760.8,234430.24,"CA","22",NA,NA,NA,NA
"H0CA22102","ARBALLO, PHIL","C","DEM",5175373.02,5100278,"CA","22",NA,NA,NA,NA
"H2CA22140","LEE, OTTO","C","DEM",0,0,"CA","22",NA,NA,NA,NA
"H8CA22139","JANZ, ANDREW","C","DEM",24364.17,0,"CA","22",NA,NA,NA,NA
"H8CA22147","FRANCO, RICARDO JOSE","C","DEM",2645.82,55,"CA","22",NA,NA,NA,NA
"H8CA22154","BLIATOUT, BOBBY","C","DEM",712616.17,286763.05,"CA","22",NA,NA,NA,NA
"H8CA20059","NUNES, DEVIN G.","I","REP",26871171.4,25575224.42,"CA","22",NA,NA,NA,NA
"H0CA22128","HILL, HEMAN L","C","IND",0,0,"CA","22",NA,NA,NA,NA
"H0CA22110","GARCIA, ERIC","C","NPA",2971,1181,"CA","22",NA,NA,NA,NA
"H0CA23167","MANGONE, KIM","C","DEM",1688876.58,1658389.37,"CA","23",NA,NA,NA,NA
"H8CA23103","MATTA, TATIANA","C","DEM",6405.7,0,"CA","23",NA,NA,NA,NA
"H8CA23111","WILSON, KURTIS","C","DEM",0,0,"CA","23",NA,NA,NA,NA
"H8CA23129","BARRO, MARY","C","DEM",1720.32,0,"CA","23",NA,NA,NA,NA
"H6CA22125","MCCARTHY, KEVIN","I","REP",28663630.1,21253771.14,"CA","23",NA,NA,NA,NA
"H6CA24303","CARBAJAL, SALUD O.","I","DEM",2156444.85,1504779.2,"CA","24",NA,NA,NA,NA
"H0CA24157","CALDWELL, JAMES ANDREW","C","REP",1323490.16,1296338.73,"CA","24",NA,NA,NA,NA
"H4CA24142","FAREED, JUSTIN","C","REP",4300,0,"CA","24",NA,NA,NA,NA
"H6CA21028","GALLEGLY, ELTON","C","REP",2012.4,0,"CA","24",NA,NA,NA,NA
"H6CA24279","TENENBAUM, MICHAEL","C","REP",0,0,"CA","24",NA,NA,NA,NA
"H8CA24150","WOODY, MICHAEL ERIN","C","REP",5650,4650,"CA","24",NA,NA,NA,NA
