"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H2AR03283","HAYS, LAUREN","C","DEM",65741.89,36766.89,"AR","03",NA,NA,NA,NA
"H0AR03055","WOMACK, STEVE","I","REP",1664168.78,739783.77,"AR","03",NA,NA,NA,NA
"H2AR03143","HENDREN, JAMES PAUL","C","REP",-9.85,0,"AR","03",NA,NA,NA,NA
"H2AR03275","KUMAR, NEIL","C","REP",110333.24,80123.24,"AR","03",NA,NA,NA,NA
"H0AR04087","HANSON, WILLIAM MR.","C","DEM",0,0,"AR","04",NA,NA,NA,NA
"H8AR04130","SHAMEL, HAYDEN CATHERINE","C","DEM",0,0,"AR","04",NA,NA,NA,NA
"H2AR04083","COTTON, THOMAS","C","REP",4878968.62,3356793.15,"AR","04",NA,NA,NA,NA
"H4AR04048","WESTERMAN, BRUCE","I","REP",1944291.45,909878.88,"AR","04",NA,NA,NA,NA
"H4AS00036","AMATA, AUMUA","I","REP",57300,22000,"AS","00",NA,NA,NA,NA
"H0AZ01358","PUTZOVA, EVA","C","DEM",234.98,0,"AZ","01",NA,NA,NA,NA
"H2AZ01404","TORRES, GINGER SYKES","C","DEM",124921.97,117921.97,"AZ","01",NA,NA,NA,NA
"H2AZ06221","HODGE, JEVIN D","C","DEM",2565414.5,2145593.64,"AZ","01",NA,NA,NA,NA
"H2AZ06254","WILLIAMSON, W (WALTER) JOHN","C","DEM",1150,1050,"AZ","01",NA,NA,NA,NA
"H2AZ06270","METZENDORF, ADAM","C","DEM",308020.36,226920.39,"AZ","01",NA,NA,NA,NA
"H0AZ07082","BARNETT, JOSH","C","REP",60275.85,60275.85,"AZ","01",NA,NA,NA,NA
"H2AZ01172","RENZI, RICHARD G.","I","REP",0,0,"AZ","01",NA,NA,NA,NA
"H2AZ01347","MOORE FOR AZ, JOHN W","C","REP",181611.56,47929.19,"AZ","01",NA,NA,NA,NA
"H2AZ01370","YATES, ANDY","C","REP",114706,14494,"AZ","01",NA,NA,NA,NA
"H2AZ06247","NORTON, ELIJAH","C","REP",5411314.27,600866.95,"AZ","01",NA,NA,NA,NA
"H4AZ01145","KIEHNE, GARY","C","REP",0,0,"AZ","01",NA,NA,NA,NA
"H8AZ01237","SHEDD, TIFFANY","C","REP",14147.49,-48.13,"AZ","01",NA,NA,NA,NA
"H0AZ02281","QUILTER, PETER","C","DEM",0,0,"AZ","02",NA,NA,NA,NA
"H2AZ02329","FRIESE, RANDALL S.","C","DEM",705957.71,693011.72,"AZ","02",NA,NA,NA,NA
"H6AZ01199","O'HALLERAN, TOM","I","DEM",4300864.23,2715784.32,"AZ","02",NA,NA,NA,NA
"H8AZ02136","HEINZ, MATTHEW GERALD","O","DEM",0,0,"AZ","02",NA,NA,NA,NA
"H0AZ02182","MORGAN, JOSEPH DAVID","C","REP",0,0,"AZ","02",NA,NA,NA,NA
"H0AZ02232","STAUTZ, SHAY","C","REP",0,0,"AZ","02",NA,NA,NA,NA
"H2AZ01339","BLACKMAN, WALTER JACK","C","REP",1163969.62,1097085.63,"AZ","02",NA,NA,NA,NA
"H2AZ01354","CRANE, ELI","C","REP",3779765.67,3071496.5,"AZ","02",NA,NA,NA,NA
"H2AZ01362","WATKINS, RONALD","C","REP",262318.38,167136.41,"AZ","02",NA,NA,NA,NA
"H2AZ02352","LOWELL, DOUGLAS","O","REP",278696.15,28389.76,"AZ","02",NA,NA,NA,NA
"H2AZ02394","FREE, LUCRETIA","O","REP",16697.49,11765,"AZ","02",NA,NA,NA,NA
"H2AZ02402","DELUZIO, MARK","O","REP",1336959.93,129952,"AZ","02",NA,NA,NA,NA
"H2AZ02410","KRYSTOFIAK, STEVEN","O","REP",529863.08,178680,"AZ","02",NA,NA,NA,NA
"H2AZ02428","LIZER, MYRON","O","REP",735.52,0,"AZ","02",NA,NA,NA,NA
"H2AZ08102","MCSALLY, MARTHA","I","REP",0,0,"AZ","02",NA,NA,NA,NA
"H8AZ02201","MARTIN, BRANDON RAY","O","REP",785.08,5,"AZ","02",NA,NA,NA,NA
"H4AZ07043","GALLEGO, RUBEN","I","DEM",2933465.25,2039449.38,"AZ","03",NA,NA,NA,NA
"H2AZ03152","POZZOLO, LUIS B","C","REP",268102.04,89482.32,"AZ","03",NA,NA,NA,NA
"H2AZ07187","ZINK, JEFFREY NELSON MR","C","REP",73781.24,33281.24,"AZ","03",NA,NA,NA,NA
"H6AZ03179","SAN MIGUEL, EDNA","C","REP",0,0,"AZ","03",NA,NA,NA,NA
"H2AZ04192","STAHL, JUDITH","C","DEM",260844.23,260844.23,"AZ","04",NA,NA,NA,NA
"H8AZ09040","STANTON, GREG","I","DEM",4314114.15,3016678.74,"AZ","04",NA,NA,NA,NA
"H2AZ04135","GOULD, RON","C","REP",0,0,"AZ","04",NA,NA,NA,NA
"H2AZ09175","WHEELESS, TANYA CONTRERAS","C","REP",1285979.4,1055376.33,"AZ","04",NA,NA,NA,NA
"H2AZ09183","DAVISON, JERONE","C","REP",150263.16,148677.33,"AZ","04",NA,NA,NA,NA
"H2AZ09191","COOPER, KELLY","C","REP",2342076.93,642308.98,"AZ","04",NA,NA,NA,NA
"H0AZ05185","RAMOS, JAVIER GARCIA MR.","C","DEM",16642.54,6701.65,"AZ","05",NA,NA,NA,NA
"H8AZ05154","GREENE, JOAN","C","DEM",20769.36,20769.36,"AZ","05",NA,NA,NA,NA
"H6AZ05083","BIGGS, ANDY MR.","I","REP",2116014.71,1987265.2,"AZ","05",NA,NA,NA,NA
"H6AZ05091","OLSON, JUSTIN","O","REP",1000,1000,"AZ","05",NA,NA,NA,NA
"H2AZ05173","SMITH, CLINT","C","IND",197482.53,182732.53,"AZ","05",NA,NA,NA,NA
"H0AZ06084","GENTLES, KARL E","C","DEM",0,0,"AZ","06",NA,NA,NA,NA
"H2AZ02311","ENGEL, KIRSTEN","C","DEM",2474877.8,2233623.6,"AZ","06",NA,NA,NA,NA
"H2AZ02337","URREA, MARCOS J","C","DEM",10623.37,8120.29,"AZ","06",NA,NA,NA,NA
"H2AZ02345","HERNANDEZ, DANIEL","O","DEM",1196216.32,1018652.26,"AZ","06",NA,NA,NA,NA
"H2AZ06213","ULIS, ERIC","C","DEM",6568.6,6261,"AZ","06",NA,NA,NA,NA
"H8AZ04165","DISANTO, DELINA","C","DEM",177850.56,166929.94,"AZ","06",NA,NA,NA,NA
"H8AZ08083","TIPIRNENI, HIRAL VYAS","C","DEM",23790.47,0,"AZ","06",NA,NA,NA,NA
"H0AZ01184","FLAKE, JEFF MR.","C","REP",0,0,"AZ","06",NA,NA,NA,NA
"H2AZ02360","CISCOMANI, JUAN","O","REP",3398846.75,2461613.49,"AZ","06",NA,NA,NA,NA
"H2AZ02378","WINN, KATHLEEN","O","REP",363264.01,147963.76,"AZ","06",NA,NA,NA,NA
"H2AZ06239","KONCZAL, KEVIN","C","REP",12179.69,9579.69,"AZ","06",NA,NA,NA,NA
"H2AZ06288","TOWNSEND, KELLY","C","REP",21097.95,19897.34,"AZ","06",NA,NA,NA,NA
"H2AZ06304","MAYBERRY, YOUNG","C","REP",32099.34,32099.34,"AZ","06",NA,NA,NA,NA
"H4AZ06045","SCHWEIKERT, DAVID S.","I","REP",2018409.26,1049046.51,"AZ","06",NA,NA,NA,NA
"H2AZ02055","PASTOR, ED L","C","DEM",0,0,"AZ","07",NA,NA,NA,NA
"H2AZ07070","GRIJALVA, RAUL M","I","DEM",660513.91,447764.56,"AZ","07",NA,NA,NA,NA
"H2AZ07195","BECKER, NINA","C","REP",-1309815.55,-1262849.95,"AZ","07",NA,NA,NA,NA
"H0AZ08072","MUSCATO, MICHAEL ARCHANGEL","C","DEM",12211.66,12211.66,"AZ","08",NA,NA,NA,NA
"H0AZ08080","OLSEN, ROBERT","C","DEM",0,0,"AZ","08",NA,NA,NA,NA
"H2AZ08201","SPREITZER, JEREMY","C","DEM",855,835,"AZ","08",NA,NA,NA,NA
"H8AZ08158","LESKO, DEBBIE","I","REP",1198976.4,701155.61,"AZ","08",NA,NA,NA,NA
"H2AZ08193","SPREITZER, JEREMY","C","W",855,835,"AZ","08",NA,NA,NA,NA
"H2AZ09019","SINEMA, KYRSTEN","I","DEM",8113875.57,6099444.39,"AZ","09",NA,NA,NA,NA
"H2AZ09027","SCHAPIRA, DAVID","C","DEM",0,0,"AZ","09",NA,NA,NA,NA
"H0AZ01259","GOSAR, PAUL DR.","I","REP",949145.58,885962.59,"AZ","09",NA,NA,NA,NA
"H0AZ03321","PARKER, VERNON","C","REP",0,0,"AZ","09",NA,NA,NA,NA
"H0AZ09021","TUTORA, NICHOLAS","C","REP",0,0,"AZ","09",NA,NA,NA,NA
"H2AZ04218","MORGAN, ADAM","C","REP",69649.12,19649.12,"AZ","09",NA,NA,NA,NA
"H2AZ06155","GRANTHAM, TRAVIS W.","O","REP",0,0,"AZ","09",NA,NA,NA,NA
"H2AZ09142","STOVALL, ALEX","C","REP",152503.39,140159.53,"AZ","09",NA,NA,NA,NA
"H2AZ09167","LOPEZ, JESUS RENE JR.","C","REP",177179.8,164109.2,"AZ","09",NA,NA,NA,NA
"H2AZ09209","KUTZ, RANDY","C","REP",78885.21,43552,"AZ","09",NA,NA,NA,NA
"H2AZ09225","DOWLING, SANDRA E DR","C","REP",71959.16,58744,"AZ","09",NA,NA,NA,NA
"H6AZ09010","GILES, DAVID VICTOR","C","REP",83800.17,11191.64,"AZ","09",NA,NA,NA,NA
"H0CA06170","BISH, CHRISTINE","C","REP",83695.6,67262.02,"CA","00",NA,NA,NA,NA
"H2CA01219","LYDON, ROBERT K","C","DEM",10000,10000,"CA","01",NA,NA,NA,NA
"H2CA01227","STEINER, MAX","C","DEM",627432.86,612795.61,"CA","01",NA,NA,NA,NA
"H2CA01235","ZINK, DAVID LEON MR.","C","DEM",16454,16454,"CA","01",NA,NA,NA,NA
"H8CA01257","DENNEY, AUDREY L","C","DEM",27.48,0,"CA","01",NA,NA,NA,NA
"H2CA02142","LAMALFA, DOUG","I","REP",961209.18,488739.55,"CA","01",NA,NA,NA,NA
"H2CA01268","YEE, ROSE PENELOPE LAGOC","C","NPA",18546.8,2000,"CA","01",NA,NA,NA,NA
"H2CA02225","HAMPSON, BETH","C","DEM",15245.34,9985,"CA","02",NA,NA,NA,NA
"H2CA06259","HUFFMAN, JARED","I","DEM",938689.41,510052.39,"CA","02",NA,NA,NA,NA
"H2CA02209","BROWER, DOUGLAS REV","C","REP",15677,5427,"CA","02",NA,NA,NA,NA
"H2CA02241","COULOMBE, CHRIS MR","C","REP",45620,40420,"CA","02",NA,NA,NA,NA
"H2CA02258","RAMIREZ, ARCHIMEDES M.D.","C","REP",23682,11302,"CA","02",NA,NA,NA,NA
"H4CA02098","MENSING, DALE KENNETH","C","REP",0,0,"CA","02",NA,NA,NA,NA
"H2CA04122","JONES, KERMIT","C","DEM",3261535,2830432.78,"CA","03",NA,NA,NA,NA
"H0CA03144","FEUCHT, J.C. SEAN","C","REP",721.84,0,"CA","03",NA,NA,NA,NA
"H2CA03116","PALETTA, JASON","C","REP",26405.45,26405.45,"CA","03",NA,NA,NA,NA
"H2CA03140","JONES, SCOTT R","C","REP",567898.41,524998.41,"CA","03",NA,NA,NA,NA
"H2CA03157","KILEY, KEVIN","C","REP",3212844,2915605.91,"CA","03",NA,NA,NA,NA
"H4CA03096","LOGUE, DANIEL","C","REP",0,0,"CA","03",NA,NA,NA,NA
"H2CA04155","ENGDAHL, ANDREW DAVID","C","DEM",13264.2,6713.7,"CA","04",NA,NA,NA,NA
"H8CA01109","THOMPSON, MIKE MR.","I","DEM",2278299.13,990915.94,"CA","04",NA,NA,NA,NA
"H8CA04210","MORSE, JESSICA","C","DEM",0,0,"CA","04",NA,NA,NA,NA
"H2CA04130","NEWMAN, SETH","C","REP",315,315,"CA","04",NA,NA,NA,NA
"H2CA04148","BROCK, MATTHEW","C","REP",11265,5427,"CA","04",NA,NA,NA,NA
"H2CA16126","SHELDON-LONDON, MONIKA LOUISE MS.","C","REP",5729.94,1529.94,"CA","04",NA,NA,NA,NA
"H2CA00096","BARKLEY, MICHAEL JAMES MR.","C","DEM",461674.19,34621.23,"CA","05",NA,NA,NA,NA
"H2CA05111","MAIN, DAVID NATHAN","C","REP",11562,200,"CA","05",NA,NA,NA,NA
"H2CA10194","DALY, JOLENE","C","REP",4840.31,3750,"CA","05",NA,NA,NA,NA
"H2CA22181","MAGSIG, NATHAN","C","REP",442697.54,426082.73,"CA","05",NA,NA,NA,NA
"H8CA04152","MCCLINTOCK, THOMAS","I","REP",1674004.02,1177125.97,"CA","05",NA,NA,NA,NA
"H0CA03078","BERA, AMERISH","I","DEM",1545895.36,718519.45,"CA","06",NA,NA,NA,NA
"H6CA06219","JEFFERSON, DELMA","C","DEM",128130.6,53035.6,"CA","06",NA,NA,NA,NA
"H0CA03128","HAMILTON, TAMIKA","C","REP",1158787.4,1115990.89,"CA","06",NA,NA,NA,NA
"H0CA05016","MCQUAID, JOHN DENNIS","C","REP",998254.03,962050.61,"CA","06",NA,NA,NA,NA
"H2CA06325","LANGFORD, DAVID KEITH MR. JR.","C","REP",1981.68,1981.68,"CA","06",NA,NA,NA,NA
"H2CA07133","DANIELS, BRET","C","REP",16187,6700,"CA","06",NA,NA,NA,NA
"H2CA06333","BLACK, KARLA","C","R",5250,5250,"CA","06",NA,NA,NA,NA
"H2CA06317","FREMGEN, JAMES LUCAS","C","DEM",42398.95,39898.95,"CA","07",NA,NA,NA,NA
"H6CA05195","MATSUI, DORIS","I","DEM",1400594.49,619472.8,"CA","07",NA,NA,NA,NA
"H0CA07137","PATTERSON, ROBERT BUZZ","C","REP",19165.3,19165.3,"CA","07",NA,NA,NA,NA
"H0CA07152","IVY, JON","C","REP",0,0,"CA","07",NA,NA,NA,NA
"H0CA11352","EMKEN, ELIZABETH","C","REP",0,0,"CA","07",NA,NA,NA,NA
"H2CA07141","SEMENENKO, MAX","C","REP",58819.37,29327.11,"CA","07",NA,NA,NA,NA
"H4CA07055","BIRMAN, IGOR A","C","REP",0,0,"CA","07",NA,NA,NA,NA
"H8CA07056","GRANT, ANDREW","C","REP",12,0,"CA","07",NA,NA,NA,NA
"H0CA08101","BUBSER, CHRISTINE","O","DEM",13395.99,0,"CA","08",NA,NA,NA,NA
"H0CA08226","GOMEZ, BLANCA","C","DEM",1389,1389,"CA","08",NA,NA,NA,NA
"H0CA10149","GARAMENDI, JOHN","I","DEM",1146918.01,468190.04,"CA","08",NA,NA,NA,NA
"H2CA08222","JOHNSON, DEMNLUS III","C","DEM",29887.49,23290.22,"CA","08",NA,NA,NA,NA
"H2CA08230","SUDDUTH, CHERYL","C","DEM",37949.76,27849.71,"CA","08",NA,NA,NA,NA
"H2CA08248","RUTSCH, EDWIN","C","DEM",9075,7575,"CA","08",NA,NA,NA,NA
"H0CA08127","STAAT, JEREMY","O","REP",18.82,18.82,"CA","08",NA,NA,NA,NA
"H2CA00153","RECILE, RUDY","C","REP",60648.94,19204,"CA","08",NA,NA,NA,NA
"H2CA08164","COOK, PAUL","I","REP",0,0,"CA","08",NA,NA,NA,NA
"H2CA09121","CHIMA, HARPREET SINGH","O","DEM",80930.61,78845.55,"CA","09",NA,NA,NA,NA
"H2CA10236","FENG, KARENA","O","DEM",6386865.68,65200,"CA","09",NA,NA,NA,NA
"H4CA11081","MCNERNEY, JERRY","I","DEM",597680.02,389708.38,"CA","09",NA,NA,NA,NA
"H8CA10126","HARDER, JOSH","O","DEM",6593261.38,5945474.74,"CA","09",NA,NA,NA,NA
"H2CA09139","PATTI, THOMAS","O","REP",1627893.83,1172826.61,"CA","09",NA,NA,NA,NA
"H2CA09147","MADISON, JONATHAN","O","REP",78693.2,37159,"CA","09",NA,NA,NA,NA
"H2CA09154","SHOEMAKER, JAMES H","O","REP",27651.94,17953.99,"CA","09",NA,NA,NA,NA
"H0CA10073","DESAULNIER, MARK","I","DEM",618156.84,233257.7,"CA","10",NA,NA,NA,NA
"H0CA19173","DENHAM, JEFF","C","REP",4503.5,0,"CA","10",NA,NA,NA,NA
"H2CA10228","GILL, RANJIT","C","REP",213525,13525,"CA","10",NA,NA,NA,NA
"H8CA10209","HOWZE, TED D II","C","REP",1663.42,0,"CA","10",NA,NA,NA,NA
"H2CA10244","KERR, MICHAEL ERNEST","C","GRE",6620.58,2364.26,"CA","10",NA,NA,NA,NA
"H2CA12166","PHILLIPS, JEFFREY ALAN","C","DEM",4979.03,335.68,"CA","11",NA,NA,NA,NA
"H8CA05035","PELOSI, NANCY","I","DEM",25577528.17,22325274.59,"CA","11",NA,NA,NA,NA
"H8CA12262","BUTTAR, SHAHID","C","DEM",179767.01,177416.14,"CA","11",NA,NA,NA,NA
"H0CA15262","SHARMA, NISHA","O","REP",0,0,"CA","11",NA,NA,NA,NA
"H2CA12174","DENNIS, JOHN MR.","C","REP",998254.03,962050.61,"CA","11",NA,NA,NA,NA
"H0CA11378","KERR, MICHAEL ERNEST","C","GRE",6620.58,2364.26,"CA","11",NA,NA,NA,NA
"H2CA12190","CURRY, ERIC","C","DEM",6077,5863,"CA","12",NA,NA,NA,NA
"H8CA09060","LEE, BARBARA","I","DEM",2183372.57,1661450.42,"CA","12",NA,NA,NA,NA
"H0CA12137","LORRAINE, DEANNA","C","REP",0,0,"CA","12",NA,NA,NA,NA
"H2CA12240","SLAUSON, STEPHEN SCOTT","C","REP",1050,0,"CA","12",NA,NA,NA,NA
"H0CA22102","ARBALLO, PHIL","C","DEM",1607918.72,1539306.08,"CA","13",NA,NA,NA,NA
"H2CA13115","GRAY, ADAM C.","C","DEM",2390120.97,1824927.83,"CA","13",NA,NA,NA,NA
"H4CA13095","BOYD, BRAD",NA,"DEM",800,800,"CA","13",NA,NA,NA,NA
"H2CA13123","MARTINEZ, DIEGO J","C","REP",3135,2135,"CA","13",NA,NA,NA,NA
"H2CA16134","GIGLIO, DAVID ANTHONY","C","REP",737065.43,388019.69,"CA","13",NA,NA,NA,NA
"H2CA13131","DUARTE, JOHN","C","OTH",2639924.8,1488145.77,"CA","13",NA,NA,NA,NA
"H0CA14117","GOODROW, CRISTOS JON","C","DEM",0,0,"CA","14",NA,NA,NA,NA
"H2CA14154","WATTERS, ANDREW G.","O","DEM",10000,0,"CA","14",NA,NA,NA,NA
"H2CA15094","SWALWELL, ERIC MICHAEL","I","DEM",3943361.57,3194840.03,"CA","14",NA,NA,NA,NA
"H8CA12171","SPEIER, JACKIE","I","DEM",298533.9,246406.02,"CA","14",NA,NA,NA,NA
"H0CA15247","HAYDEN, ALISON","C","REP",0,0,"CA","14",NA,NA,NA,NA
"H2CA14196","WONG, THOMAS","O","REP",18609.32,6718.01,"CA","14",NA,NA,NA,NA
"H2CA14204","IYER, STEVE","O","REP",8250.22,3250.22,"CA","14",NA,NA,NA,NA
"H2CA14220","SINGH, MAJOR","O","NPA",15000,0,"CA","14",NA,NA,NA,NA
"H2CA14162","MULLIN, KEVIN","O","DEM",1213762.86,891975.54,"CA","15",NA,NA,NA,NA
"H2CA14170","CANEPA, DAVID","O","DEM",815538.47,759195.25,"CA","15",NA,NA,NA,NA
"H2CA14188","BEACH, EMILY","O","DEM",580608.95,561407.45,"CA","15",NA,NA,NA,NA
"H2CA14147","MATTAMMAL, GUS","O","REP",38751.37,38751.37,"CA","15",NA,NA,NA,NA
"H2CA15110","COTA, JACKIE S","C","REP",4165,2665,"CA","15",NA,NA,NA,NA
"H0CA15171","SIMITIAN, S. JOSEPH",NA,"DEM",140501.62,138751,"CA","16",NA,NA,NA,NA
"H0CA16138","SORIA, ESMERALDA","C","DEM",2000,2000,"CA","16",NA,NA,NA,NA
"H0CA18068","KUMAR, RISHI","C","DEM",747661.06,605035.07,"CA","16",NA,NA,NA,NA
"H2CA18130","TANAKA, GREG","C","DEM",148222.46,147222.46,"CA","16",NA,NA,NA,NA
"H2CA18148","RADING, AJWANG","C","DEM",258838.8,257773.88,"CA","16",NA,NA,NA,NA
"H8CA12098","ESHOO, ANNA G.","I","DEM",2037404.98,1178838.09,"CA","16",NA,NA,NA,NA
"H2CA16100","TACHERRA, JOHNNY","C","REP",0,0,"CA","16",NA,NA,NA,NA
"H2CA16142","BROWN, NATHAN K","C","REP",135995,34495,"CA","16",NA,NA,NA,NA
"H2CA16159","SOLOMON, BENJAMIN THOMAS MR","C","REP",9559.7,299.7,"CA","16",NA,NA,NA,NA
"H2CA16167","FOX, RICHARD DR.","C","REP",15140,3935,"CA","16",NA,NA,NA,NA
"H2CA18155","OHTAKI, PETER","C","REP",58334.65,22264,"CA","16",NA,NA,NA,NA
"H0CA15148","HONDA, MIKE","I","DEM",0,0,"CA","17",NA,NA,NA,NA
"H4CA12055","KHANNA, ROHIT","I","DEM",5949743.81,5915099.15,"CA","17",NA,NA,NA,NA
