"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H8AL03047","SEGALL, JOSHUA STEVEN","C","DEM",0,0,"AL","03",NA,NA,NA,NA
"H2AL03032","ROGERS, MICHAEL","I","REP",1107197.22,504511.67,"AL","03",NA,"W",NA,NA
"H4AL03053","CASSON, THOMAS","C","REP",16355,15355,"AL","03",NA,NA,NA,NA
"H2AL04055","BOMAN, DANIEL HEATH","C","DEM",3500,0,"AL","04",NA,NA,NA,NA
"H2AL07165","NORRIS, PHILLIP DWIGHT","C","REP",255,225,"AL","04",NA,NA,NA,NA
"H6AL04098","ADERHOLT, ROBERT B. REP.","I","REP",1175936.95,419784.54,"AL","04",NA,"W",NA,NA
"H0AL05049","CRAMER, ROBERT E ""BUD"" JR",NA,"DEM",29715.18,0,"AL","05",NA,NA,NA,NA
"H0AL05189","SHEPARD, TAZEWELL","C","DEM",0,0,"AL","05",NA,NA,NA,NA
"H2AL05094","HOLLEY, CHARLIE LEE","C","DEM",475.97,55.97,"AL","05",NA,NA,NA,NA
"H6AL05038","FLIPPO, RONNIE GENE","C","DEM",-33777,0,"AL","05",NA,NA,NA,NA
"H0AL05163","BROOKS, MO","I","REP",614615.19,321615.19,"AL","05",NA,"W",NA,NA
"H4AL05074","HILL, JERRY WAYNE","C","REP",25000,100,"AL","05",NA,NA,NA,NA
"H8AL05109","GRIFFITH, R PARKER","C","REP",1070,0,"AL","05",NA,NA,NA,NA
"H4AL05082","BRAY, MARK","C","IND",28844.2,22230.62,"AL","05",NA,NA,NA,NA
"H2AL06142","BAILEY, PENNY HUGGINS","C","DEM",0,0,"AL","06",NA,NA,NA,NA
"H4AL06148","LESTER, MARK","O","DEM",153501.09,143501.09,"AL","06",NA,NA,NA,NA
"H0AL06088","COOKE, STANLEY KYLE","C","REP",0,0,"AL","06",NA,NA,NA,NA
"H2AL06035","BACHUS, SPENCER REP.","I","REP",301789.13,27350,"AL","06",NA,NA,NA,NA
"H2AL06126","BEASON, JASON SCOTT","O","REP",48130,39650,"AL","06",NA,NA,NA,NA
"H4AL06072","MATHIS, CHAD DR","O","REP",747227.78,508906.19,"AL","06",NA,NA,NA,NA
"H4AL06080","DEMARCO, PAUL","O","REP",1991338.25,1697238.04,"AL","06",NA,"W",NA,NA
"H4AL06098","PALMER, GARY","O","REP",1880021.71,1618984.26,"AL","06",NA,NA,NA,NA
"H4AL06106","BROOKE, WILLIAM W","O","REP",1413085.06,614489.14,"AL","06",NA,NA,NA,NA
"H4AL06114","VIGNEULLE, THOMAS RAY SR","O","REP",67729,47229,"AL","06",NA,NA,NA,NA
"H0AL07086","SEWELL, TERRI A.","I","DEM",1511862.55,434075.98,"AL","07",NA,"W",NA,NA
"H0AL07094","HILLIARD, EARL FREDERICK JR","O","DEM",0,0,"AL","07",NA,NA,NA,NA
"H4AL07096","JOHNSON, TAMARA HARRIS","C","DEM",21248,17488,"AL","07",NA,NA,NA,NA
"H4AL07070","MACK, STANLEY ALLEN","C","REP",8.5,8.5,"AL","07",NA,NA,NA,NA
"H0AR01109","CAUSEY, CHAD","O","DEM",37777.08,0,"AR","01",NA,NA,NA,NA
"H2AR01055","HALL, CLARK MADISON","C","DEM",1000,0,"AR","01",NA,NA,NA,NA
"H2AR01063","LATANICH, GARY ANDREW","C","DEM",0,0,"AR","01",NA,NA,NA,NA
"H2AR01071","ELLINGTON, SCOTT A","C","DEM",5520.6,0,"AR","01",NA,NA,NA,NA
"H4AR01051","MCPHERSON, JACKIE","C","DEM",284800.44,240766.83,"AR","01",NA,"W",NA,NA
"H6AR01072","BERRY, MARION","C","DEM",0,0,"AR","01",NA,NA,NA,NA
"H0AR01083","CRAWFORD, ERIC ALAN RICK","I","REP",907123.79,405876.21,"AR","01",NA,"W",NA,NA
"H0AR01125","SMITH, PRINCELLA D","O","REP",300,0,"AR","01",NA,NA,NA,NA
"H0AR02131","ELLIOTT, JOYCE ANN","O","DEM",0,0,"AR","02",NA,NA,NA,NA
"H2AR02053","RULE, HERB C. III","C","DEM",1294.3,277.2,"AR","02",NA,NA,NA,NA
"H4AR02133","HAYS, PATRICK HENRY","O","DEM",1565130.39,1151010.74,"AR","02",NA,"W",NA,NA
"H0AR02107","GRIFFIN, JOHN TIMOTHY","I","REP",775338.17,372298.33,"AR","02",NA,NA,NA,NA
"H4AR02141","HILL, JAMES FRENCH","O","REP",2198995.68,1692042.7,"AR","02",NA,"W",NA,NA
"H4AR02158","CLEMMER, ANN V","O","REP",189699.86,113993.6,"AR","02",NA,NA,NA,NA
"H4AR02166","REYNOLDS, CONRAD EARL","O","REP",118476.08,42873.08,"AR","02",NA,NA,NA,NA
"H0AR03030","WHITAKER, DAVID JEFFREY","O","DEM",0,0,"AR","03",NA,NA,NA,NA
"H2AR03234","ADEN, KENNETH WADE","C","DEM",510,0,"AR","03",NA,NA,NA,NA
"H0AR03055","WOMACK, STEVE","I","REP",970069.13,431015.71,"AR","03",NA,"W",NA,NA
"H0AR03063","BLEDSOE, CECILE H","O","REP",0,0,"AR","03",NA,NA,NA,NA
"H0AR03089","LOWRY, STEVE MR.","O","REP",0,0,"AR","03",NA,NA,NA,NA
"H2AR03143","HENDREN, JAMES PAUL","C","REP",70.13,0,"AR","03",NA,NA,NA,NA
"H4AR03040","BREWER, THOMAS HILL","C","REP",9780,4780,"AR","03",NA,NA,NA,NA
"H2AR04109","JEFFRESS, GENE","O","DEM",0,0,"AR","04",NA,NA,NA,NA
"H2AR04133","HURST, Q. BYRUM JR","O","DEM",3100,0,"AR","04",NA,NA,NA,NA
"H4AR04063","WITT, JAMES LEE","O","DEM",1189666.78,834964.36,"AR","04",NA,"W",NA,NA
"H2AR04083","COTTON, THOMAS","I","REP",13911690.06,10892504.11,"AR","04",NA,NA,NA,NA
"H4AR04048","WESTERMAN, BRUCE MR.","O","REP",1047441.15,707291.37,"AR","04",NA,"W",NA,NA
"H4AR04055","MOLL, THOMAS","O","REP",634494.59,538301.76,"AR","04",NA,NA,NA,NA
"H4AR04030","PERCEFULL, JANIS KENT","O","IND",11505,9505,"AR","04",NA,NA,NA,NA
"H0AS00018","FALEOMAVAEGA, ENI","I","DEM",59833.2,51200,"AS","00",NA,NA,NA,NA
"H4AS00036","AMATA, AUMUA","C","REP",25185.21,19324.57,"AS","00",NA,NA,NA,NA
"H8AS00052","LANCASTER, ROSIE TAGO","C","IND",16315,250,"AS","00",NA,NA,NA,NA
"H4AS00085","TULAFONO, TOGIOLA","C","UNK",10810,10035,"AS","00",NA,NA,NA,NA
"H2AZ01271","BALDENEGRO, WENONA RAE BENALLY","C","DEM",1381.18,0,"AZ","01",NA,NA,NA,NA
"H8AZ01104","KIRKPATRICK, ANN","I","DEM",3420445.88,2279416.19,"AZ","01",NA,NA,NA,NA
"H0AZ01283","MEHTA, STEVE","C","REP",0,0,"AZ","01",NA,NA,NA,NA
"H0AZ01325","TOBIN, ANDY HON.","C","REP",1385768.58,906905.29,"AZ","01",NA,NA,NA,NA
"H0AZ08056","PATON, JONATHAN","C","REP",8836.15,7637.5,"AZ","01",NA,NA,NA,NA
"H2AZ01172","RENZI, RICHARD G.",NA,"REP",0,0,"AZ","01",NA,NA,NA,NA
"H4AZ01145","KIEHNE, GARY","C","REP",781778.38,300150.63,"AZ","01",NA,NA,NA,NA
"H4AZ01152","KWASMAN, ADAM CHARLES","C","REP",307204.09,231292.02,"AZ","01",NA,NA,NA,NA
"H8AZ01146","KORN, PRESTON","O","REP",25,25,"AZ","01",NA,NA,NA,NA
"H2AZ02279","ABOUD, PAULA ANN","C","DEM",0,0,"AZ","02",NA,NA,NA,NA
"H2AZ02287","FARLEY, STEVE","C","DEM",1260.38,0,"AZ","02",NA,NA,NA,NA
"H2AZ08086","KONST, NOMIKI","O","DEM",15.12,15.12,"AZ","02",NA,NA,NA,NA
"H2AZ08094","BARBER, RONALD","I","DEM",4029500.96,2216333.98,"AZ","02",NA,NA,NA,NA
"H2AZ08102","MCSALLY, MARTHA E MS.","C","REP",4941801.69,3504797.56,"AZ","02",NA,NA,NA,NA
"H4AZ02127","MARTIN, EDWARD T","C","REP",14236,10010,"AZ","02",NA,NA,NA,NA
"H4AZ02135","KAIS, SHELLEY M","C","REP",44050.43,39102.88,"AZ","02",NA,NA,NA,NA
"H4AZ02143","WOOTEN, CHARLES A","C","REP",40625.56,38875.08,"AZ","02",NA,NA,NA,NA
"H6AZ03112","STUMP, BOB","C","REP",0,0,"AZ","02",NA,NA,NA,NA
"H6AZ08129","ANTENORI, FRANK RONALD","C","REP",700,400,"AZ","02",NA,NA,NA,NA
"H2AZ03111","ARREGUIN, JUAN MANUEL","C","DEM",2680.25,1580.25,"AZ","03",NA,NA,NA,NA
"H2AZ07070","GRIJALVA, RAUL M","I","DEM",589338.71,304356.29,"AZ","03",NA,NA,NA,NA
"H2AZ07146","MERCER, GABRIELA SAUCEDO MRS","C","REP",93433.06,80283.06,"AZ","03",NA,NA,NA,NA
"H4AZ04016","SHADEGG, JOHN B.","C","REP",7750,7750,"AZ","03",NA,NA,NA,NA
"H8AZ01161","OLIVAS, MIGUEL ","C","REP",0,0,"AZ","03",NA,NA,NA,NA
"H2AZ04143","WEISSER, MIKEL ","C","DEM",40585.84,27759.33,"AZ","04",NA,NA,NA,NA
"H0AZ01259","GOSAR, PAUL ANTHONY","I","REP",489817.48,258598.59,"AZ","04",NA,NA,NA,NA
"H0AZ04493","CONTRERAS, JANET L","C","REP",0,0,"AZ","04",NA,NA,NA,NA
"H2AZ04127","BABEU, PAUL RAYMOND","C","REP",335,0,"AZ","04",NA,NA,NA,NA
"H2AZ04135","GOULD, RON","C","REP",0,0,"AZ","04",NA,NA,NA,NA
"H4AZ02093","MURPHY, RICK","C","REP",0,0,"AZ","04",NA,NA,NA,NA
"H4AZ05088","WOODS, JAMES ISSAC","C","DEM",56416.79,53266.79,"AZ","05",NA,NA,NA,NA
"H0AZ05078","WARD, JIM","C","REP",5450,0,"AZ","05",NA,NA,NA,NA
"H0AZ05102","SALVINO, CHRIS","C","REP",0,0,"AZ","05",NA,NA,NA,NA
"H2AZ06148","ADAMS, KIRK DAVID","O","REP",7404.27,0,"AZ","05",NA,NA,NA,NA
"H4AZ01038","SALMON, MATT","I","REP",938582.34,501388.41,"AZ","05",NA,NA,NA,NA
"H4AZ01061","SMITH, SUSAN BITTER","C","REP",0,0,"AZ","05",NA,NA,NA,NA
"H2AZ05132","WILLIAMSON, W JOHN","C","DEM",10694.63,2285.22,"AZ","06",NA,NA,NA,NA
"H0AZ01184","FLAKE, JEFF MR.","C","REP",477315,222653,"AZ","06",NA,NA,NA,NA
"H0AZ03362","QUAYLE, BEN","C","REP",37905.85,0,"AZ","06",NA,NA,NA,NA
"H4AZ06045","SCHWEIKERT, DAVID","I","REP",1127799.43,531076.51,"AZ","06",NA,NA,NA,NA
"H2AZ02055","PASTOR, ED L","I","DEM",287956.88,55835,"AZ","07",NA,NA,NA,NA
"H4AZ07043","GALLEGO, RUBEN","O","DEM",936188.95,592533.31,"AZ","07",NA,NA,NA,NA
"H4AZ07050","GALLARDO, STEVE M","O","DEM",25228.81,21620,"AZ","07",NA,NA,NA,NA
"H4AZ07068","WILCOX, MARY ROSE","O","DEM",550726.15,480015.9,"AZ","07",NA,NA,NA,NA
"H0AZ07017","MCCLUNG, RUTH CRAWFORD","C","REP",39.3,0,"AZ","07",NA,NA,NA,NA
"H4AZ07076","MAUPIN JR, JARRETT BARTON","O","REP",21772.25,21772.25,"AZ","07",NA,NA,NA,NA
"H0AZ04501","PENALOSA, JOSE LUIS JR","O","IND",28075.9,14678,"AZ","07",NA,NA,NA,NA
"H6AZ07022","COBB, JOE","O","LIB",1288.23,100,"AZ","07",NA,NA,NA,NA
"H0AZ08031","MILLER, BRIAN ALLAN","C","REP",0,0,"AZ","08",NA,NA,NA,NA
"H2AZ08144","PASSALACQUA, TONY","O","REP",0,0,"AZ","08",NA,NA,NA,NA
"H4AZ04024","FRANKS, TRENT","I","REP",424680.15,217666.28,"AZ","08",NA,NA,NA,NA
"H4AZ08066","VAN STEENWYK, CLAIR JEROME MARION","C","REP",13483,3810,"AZ","08",NA,NA,NA,NA
"H2AZ09019","SINEMA, KYRSTEN","I","DEM",3718524.89,2287356.11,"AZ","09",NA,NA,NA,NA
"H2AZ09027","SCHAPIRA, DAVID","C","DEM",1125,0,"AZ","09",NA,NA,NA,NA
"H2AZ09043","CHERNY, ANDREI","C","DEM",0,0,"AZ","09",NA,NA,NA,NA
"H0AZ03321","PARKER, VERNON","C","REP",701732.46,684960.32,"AZ","09",NA,NA,NA,NA
"H2AZ06155","GRANTHAM, TRAVIS W.","O","REP",0,0,"AZ","09",NA,NA,NA,NA
"H2AZ09035","ROGERS, WENDY","C","REP",1378441.1,1180247.96,"AZ","09",NA,NA,NA,NA
"H2AZ09050","SEPULVEDA, MARTIN C.","C","REP",0.71,0,"AZ","09",NA,NA,NA,NA
"H2AZ09084","SCHANDLBAUER, LEAH CAMPOS","C","REP",0,0,"AZ","09",NA,NA,NA,NA
"H4AZ09015","VICTOR, MARC J","C","REP",0,0,"AZ","09",NA,NA,NA,NA
"H4AZ09023","WALTER, ANDREW","C","REP",534821.71,426762.19,"AZ","09",NA,NA,NA,NA
"H4CA01066","HALL, HEIDI","C","DEM",233378.26,220972.39,"CA","01",NA,"W",NA,NA
"H4CA01074","LEVINE, DAN","C","DEM",1900,500,"CA","01",NA,NA,NA,NA
"H2CA01110","AANESTAD, SAMUEL","C","REP",0,0,"CA","01",NA,NA,NA,NA
"H2CA01128","DACQUISTO, MICHAEL","C","REP",0,0,"CA","01",NA,NA,NA,NA
"H2CA02142","LAMALFA, DOUG","I","REP",732867.64,332253.99,"CA","01",NA,"W",NA,NA
"H2CA02100","LAWSON, STACEY","O","DEM",0,0,"CA","02",NA,NA,NA,NA
"H2CA02126","COURTNEY, WILLIAM L","O","DEM",0,0,"CA","02",NA,NA,NA,NA
"H2CA06259","HUFFMAN, JARED MR","I","DEM",1083412.43,510972.28,"CA","02",NA,"W",NA,NA
"H2CA06275","ADAMS, SUSAN L","O","DEM",0,0,"CA","02",NA,NA,NA,NA
"H2CA06283","RENEE, TIFFANY","O","DEM",1400,0,"CA","02",NA,NA,NA,NA
"H4CA02098","MENSING, DALE KENNETH","C","REP",5502,3575,"CA","02",NA,"W",NA,NA
"H2CA02167","CLARKE, BROOKE J","C",NA,0,0,"CA","02",NA,NA,NA,NA
"H0CA10149","GARAMENDI, JOHN","I","DEM",1457786.33,691334.84,"CA","03",NA,"W",NA,NA
"H2CA03090","DOLBOW VANN, KIMBERLY","C","REP",3496.27,665.41,"CA","03",NA,NA,NA,NA
"H4CA03096","LOGUE, DANIEL","C","REP",1612862.53,683111.57,"CA","03",NA,"W",NA,NA
"H2CA04114","UPPAL, JACK","C","DEM",0,0,"CA","04",NA,NA,NA,NA
"H4CA04094","JOHNSON, KRISTINE M","C","DEM",9715.01,9660,"CA","04",NA,NA,NA,NA
"H4CA03070","OLLER, THOMAS (RICO)","O","REP",0,0,"CA","04",NA,NA,NA,NA
"H4CA04102","MOORE, ARTHUR S","C","REP",256830.17,161313.57,"CA","04",NA,"W",NA,NA
"H8CA04152","MCCLINTOCK, THOMAS","I","REP",1593895.75,1411424.99,"CA","04",NA,"W",NA,NA
"H8CA01109","THOMPSON, MIKE MR.","I","DEM",1871449.24,665177.79,"CA","05",NA,"W",NA,NA
"H4CA11099","VAN RAAM, DOUGLAS SCOTT","O","NNE",1826,0,"CA","05",NA,NA,NA,NA
"H2CA01045","WOOLSEY, LYNN C.","C","DEM",0,0,"CA","06",NA,NA,NA,NA
"H6CA05195","MATSUI, DORIS","I","DEM",1063565.6,265087.72,"CA","06",NA,"W",NA,NA
"H0CA05073","SMITT, ERIK","O","REP",0,0,"CA","06",NA,NA,NA,NA
"H2CA06291","MCCRAY, JOSEPH SR","C","REP",20944.99,1202.43,"CA","06",NA,"W",NA,NA
"H0CA03078","BERA, AMERISH","I","DEM",4400563.34,2732047.4,"CA","07",NA,"W",NA,NA
"H0CA11352","EMKEN, ELIZABETH","C","REP",658540.68,363272.35,"CA","07",NA,NA,NA,NA
"H4CA07055","BIRMAN, IGOR A","C","REP",552172.4,475754.35,"CA","07",NA,NA,NA,NA
"H6CA34112","LUNGREN, DANIEL E.","C","REP",11109.41,0,"CA","07",NA,NA,NA,NA
"H8CA03105","OSE, DOUG","C","REP",8586011,1246204.48,"CA","07",NA,"W",NA,NA
"H8CA05134","TUMA, DOUGLAS ARTHUR","C","LIB",500,0,"CA","07",NA,NA,NA,NA
"H4CA08129","LEE, ODESSIA","C","DEM",5939,371,"CA","08",NA,NA,NA,NA
"H6CA40234","CONAWAY, ROBERT DEAN","C","DEM",5919,2742,"CA","08",NA,"W",NA,NA
"H8CA25058","CONAWAY, JACQUESE L","C","DEM",0,0,"CA","08",NA,NA,NA,NA
"H0CA42175","LIBERATORE, PHILIP LAURENCE","C","REP",0,0,"CA","08",NA,NA,NA,NA
"H2CA08149","VALLES, ANGELA","C","REP",0,0,"CA","08",NA,NA,NA,NA
"H2CA08156","MITZELFELT, BRAD","C","REP",3640.85,2500,"CA","08",NA,NA,NA,NA
"H2CA08164","COOK, PAUL","I","REP",813372.96,348156.4,"CA","08",NA,"W",NA,NA
"H4CA08103","HANNOSH, PAUL","C","REP",20425.73,13695.73,"CA","08",NA,NA,NA,NA
"H4CA08111","CONOVER, RODNEY LEE","C","REP",46505.05,30505.05,"CA","08",NA,NA,NA,NA
"H6CA08132","CHAVEZ- O'CHOA, BRIAN","C","REP",0,0,"CA","08",NA,NA,NA,NA
"H8CA08062","WALSH, DANA","C","REP",0,0,"CA","08",NA,NA,NA,NA
"H4CA11081","MCNERNEY, JERRY","I","DEM",1224433.6,752090.63,"CA","09",NA,"W",NA,NA
"H0CA11337","AMADOR, ANTONIO CANDIA","C","REP",63729.6,58495.51,"CA","09",NA,"W",NA,NA
"H2CA11135","GILL, RICKY","C","REP",44337.97,0,"CA","09",NA,NA,NA,NA
"H4CA09069","COLANGELO, STEVE ANTHONY","C","REP",83667.93,79510.76,"CA","09",NA,NA,NA,NA
"H4CA09077","DAVIS, KAREN MATHEWS","C","REP",16200,250,"CA","09",NA,NA,NA,NA
"H2CA00096","BARKLEY, MICHAEL JAMES","C","DEM",9042.84,40,"CA","10",NA,NA,NA,NA
"H2CA10145","HERNANDEZ, JOSE M","C","DEM",135.29,21.99,"CA","10",NA,NA,NA,NA
"H4CA10075","EGGMAN, MICHAEL RAY","C","DEM",1294524.96,948431.37,"CA","10",NA,"W",NA,NA
"H0CA19173","DENHAM, JEFF","I","REP",2762283.99,990179.52,"CA","10",NA,"W",NA,NA
"H2CA10152","CONDIT, CHAD MATTHEW","C","NNE",2000,1000,"CA","10",NA,NA,NA,NA
"H0CA10073","DESAULNIER, MARK","O","DEM",561969.88,231123.68,"CA","11",NA,"W",NA,NA
"H4CA11115","DAYSOG, TONY","O","DEM",5718,5718,"CA","11",NA,NA,NA,NA
"H4CA11123","INGERSOL, KI","O","DEM",69863.65,65385.26,"CA","11",NA,NA,NA,NA
"H6CA07043","MILLER, GEORGE","I","DEM",471485.24,191410.02,"CA","11",NA,NA,NA,NA
"H0CA11303","GOEHRING, BRAD","C","REP",0,0,"CA","11",NA,NA,NA,NA
"H4CA11107","QUANG, TUE PHAN","O","REP",118694.01,111761.02,"CA","11",NA,"W",NA,NA
"H4CA12139","STEGER, MICHAEL G","C","DEM",32271.74,25726.39,"CA","12",NA,NA,NA,NA
"H8CA05035","PELOSI, NANCY","I","DEM",2926898.74,1578257.81,"CA","12",NA,"W",NA,NA
"H0CA08069","DENNIS, JOHN","C","REP",623935.44,621269.2,"CA","12",NA,"W",NA,NA
"H4CA12105","DAVIES, CURTIS R","C","REP",0,0,"CA","12",NA,NA,NA,NA
"H4CA12089","HERMANSON, BARRY","C","GRE",7770,1770,"CA","12",NA,NA,NA,NA
"H4CA12121","THORSSON, ANTHONY JOHN ""DESMOND""","C","OTH",4394,1795,"CA","12",NA,NA,NA,NA
"H0CA13093","JELINCIC, JUSTIN","C","DEM",2085,85,"CA","13",NA,NA,NA,NA
"H8CA09060","LEE, BARBARA","I","DEM",1139240.19,839023.69,"CA","13",NA,"W",NA,NA
"H4CA13087","SUNDEEN, DAKIN M","C","REP",4940,2750,"CA","13",NA,"W",NA,NA
"H2CA13099","SINGLETON, MARILYN M","C","UNK",0,0,"CA","13",NA,NA,NA,NA
"H8CA12171","SPEIER, JACKIE","I","DEM",1075200.59,636978.86,"CA","14",NA,"W",NA,NA
"H2CA14139","BACIGALUPI, DEBBIE","C","REP",0,0,"CA","14",NA,NA,NA,NA
"H4CA18060","CHEW, ROBIN LEO","C","REP",25019.95,11573,"CA","14",NA,"W",NA,NA
"H0CA15171","SIMITIAN, S JOSEPH","C","DEM",18633.69,16652.1,"CA","15",NA,NA,NA,NA
"H2CA15086","CORBETT, ELLEN","C","DEM",225182.31,163531.56,"CA","15",NA,NA,NA,NA
"H2CA15094","SWALWELL, ERIC MICHAEL","I","DEM",2040208.3,1225716.96,"CA","15",NA,"W",NA,NA
"H2CA15102","HOSTERMAN, JENNIFER","C","DEM",2950,2950,"CA","15",NA,NA,NA,NA
"H6CA09023","STARK, FORTNEY HILLMAN JR","C","DEM",4375.12,0,"CA","15",NA,NA,NA,NA
"H4CA15066","BUSSELL, HUGH","C","REP",25367.27,15287,"CA","15",NA,"W",NA,NA
"H0CA19132","GOODWIN, LORAINE","C","DEM",0,0,"CA","16",NA,NA,NA,NA
"H4CA20082","COSTA, JIM","I","DEM",1524075.67,744555,"CA","16",NA,"W",NA,NA
"H2CA16092","WHELAN, BRIAN","C","REP",150,0,"CA","16",NA,NA,NA,NA
"H2CA16100","TACHERRA, JOHNNY","C","REP",343951.55,304032.93,"CA","16",NA,"W",NA,NA
"H2CA16118","GARCIA, MARK","C","REP",0,0,"CA","16",NA,NA,NA,NA
"H4CA16106","BOTELHO, JOANNA LYNN GARCIA","C","REP",32048.72,10940,"CA","16",NA,NA,NA,NA
"H4CA16114","GOOSSEN, MICHAEL WAYNE","C","REP",0,0,"CA","16",NA,NA,NA,NA
"H4CA16122","LEVEY, MELVIN","C","REP",47858,27525,"CA","16",NA,NA,NA,NA
"H4CA16148","CRASS, STEVEN MICHAEL","C","REP",146617.12,141492.22,"CA","16",NA,NA,NA,NA
"H0CA15148","HONDA, MIKE","I","DEM",3390694.29,2388248.83,"CA","17",NA,"W",NA,NA
"H4CA12055","KHANNA, ROHIT","C","DEM",3412568.09,3405325,"CA","17",NA,"W",NA,NA
"H2CA17090","LI, EVELYN","C","REP",10366.74,2212,"CA","17",NA,NA,NA,NA
"H4CA17294","SINGH, VANILA M","C","REP",497358.89,310713,"CA","17",NA,NA,NA,NA
"H8CA12098","ESHOO, ANNA","I","DEM",1509756.37,721861.09,"CA","18",NA,"W",NA,NA
"H0CA18050","BERRYHILL, MICHAEL CLARE SR","O","REP",172050,0,"CA","18",NA,NA,NA,NA
"H4CA18078","FARRAR, WILSON","C","REP",3740,1740,"CA","18",NA,NA,NA,NA
"H4CA18086","ANDERSON, BRUCE GORDON","C","REP",10094,0,"CA","18",NA,NA,NA,NA
"H4CA18094","FOX, RICHARD B","C","REP",42012,39255,"CA","18",NA,"W",NA,NA
"H4CA16049","LOFGREN, ZOE","I","DEM",1157846.24,678103.84,"CA","19",NA,"W",NA,NA
"H4CA17021","FARR, SAM","I","DEM",782583.56,359873.9,"CA","20",NA,"W",NA,NA
"H6CA21176","HAZE, ERNEST STEVEN","C","DEM",0,0,"CA","20",NA,NA,NA,NA
"H0CA20098","VIDAK, JAMES ANDREW","C","REP",0,0,"CA","20",NA,NA,NA,NA
"H8CA17089","TAYLOR, JEFF","C","REP",0,0,"CA","20",NA,NA,NA,NA
"H0CA17185","KABAT, RONALD PAUL","C","NNE",15501,425,"CA","20",NA,"W",NA,NA
"H0CA19082","HERNANDEZ, JOHN STEPHEN","C","DEM",22806.59,17806.59,"CA","21",NA,NA,NA,NA
"H2CA21167","XIONG, BLONG","C","DEM",14807.97,10800,"CA","21",NA,NA,NA,NA
"H4CA21072","RENTERIA, AMANDA","C","DEM",1725079.55,1215389.38,"CA","21",NA,"W",NA,NA
"H2CA20094","VALADAO, DAVID","I","REP",2685195.54,1366015.78,"CA","21",NA,"W",NA,NA
"H2CA22140","LEE, OTTO","C","DEM",9293.59,2300,"CA","22",NA,NA,NA,NA
"H4CA22104","MARRERO, SUZANNA AUGILERA","C","DEM",36527.12,19297.08,"CA","22",NA,"W",NA,NA
"H8CA20059","NUNES, DEVIN G","I","REP",2145627.18,638227.29,"CA","22",NA,"W",NA,NA
"H4CA23151","GARCIA, RAUL","C","DEM",9345,2545,"CA","23",NA,NA,NA,NA
"H0CA23100","DAVIDSON, JOHN","C","REP",0,0,"CA","23",NA,NA,NA,NA
"H0CA23118","WATSON, THOMAS C","C","REP",0,0,"CA","23",NA,NA,NA,NA
