"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H2AR01063","LATANICH, GARY ANDREW","C","DEM",48839.8,21039.8,"AR","01",NA,NA,NA,NA
"H2AR01071","ELLINGTON, SCOTT A","C","DEM",372375.1,240725.1,"AR","01",NA,NA,NA,"L"
"H6AR01072","BERRY, MARION","C","DEM",0,0,"AR","01",NA,NA,NA,NA
"H0AR01083","CRAWFORD, ERIC ALAN RICK","I","REP",1339445.93,718772.91,"AR","01",NA,"W",NA,"W"
"H0AR01125","SMITH, PRINCELLA D","O","REP",477.27,57.26,"AR","01",NA,NA,NA,NA
"H0AR02123","WILLS, ROBERT DALE JR","O","DEM",1270.47,0,"AR","02",NA,NA,NA,NA
"H0AR02131","ELLIOTT, JOYCE ANN","O","DEM",254,0,"AR","02",NA,NA,NA,NA
"H0AR02149","ADAMS, JOHN","O","DEM",730.71,0,"AR","02",NA,NA,NA,NA
"H0AR02156","BOLING, DAVID ALAN","O","DEM",5940,5940,"AR","02",NA,NA,NA,NA
"H0AR02164","KENNEDY, PATRICK","O","DEM",0,0,"AR","02",NA,NA,NA,NA
"H2AR02053","RULE, HERB C. III","C","DEM",251260.14,101410.8,"AR","02",NA,"W",NA,"L"
"H0AR02107","GRIFFIN, JOHN TIMOTHY","I","REP",1619346.36,1043440.8,"AR","02",NA,"W",NA,"W"
"H0AR02115","WALLACE, SCOTT","O","REP",8900,3900,"AR","02",NA,NA,NA,NA
"H0AR03030","WHITAKER, DAVID JEFFREY","O","DEM",450,450,"AR","03",NA,NA,NA,NA
"H2AR03234","ADEN, KENNETH WADE","C","DEM",42676,26949,"AR","03",NA,"W",NA,NA
"H0AR03048","MADDOX, KURT E","O","REP",0,0,"AR","03",NA,NA,NA,NA
"H0AR03055","WOMACK, STEVE","I","REP",932788.07,468090.61,"AR","03",NA,"W",NA,"W"
"H0AR03063","BLEDSOE, CECILE H","O","REP",5450,4850,"AR","03",NA,NA,NA,NA
"H0AR03089","LOWRY, STEVE MR.","O","REP",0,0,"AR","03",NA,NA,NA,NA
"H2AR03143","HENDREN, JAMES PAUL","C","REP",15.21,0,"AR","03",NA,NA,NA,NA
"H0AR04038","ROSS, MICHAEL AVERY","I","DEM",450401.1,96314,"AR","04",NA,NA,NA,NA
"H2AR04109","JEFFRESS, GENE","O","DEM",100330,31330,"AR","04",NA,NA,NA,"L"
"H2AR04125","MORRISON, DANIEL COCHRAN","O","DEM",19000,900,"AR","04",NA,NA,NA,NA
"H2AR04133","HURST, Q. BYRUM JR","O","DEM",316855.63,256799,"AR","04",NA,NA,NA,NA
"H0AR04079","RANKIN, BETH ANNE","O","REP",418028.11,402099.6,"AR","04",NA,NA,NA,NA
"H2AR04083","COTTON, THOMAS","O","REP",2213217.51,1745771.53,"AR","04",NA,"W",NA,"W"
"H2AR04091","RICHMOND, MARCUS EDWARD","O","REP",162208.96,25325,"AR","04",NA,NA,NA,NA
"H2AR04117","COWART, JOHN DAVID","O","REP",48630,30692,"AR","04",NA,NA,NA,NA
"H0AS00018","FALEOMAVAEGA, ENI","I","DEM",110570,97220,"AS","00",NA,NA,NA,"W"
"H4AS00036","AUMUA AMATA","C","REP",19367.4,14367.4,"AS","00",NA,NA,NA,"L"
"H8AS00052","LANCASTER, ROSIE FUALA'AU TAGO","C","IND",8950,450,"AS","00",NA,NA,NA,"L"
"H2AZ01271","BALDENEGRO, WENONA RAE BENALLY","C","DEM",114394.5,111635.52,"AZ","01",NA,NA,NA,NA
"H8AZ01070","SHANKER, HOWARD MARC","O","DEM",6500,0,"AZ","01",NA,NA,NA,NA
"H8AZ01104","KIRKPATRICK, ANN","C","DEM",2363587.45,1744948.48,"AZ","01",NA,"W",NA,"W"
"H8AZ01161","OLIVAS, MIGUEL MIKE","C","DEM",26772.94,1350,"AZ","01",NA,NA,NA,NA
"H0AZ01267","BEAUCHAMP, BRADLEY DON","C","REP",0,0,"AZ","01",NA,NA,NA,NA
"H0AZ01275","BOWERS, RUSSELL WESLEY","C","REP",0,0,"AZ","01",NA,NA,NA,NA
"H0AZ01283","MEHTA, STEVE","C","REP",0,0,"AZ","01",NA,NA,NA,NA
"H0AZ08056","PATON, JONATHAN","C","REP",1477836.14,954249.7,"AZ","01",NA,"W",NA,"L"
"H2AZ01172","RENZI, RICHARD G.",NA,"REP",0,0,"AZ","01",NA,NA,NA,NA
"H2AZ01289","WADE, DOUGLAS","C","REP",43506.1,28506.1,"AZ","01",NA,NA,NA,NA
"H2AZ01305","MARTIN, GAITHER","C","REP",155264.95,63840,"AZ","01",NA,NA,NA,NA
"H8AZ01146","KORN, PRESTON","O","REP",4500,4500,"AZ","01",NA,NA,NA,NA
"H2AZ02279","ABOUD, PAULA ANN","C","DEM",78044.72,28034.99,"AZ","02",NA,NA,NA,NA
"H2AZ02287","FARLEY, STEVE","C","DEM",26825,26825,"AZ","02",NA,NA,NA,NA
"H2AZ08086","KONST, NOMIKI","O","DEM",12195,12195,"AZ","02",NA,NA,NA,NA
"H2AZ08094","BARBER, RONALD","O","DEM",2776638.85,1790921.28,"AZ","02","W","W",NA,"W"
"H0AZ02141","BLACK, CHARLES ROLAND","C","REP",0,0,"AZ","02",NA,NA,NA,NA
"H0AZ08015","KELLY, JESSE","C","REP",1084859.09,605487.28,"AZ","02",NA,NA,NA,NA
"H2AZ08102","MCSALLY, MARTHA E","C","REP",1472329.88,1094326.27,"AZ","02",NA,"W",NA,"L"
"H2AZ08110","KOSKINIEMI, MARK STEPHEN","C","REP",7321,2560,"AZ","02",NA,NA,NA,NA
"H6AZ03112","STUMP, BOB","C","REP",0,0,"AZ","02",NA,NA,NA,NA
"H6AZ08129","ANTENORI, FRANK RONALD","C","REP",107333.44,105502.73,"AZ","02",NA,NA,NA,NA
"H2AZ02295","AVERSA, ALAN","C","IND",8171,50,"AZ","02",NA,NA,NA,NA
"H0AZ03305","HULBURD, JON","O","DEM",13500,0,"AZ","03",NA,NA,NA,NA
"H2AZ03095","CROWE, DAVID","C","DEM",107700,32700,"AZ","03",NA,NA,NA,NA
"H2AZ03111","ARREGUIN, JUAN MANUEL","C","DEM",81405.64,41904.46,"AZ","03",NA,NA,NA,NA
"H2AZ03137","AGUIRRE, AMANDA","C","DEM",213990.88,111959.96,"AZ","03",NA,NA,NA,NA
"H2AZ07070","GRIJALVA, RAUL M","I","DEM",908543.77,572022.71,"AZ","03",NA,"W",NA,"W"
"H0AZ03339","GORMAN, PAMELA DIANE","O","REP",2524.99,275,"AZ","03",NA,NA,NA,NA
"H0AZ03354","MORRIS, PAULINA VASQUEZ","O","REP",0,0,"AZ","03",NA,NA,NA,NA
"H0AZ03388","BRANCH, ROBERT ALLEN","O","REP",0,0,"AZ","03",NA,NA,NA,NA
"H0AZ03396","MOAK, STEVEN CARL","O","REP",0,0,"AZ","03",NA,NA,NA,NA
"H2AZ07146","MERCER, GABRIELA SAUCEDO","C","REP",242485.39,226232.39,"AZ","03",NA,NA,NA,"L"
"H4AZ04016","SHADEGG, JOHN B.","C","REP",15269.13,9400,"AZ","03",NA,NA,NA,NA
"H2AZ03145","GUERRA, BLANCA A","C","LIB",13170,13121,"AZ","03",NA,"W",NA,"L"
"H0AZ01259","GOSAR, PAUL ANTHONY","I","REP",1150701.15,690418.83,"AZ","04",NA,"W",NA,"W"
"H0AZ04493","CONTRERAS, JANET L","C","REP",2400,0,"AZ","04",NA,NA,NA,NA
"H2AZ04127","BABEU, PAUL RAYMOND","C","REP",438338.3,428937.89,"AZ","04",NA,NA,NA,NA
"H2AZ04135","GOULD, RON","C","REP",331965.6,209787,"AZ","04",NA,NA,NA,NA
"H4AZ02093","MURPHY, RICK","C","REP",82500,2900,"AZ","04",NA,NA,NA,NA
"H2AZ06163","WINTERS, JUSTIN","C","IND",840,640,"AZ","04",NA,NA,NA,NA
"H6AZ05067","MITCHELL, HARRY E.","C","DEM",3278.26,0,"AZ","05",NA,NA,NA,NA
"H0AZ05078","WARD, JIM","C","REP",638.08,0,"AZ","05",NA,NA,NA,NA
"H0AZ05086","WNUCK, ERIC","C","REP",0,0,"AZ","05",NA,NA,NA,NA
"H0AZ05102","SALVINO, CHRIS","C","REP",0,0,"AZ","05",NA,NA,NA,NA
"H2AZ06148","ADAMS, KIRK DAVID","O","REP",788770.77,597346.48,"AZ","05",NA,NA,NA,NA
"H4AZ01038","SALMON, MATT","O","REP",1283756.61,897898.84,"AZ","05",NA,"W",NA,"W"
"H4AZ01061","SMITH, SUSAN BITTER","C","REP",67,55,"AZ","05",NA,NA,NA,NA
"H2AZ05132","WILLIAMSON, W JOHN","C","DEM",6335,1155,"AZ","06",NA,NA,NA,NA
"H2AZ06171","JETTE, MATTHEW T","O","DEM",25850.51,5850.51,"AZ","06",NA,NA,NA,"L"
"H0AZ01184","FLAKE, JEFF MR.","I","REP",9026951,7119692,"AZ","06",NA,NA,NA,NA
"H0AZ03362","QUAYLE, BEN","I","REP",2179350.16,1722530.12,"AZ","06",NA,NA,NA,NA
"H2AZ06122","GRAY, CHUCK","O","REP",36256.4,36123.4,"AZ","06",NA,NA,NA,NA
"H4AZ06045","SCHWEIKERT, DAVID","I","REP",1982869.87,939081.81,"AZ","06",NA,NA,NA,"W"
"H2AZ02055","PASTOR, ED L","I","DEM",1025610.58,417694.63,"AZ","07",NA,"W",NA,"W"
"H0AZ07017","MCCLUNG, RUTH CRAWFORD","C","REP",490.07,0,"AZ","07",NA,NA,NA,NA
"H0AZ07025","MYERS, TERRY LON","C","REP",1625,0,"AZ","07",NA,NA,NA,NA
"H2AZ07153","SCILEPPI, CHRISTOPHER LEGRANDE","C","REP",0,0,"AZ","07",NA,NA,NA,NA
"H0AZ04501","PENALOSA, JOSE","C","IND",30191,173,"AZ","07",NA,NA,NA,NA
"H0AZ03248","SCHARER, GENE PAUL","C","DEM",8937,2187,"AZ","08",NA,"W",NA,"L"
"H6AZ08038","GIFFORDS, GABRIELLE","I","DEM",1025372,520976.64,"AZ","08",NA,NA,NA,NA
"H0AZ08031","MILLER, BRIAN ALLAN","C","REP",4200,4200,"AZ","08",NA,NA,NA,NA
"H2AZ02253","LERVOLD, JOHN DAVID","C","REP",10629,400,"AZ","08",NA,NA,NA,NA
"H2AZ08052","HANSEN, ADAM","C","REP",3666.81,65,"AZ","08",NA,NA,NA,NA
"H2AZ08060","SITTON, DAVE","O","REP",338027.62,334361.05,"AZ","08",NA,NA,NA,NA
"H2AZ08144","PASSALACQUA, TONY","O","REP",3590,1275,"AZ","08",NA,NA,NA,NA
"H4AZ04024","FRANKS, TRENT","I","REP",378998.03,176256.75,"AZ","08",NA,"W",NA,"W"
"H2AZ09019","SINEMA, KYRSTEN","C","DEM",2167384.11,1717911.27,"AZ","09",NA,"W",NA,"W"
"H2AZ09027","SCHAPIRA, DAVID","C","DEM",282797.48,253512.29,"AZ","09",NA,NA,NA,NA
"H2AZ09043","CHERNY, ANDREI","C","DEM",1137484.65,946903.15,"AZ","09",NA,NA,NA,NA
"H0AZ03321","PARKER, VERNON","C","REP",1196196.62,760515.59,"AZ","09",NA,"W",NA,"L"
"H2AZ06155","GRANTHAM, TRAVIS W.","O","REP",465171.5,157760,"AZ","09",NA,NA,NA,NA
"H2AZ09035","ROGERS, WENDY","C","REP",249543.44,229543.44,"AZ","09",NA,NA,NA,NA
"H2AZ09050","SEPULVEDA, MARTIN C","C","REP",278284.92,168280,"AZ","09",NA,NA,NA,NA
"H2AZ09084","SCHANDLBAUER, LEAH CAMPOS","C","REP",75749,63749,"AZ","09",NA,NA,NA,NA
"H2AZ09100","BOROWSKY, LISA","C","REP",89245.22,72034.68,"AZ","09",NA,NA,NA,NA
"H2AZ09118","THOMPSON, ROBERT JEFFREY","C","REP",12359,5250,"AZ","09",NA,NA,NA,NA
"H2AZ09092","STAPLEY, DON","C","UNK",0,0,"AZ",NA,NA,NA,NA,NA
"H2CA00112","MILLER, JEFFREY","C","REP",0,0,"CA","00",NA,NA,NA,NA
"H0CA02138","REED, JAMES E","C","DEM",192675.52,138139.18,"CA","01",NA,"W",NA,"L"
"H4CA01066","HALL, HEIDI","C","DEM",4751.43,4350,"CA","01",NA,NA,NA,NA
"H6CA01103","ALIOTO, MICHELA A","C","DEM",0,0,"CA","01",NA,NA,NA,NA
"H0CA01148","HANKS, LOREN L","C","REP",1107.03,0,"CA","01",NA,NA,NA,NA
"H0CA02120","STIGLICH, PETER VINCENT","C","REP",14078.21,6300.56,"CA","01",NA,NA,NA,NA
"H2CA01110","AANESTAD, SAMUEL","C","REP",269865.26,63747.26,"CA","01",NA,NA,NA,NA
"H2CA01128","DACQUISTO, MICHAEL","C","REP",42151,0,"CA","01",NA,NA,NA,NA
"H2CA02142","LAMALFA, DOUG","C","REP",872995.42,369683.14,"CA","01",NA,"W",NA,"W"
"H6CA01152","JOHN W, JONES","C","REP",0,0,"CA","01",NA,NA,NA,NA
"H8CA01158","PHARR, DOUGLAS ALAN","C","REP",0,0,"CA","01",NA,NA,NA,NA
"H2CA02100","LAWSON, STACEY","O","DEM",1140778.99,978601.88,"CA","02",NA,NA,NA,NA
"H2CA02118","CAFFREY, ANDREW AUGUSTINE IV","O","DEM",10451,5591,"CA","02",NA,NA,NA,NA
"H2CA02126","COURTNEY, WILLIAM L","O","DEM",62585.47,19902.47,"CA","02",NA,NA,NA,NA
"H2CA02134","AKHLAGHI, BANAFSHEH","O","DEM",18570,18570,"CA","02",NA,NA,NA,NA
"H2CA02159","FRITZLAN, LARRY","O","DEM",16008,4507,"CA","02",NA,NA,NA,NA
"H2CA06259","HUFFMAN, JARED","O","DEM",1449511.65,1003532.07,"CA","02",NA,"W",NA,"W"
"H2CA06267","SOLOMON, NORMAN","O","DEM",812156.33,748153.21,"CA","02",NA,NA,NA,NA
"H2CA06275","ADAMS, SUSAN L","O","DEM",202302.01,185393,"CA","02",NA,NA,NA,NA
"H2CA06283","RENEE, TIFFANY","O","DEM",17836,15317,"CA","02",NA,NA,NA,NA
"H0CA06121","ROBERTS, DANIEL ","O","REP",268634.36,46811,"CA","02",NA,"W",NA,"L"
"H6CA02010","HERGER, WALLY","I","REP",397779.8,62710.93,"CA","02",NA,NA,NA,NA
"H2CA02175","LEWALLEN, JOHN JULIUS","O","IND",6555,3255,"CA","02",NA,NA,NA,NA
"H2CA02167","CLARKE, BROOKE J","C",NA,7168,0,"CA","02",NA,NA,NA,NA
"H0CA10149","GARAMENDI, JOHN","I","DEM",2085819.12,1240583.05,"CA","03",NA,"W",NA,"W"
"H0CA07103","TUBBS, RICHARD STEPHEN II","C","REP",47472.86,33682.28,"CA","03",NA,NA,NA,NA
"H2CA03090","DOLBOW VANN, KIMBERLY","C","REP",1237746.49,878055.41,"CA","03",NA,"W",NA,"L"
"H2CA03108","CARLOS, JOSEPH ANTHONY","C","REP",7204.96,7064.5,"CA","03",NA,NA,NA,NA
"H6CA03067","SCHAUPP, CHARLES ","C","REP",96869.57,1199,"CA","03",NA,NA,NA,NA
"H2CA04106","MOORE, WILLIAM E","C","DEM",2075,2075,"CA","04",NA,NA,NA,NA
"H2CA04114","UPPAL, JACK","C","DEM",57406.58,39838.04,"CA","04",NA,"W",NA,"L"
"H0CA04142","BABICH, MICHAEL","C","REP",513.75,513.75,"CA","04",NA,NA,NA,NA
"H0CA14042","DOOLITTLE, JOHN","C","REP",0,0,"CA","04",NA,NA,NA,NA
"H4CA03070","OLLER, THOMAS (RICO)","O","REP",54.42,54.42,"CA","04",NA,NA,NA,NA
"H8CA03105","OSE, DOUG","O","REP",0,0,"CA","04",NA,NA,NA,NA
"H8CA04152","MCCLINTOCK, THOMAS","I","REP",1191742.7,1076801.65,"CA","04",NA,"W",NA,"W"
"H0CA04159","EMERY, BENJAMIN 'BEN'","C","GRE",0,0,"CA","04",NA,NA,NA,NA
"H8CA01109","THOMPSON, MIKE MR.","I","DEM",1811426.04,717324.63,"CA","05",NA,"W",NA,"W"
"H2CA05095","LOFTIN, JOSEPH R","C","REP",14777,9599,"CA","05",NA,"W",NA,"L"
"H2CA01045","WOOLSEY, LYNN C.","I","DEM",66274.9,21700.68,"CA","06",NA,NA,NA,NA
"H6CA05195","MATSUI, DORIS","I","DEM",908449.38,283969.17,"CA","06",NA,"W",NA,"W"
"H0CA05073","SMITT, ERIK","O","REP",3590.25,3270.25,"CA","06",NA,NA,NA,NA
"H2CA06291","MCCRAY, JOSEPH SR","O","REP",28906.67,345,"CA","06",NA,"W",NA,"L"
"H0CA03078","BERA, AMERISH","C","DEM",3664781.6,2719384.89,"CA","07",NA,"W",NA,"W"
"H6CA34112","LUNGREN, DANIEL E.","I","REP",2702536.36,1225275.3,"CA","07",NA,"W",NA,"L"
"H8CA05134","TUMA, DOUGLAS ARTHUR","C","LIB",200,0,"CA","07",NA,NA,NA,NA
"H2CA00138","PINKERTON, JOHN R","C","DEM",22492,1558,"CA","08",NA,NA,NA,NA
"H8CA25058","CONAWAY, JACQUESE L","C","DEM",13506,2556,"CA","08",NA,NA,NA,NA
"H0CA42175","LIBERATORE, PHILIP LAURENCE","C","REP",675508,47808,"CA","08",NA,NA,NA,NA
"H2CA08131","MCEACHRON, RYAN","C","REP",211584.86,80584.86,"CA","08",NA,NA,NA,NA
"H2CA08149","VALLES, ANGELA","C","REP",42405,4312,"CA","08",NA,NA,NA,NA
"H2CA08156","MITZELFELT, BRAD","C","REP",249333.83,189966.93,"CA","08",NA,NA,NA,NA
"H2CA08164","COOK, PAUL","C","REP",610014.28,335916.33,"CA","08",NA,"W",NA,"W"
"H2CA08172","JENSEN, WILLIAM O'NEIL JR","C","REP",23601,17220,"CA","08",NA,NA,NA,NA
"H2CA41116","IMUS, GREGG","O","REP",118844.1,96540.99,"CA","08",NA,"W",NA,"L"
"H6CA08132","CHAVEZ- O'CHOA, BRIAN","C","REP",0,0,"CA","08",NA,NA,NA,NA
"H8CA08062","WALSH, DANA","C","REP",0.09,0,"CA","08",NA,NA,NA,NA
"H2CA08180","ADAMS, ANTHONY T","C","NPA",37895,29245,"CA","08",NA,NA,NA,NA
"H4CA11081","MCNERNEY, JERRY","I","DEM",2532626.42,1616047.64,"CA","09",NA,"W",NA,"W"
"H2CA09105","MCDONALD, JOHN","C","REP",94584.86,27309,"CA","09",NA,NA,NA,NA
"H2CA11135","GILL, RICKY","C","REP",2977717.26,2250010.73,"CA","09",NA,"W",NA,"L"
"H0CA10073","DESAULNIER, MARK","C","DEM",430.28,300,"CA","10",NA,NA,NA,NA
"H2CA00096","BARKLEY, MICHAEL JAMES","C","DEM",10985.55,196.84,"CA","10",NA,NA,NA,NA
"H2CA10145","HERNANDEZ, JOSE M","C","DEM",1758386.78,1243919.69,"CA","10",NA,"W",NA,"L"
"H0CA19173","DENHAM, JEFF","I","REP",2756588.82,1284763.56,"CA","10",NA,"W",NA,"W"
"H2CA10152","CONDIT, CHAD MATTHEW","C","NNE",69563.25,59904.25,"CA","10",NA,NA,NA,NA
"H0CA07111","FITZGERALD, JOHN","C","DEM",13668,5335,"CA","11",NA,NA,NA,NA
"H6CA07043","MILLER, GEORGE","I","DEM",743547.15,231511.95,"CA","11",NA,"W",NA,"W"
"H0CA10123","HARMER, DAVID","C","REP",5000,4800,"CA","11",NA,NA,NA,NA
"H0CA11303","GOEHRING, BRAD","C","REP",140618.3,0,"CA","11",NA,NA,NA,NA
"H0CA08077","SHIELDS, SUMMER J","C","DEM",42447.31,35519,"CA","12",NA,NA,NA,NA
"H0CA11022","LANTOS, TOM","C","DEM",5981.25,0,"CA","12",NA,NA,NA,NA
"H4CA12055","KHANNA, ROHIT","C","DEM",1261352.27,1256162.14,"CA","12",NA,NA,NA,NA
"H8CA05035","PELOSI, NANCY","I","DEM",2305144.47,851144.35,"CA","12",NA,"W",NA,"W"
"H0CA08069","DENNIS, JOHN","C","REP",531463.04,531463.04,"CA","12",NA,"W",NA,"L"
"H4CA12089","HERMANSON, BARRY","C","GRE",13482,1982,"CA","12",NA,NA,NA,NA
"H0CA13093","JELINCIC, JUSTIN","C","DEM",2225,225,"CA","13",NA,NA,NA,NA
"H8CA09060","LEE, BARBARA","I","DEM",1167291.69,814593.62,"CA","13",NA,"W",NA,"W"
"H2CA13099","SINGLETON, MARILYN M","C","UNK",77045.65,42698.5,"CA","13",NA,"W",NA,"L"
"H8CA12171","SPEIER, JACKIE","I","DEM",969474.1,539596.03,"CA","14",NA,"W",NA,"W"
"H2CA14139","BACIGALUPI, DEBBIE","C","REP",32716.61,29661.61,"CA","14",NA,"W",NA,"L"
"H0CA15171","SIMITIAN, S JOSEPH","C","DEM",28170.12,21750,"CA","15",NA,NA,NA,NA
"H2CA15086","CORBETT, ELLEN","C","DEM",176014.74,159380.84,"CA","15",NA,NA,NA,NA
"H2CA15094","SWALWELL, ERIC MICHAEL","C","DEM",826186.24,700345.18,"CA","15",NA,"W",NA,"W"
"H2CA15102","HOSTERMAN, JENNIFER","C","DEM",1151.48,0,"CA","15",NA,NA,NA,NA
"H6CA09023","STARK, FORTNEY HILLMAN JR","I","DEM",939654.02,198772.42,"CA","15",NA,"W",NA,"L"
"H0CA15205","KIRKLAND, SCOTT SPENCER","C","REP",10780.28,0,"CA","15",NA,NA,NA,NA
"H0CA13119","PAREJA, CHRISTOPHER JAMES","C","UNK",22401,20511,"CA","15",NA,NA,NA,NA
"H0CA19132","GOODWIN, LORAINE","C","DEM",2139,0,"CA","16",NA,NA,NA,NA
"H4CA20082","COSTA, JIM","I","DEM",1483125.53,766838.45,"CA","16",NA,"W",NA,"W"
"H2CA16092","WHELAN, BRIAN","C","REP",706128.67,462643.67,"CA","16",NA,"W",NA,"L"
"H2CA16100","TACHERRA, JOHNNY","C","REP",52748.95,47085,"CA","16",NA,NA,NA,NA
"H2CA16118","GARCIA, MARK","C","REP",69532,56182,"CA","16",NA,NA,NA,NA
"H0CA15148","HONDA, MIKE","I","DEM",900844.16,552340.8,"CA","17",NA,"W",NA,"W"
"H0CA17110","ARNOLD, GARY RICHARD","C","REP",0,0,"CA","17",NA,NA,NA,NA
