,year,pollster_rating_id,lower_error_diff,mean_bias,count,valid
94,2002,333.0,-1.6373462284997702,-4.333333333333331,3,False
95,2002,341.0,-inf,-11.900000000000006,1,False
96,2002,346.0,-3.6553659210009473,-8.382,10,True
97,2002,352.0,-inf,-14.089999999999996,1,False
98,2002,354.0,-3.829433686008253,-6.1150000000000055,2,False
99,2002,357.0,-7.880861535838781,-1.8550000000000004,2,False
100,2002,358.0,-6.3055627546265525,-0.3450000000000024,2,False
101,2002,361.0,-1.0414886573375397,-2.8450000000000024,4,False
102,2002,365.0,-inf,18.489999999999995,1,False
103,2002,366.0,-2.684926738013277,-1.5749999999999993,2,False
104,2002,368.0,-8.983004340436437,7.394999999999995,2,False
105,2002,370.0,-6.309586064491405,-8.184999999999999,2,False
106,2002,371.0,-inf,-4.400000000000006,1,False
107,2002,373.0,-27.83134765175163,-18.259999999999998,2,False
108,2002,375.0,-4.7554630191736385,-6.276666666666666,3,False
109,2002,377.0,-inf,6.829999999999998,1,False
110,2002,378.0,-4.951997065915363,6.449999999999999,2,False
111,2002,383.0,-inf,-6.100000000000001,1,False
112,2002,387.0,-16.563816888890397,-4.080000000000002,2,False
113,2002,395.0,-0.5600143323597547,-2.8138181818181818,110,True
114,2002,674.0,-inf,-9.78,1,False
0,2004,2.0,-inf,-10.04,1,False
1,2004,3.0,2.390413899060405,2.0100000000000007,5,False
2,2004,9.0,0.1578669417976104,0.48821428571428627,28,True
3,2004,10.0,-1.0371734254437348,-6.680000000000002,3,False
4,2004,11.0,-inf,4.030000000000001,1,False
5,2004,15.0,-1.7766666723142825,1.6550000000000011,2,False
6,2004,16.0,-inf,-13.669999999999996,1,False
7,2004,19.0,-inf,-1.8900000000000008,1,False
8,2004,21.0,-inf,12.450000000000005,1,False
9,2004,23.0,-15.30425817463984,10.030000000000001,2,False
10,2004,24.0,-inf,-4.369999999999997,1,False
11,2004,26.0,-3.0870966334911416,5.242,5,False
12,2004,27.0,-4.0160770298335855,5.820000000000001,5,False
13,2004,32.0,-0.7673939513438239,-3.6800000000000015,16,True
14,2004,35.0,-4.515012643742601,-2.796666666666667,6,False
15,2004,36.0,-1.8326016095727171,-3.080000000000001,8,False
16,2004,41.0,-inf,-9.86,1,False
17,2004,44.0,-1.1499161990938251,-0.4200000000000017,2,False
18,2004,51.0,1.0509969293732422,-2.1835714285714296,14,True
19,2004,56.0,-inf,0.6599999999999966,1,False
20,2004,57.0,-4.3627543575415135,1.4700000000000002,5,False
21,2004,59.0,-inf,1.8900000000000008,1,False
22,2004,60.0,-inf,-2.6399999999999935,1,False
23,2004,70.0,-inf,5.259999999999998,1,False
24,2004,74.0,-16.268180579521673,13.095000000000002,2,False
25,2004,76.0,-0.007670567280587459,0.4333333333333324,3,False
26,2004,77.0,-11.423622186205414,-1.413333333333334,3,False
27,2004,80.0,-inf,-4.990000000000002,1,False
28,2004,83.0,-inf,3.019999999999996,1,False
29,2004,84.0,-2.127541906741707,0.5275000000000003,12,True
30,2004,85.0,-12.429927883256056,8.174999999999997,4,False
31,2004,87.0,-1.7821130741830378,3.9350000000000005,4,False
32,2004,89.0,0.24038440844764764,-0.7133333333333335,6,False
33,2004,91.0,-5.601561701997147,8.281666666666666,6,False
34,2004,92.0,1.4228858779159892,0.7966666666666669,3,False
35,2004,94.0,-1.3484852524050157,-2.6037500000000007,8,False
36,2004,96.0,0.0636149535129813,2.1199999999999997,7,False
37,2004,99.0,-3.9033779792920553,4.5,2,False
38,2004,100.0,-41.06079730825601,11.005000000000003,2,False
39,2004,104.0,-11.173691133018387,-6.103333333333332,3,False
40,2004,105.0,-3.3244147680752674,6.322,5,False
41,2004,107.0,-6.432725316871364,8.628333333333336,6,False
42,2004,112.0,0.8982104500142221,-1.2375000000000007,8,False
43,2004,113.0,-4.4407027649091155,6.964285714285716,7,False
44,2004,114.0,-0.7170180612033301,-0.8399999999999986,3,False
45,2004,121.0,-0.3743341263068207,-0.7519999999999996,5,False
46,2004,123.0,-18.848986940775088,-6.359999999999999,2,False
47,2004,126.0,-6.669753097170382,4.135000000000002,2,False
48,2004,128.0,-10.262559545263905,4.080000000000002,2,False
49,2004,130.0,1.529179141988699,2.0725,4,False
50,2004,133.0,-1.1858436112657817,-2.2828099173553715,121,True
51,2004,134.0,-inf,1.0700000000000005,1,False
52,2004,135.0,-inf,6.839999999999996,1,False
53,2004,140.0,-7.324758602618115,-5.713333333333334,3,False
54,2004,147.0,-12.765892920812865,-8.17333333333333,3,False
55,2004,148.0,-22.206580596837316,5.305000000000003,2,False
56,2004,149.0,-inf,0.009999999999998,1,False
57,2004,154.0,-2.8373689330695244,1.4299999999999997,2,False
58,2004,159.0,-1.3471369404508313,4.574999999999999,4,False
59,2004,160.0,-1.329279283122697,0.7190909090909074,11,True
60,2004,164.0,-7.576875404899357,6.109999999999999,2,False
61,2004,168.0,-inf,-1.6500000000000057,1,False
62,2004,170.0,0.008953010528939931,-4.129999999999999,2,False
63,2004,172.0,-0.6502995990175648,-1.3880000000000003,10,True
64,2004,173.0,2.6075833182051027,0.8599999999999994,2,False
65,2004,174.0,-0.7825499512020304,-1.6174999999999997,4,False
66,2004,178.0,-5.1295342424925785,-1.1266666666666605,3,False
67,2004,179.0,-inf,0.1299999999999954,1,False
68,2004,181.0,-27.227019470979172,-8.189999999999998,2,False
69,2004,183.0,-3.023146222792203,-7.507500000000002,8,False
70,2004,184.0,-5.80442700275015,-5.6200000000000045,2,False
71,2004,185.0,-5.502906255557209,-2.507500000000004,8,False
72,2004,186.0,-2.2926654216762845,2.030000000000001,4,False
73,2004,187.0,-4.394747619898322,-5.9526666666666666,15,True
74,2004,188.0,-inf,-3.719999999999999,1,False
75,2004,189.0,-inf,-1.1199999999999974,1,False
76,2004,190.0,-inf,4.550000000000004,1,False
77,2004,191.0,-inf,11.220000000000006,1,False
78,2004,192.0,-inf,-7.400000000000006,1,False
79,2004,193.0,-9.789117200197818,-10.369999999999997,2,False
80,2004,194.0,-6.70288862456742,3.4725,8,False
81,2004,197.0,-0.10813904224408438,-0.8734931506849313,146,True
82,2004,199.0,-35.037609004365976,-23.97000000000001,2,False
83,2004,203.0,1.501728288443118,-0.3300000000000007,3,False
84,2004,205.0,0.3801466455770388,3.4400000000000013,2,False
85,2004,210.0,-12.493355937312808,-10.371999999999998,5,False
86,2004,213.0,-1.5465314178082454,1.425833333333334,12,True
87,2004,215.0,-2.2968198116349594,-1.3966666666666672,6,False
88,2004,216.0,0.8961096606144228,4.874999999999998,4,False
89,2004,217.0,-2.5805947602669947,-1.0900000000000016,4,False
90,2004,220.0,-inf,5.869999999999997,1,False
91,2004,223.0,-inf,6.269999999999996,1,False
92,2004,226.0,-inf,-17.090000000000003,1,False
93,2004,232.0,-inf,9.97,1,False
94,2004,233.0,-4.8920189205431726,-4.620000000000002,3,False
95,2004,234.0,-inf,-8.43,1,False
96,2004,236.0,-inf,-3.6700000000000017,1,False
97,2004,239.0,-inf,-10.900000000000006,1,False
98,2004,242.0,2.282416496344772,-0.1557142857142862,7,False
99,2004,248.0,-inf,-3.3200000000000003,1,False
100,2004,249.0,-7.962125665114588,1.787999999999998,5,False
101,2004,256.0,0.8462906107563297,-2.3200000000000003,4,False
102,2004,258.0,-10.111965873037716,-11.620000000000005,2,False
103,2004,260.0,-1.4148216241155105,-2.2338461538461534,13,True
104,2004,267.0,-1.3213759657415902,-3.788400000000001,25,True
105,2004,272.0,-1.2296642227919738,-1.080666666666669,15,True
106,2004,273.0,-24.763244938519854,8.063333333333333,3,False
107,2004,277.0,-1.0591428930524949,-3.6243956043956045,91,True
108,2004,280.0,-0.6523185505174907,0.3050000000000021,6,False
109,2004,281.0,0.029013477651286257,2.1080000000000005,50,True
110,2004,286.0,-0.5289604179512629,5.91,2,False
111,2004,287.0,-4.60866309599259,-6.429999999999999,6,False
112,2004,288.0,-1.289335795326001,4.163333333333334,3,False
113,2004,290.0,0.03551621195687238,-0.629999999999999,4,False
114,2004,292.0,-inf,3.859999999999999,1,False
115,2004,295.0,1.094720080553905,0.5079999999999998,5,False
116,2004,302.0,-inf,4.850000000000001,1,False
117,2004,303.0,-2.9393560478546936,-2.154000000000001,5,False
118,2004,304.0,-2.488840471377923,-1.425000000000001,4,False
119,2004,305.0,-inf,-3.1000000000000014,1,False
120,2004,309.0,-5.92755238403787,1.3366666666666625,3,False
121,2004,310.0,-8.194572923416159,-1.3800000000000026,2,False
122,2004,311.0,-4.482689462742645,0.8799999999999955,2,False
123,2004,312.0,-6.920455106735673,2.025000000000002,2,False
124,2004,313.0,-3.298143922203719,0.4800000000000004,4,False
125,2004,315.0,-2.3836907193103154,6.2150000000000025,6,False
126,2004,319.0,-inf,2.8799999999999955,1,False
127,2004,323.0,0.8247171831052538,3.0899999999999963,2,False
128,2004,325.0,-0.5373517168776601,0.5635119047619044,168,True
129,2004,328.0,-6.404172226135024,7.875,2,False
130,2004,329.0,-1.9537533896402441,-0.08375000000000199,8,False
131,2004,333.0,1.1796520047143773,-2.362222222222222,9,False
132,2004,341.0,-inf,-11.900000000000006,1,False
133,2004,344.0,-25.81974748375776,-12.0,2,False
134,2004,346.0,-2.5595659078569466,-6.635000000000001,12,True
135,2004,347.0,-1.4787719000398218,-2.3574999999999964,4,False
136,2004,352.0,-inf,-14.089999999999996,1,False
137,2004,354.0,-6.1243991499026995,-6.1150000000000055,2,False
138,2004,357.0,-2.730768140329332,3.4250000000000007,10,True
139,2004,358.0,0.4768835921462262,-2.247500000000004,4,False
140,2004,361.0,-1.3893744257212755,-4.396666666666668,6,False
141,2004,365.0,-33.933290865250704,10.889999999999997,2,False
142,2004,366.0,-0.6928430827604464,-1.5749999999999993,2,False
143,2004,368.0,-12.947085873958834,7.394999999999995,2,False
144,2004,370.0,-8.791150619129805,-8.184999999999999,2,False
145,2004,371.0,-3.0828787572352154,0.15999999999999778,3,False
146,2004,373.0,-25.571130243360017,-18.259999999999998,2,False
147,2004,375.0,-0.7837660877703563,-2.945999999999998,5,False
148,2004,377.0,-4.499247340707612,4.953333333333333,3,False
149,2004,378.0,-8.029542248405477,6.449999999999999,2,False
150,2004,383.0,-inf,-6.100000000000001,1,False
151,2004,387.0,-16.440225240339714,-4.080000000000002,2,False
152,2004,395.0,-0.4860405403314839,-1.3461428571428569,140,True
153,2004,640.0,-18.681196050148973,8.060000000000002,2,False
154,2004,649.0,-inf,7.780000000000001,1,False
155,2004,663.0,-inf,8.979999999999997,1,False
156,2004,674.0,-inf,-9.78,1,False
157,2004,749.0,-inf,-1.7100000000000009,1,False
0,2006,2.0,-inf,-10.04,1,False
1,2006,3.0,1.0298175961299068,1.8912500000000012,8,False
2,2006,9.0,0.19128000847803972,0.35651162790697705,43,True
3,2006,10.0,-0.868737599977988,-6.680000000000002,3,False
4,2006,11.0,-inf,4.030000000000001,1,False
5,2006,14.0,-inf,11.450000000000005,1,False
6,2006,15.0,-0.647582729847818,2.926666666666667,3,False
7,2006,16.0,-inf,-13.669999999999996,1,False
8,2006,19.0,-inf,-1.8900000000000008,1,False
9,2006,21.0,-14.639159576141704,10.395000000000003,2,False
10,2006,23.0,-21.482956112380776,10.030000000000001,2,False
11,2006,24.0,-inf,-4.369999999999997,1,False
12,2006,26.0,-4.339288870175165,5.242,5,False
13,2006,27.0,-4.862628404165417,5.820000000000001,5,False
14,2006,28.0,-2.3728551829702718,1.1000000000000014,3,False
15,2006,32.0,-1.1354722487989362,-3.6800000000000015,16,True
16,2006,35.0,-5.946930672116277,-2.796666666666667,6,False
17,2006,36.0,-2.495401377249515,-3.080000000000001,8,False
18,2006,41.0,-inf,-9.86,1,False
19,2006,44.0,1.518460967767034,0.26333333333333303,3,False
20,2006,46.0,-inf,1.6699999999999946,1,False
21,2006,51.0,0.8254174685220561,-2.582352941176471,17,True
22,2006,56.0,-3.6486138303515374,3.4433333333333302,3,False
23,2006,57.0,-3.0609268808587338,1.8800000000000006,7,False
24,2006,59.0,-40.488298972281946,10.21,2,False
25,2006,60.0,-inf,-2.6399999999999935,1,False
26,2006,70.0,2.259531159883068,-0.19714285714285548,7,False
27,2006,74.0,-18.725758628825755,13.095000000000002,2,False
28,2006,76.0,1.4569235647483292,0.7799999999999994,4,False
29,2006,77.0,-11.000220429067653,-1.413333333333334,3,False
30,2006,80.0,-inf,-4.990000000000002,1,False
31,2006,83.0,-inf,3.019999999999996,1,False
32,2006,84.0,-1.721989058886927,0.685384615384616,13,True
33,2006,85.0,-7.345037858218863,5.981666666666666,6,False
34,2006,87.0,-0.4374347708180273,3.760000000000001,7,False
35,2006,89.0,0.4154009738426736,-0.7133333333333335,6,False
36,2006,91.0,-4.783274401046001,7.511111111111112,9,False
37,2006,92.0,1.1622981031296493,-1.6649999999999983,8,False
38,2006,93.0,-inf,10.799999999999995,1,False
39,2006,94.0,-1.0968548509002711,-2.468000000000001,10,True
40,2006,96.0,-0.2944602224346746,2.1199999999999997,7,False
41,2006,99.0,-2.270808349294542,4.805,4,False
42,2006,100.0,-41.79558715658364,11.005000000000003,2,False
43,2006,104.0,-1.3477977148959084,-1.285384615384616,13,True
44,2006,105.0,-4.1413115130797955,6.322,5,False
45,2006,106.0,-4.384685427309571,-1.4433333333333351,3,False
46,2006,107.0,-3.985326459879679,4.4775,12,True
47,2006,112.0,0.1703154176609487,-0.24440000000000117,25,True
48,2006,113.0,-3.074132083167022,5.2,10,True
49,2006,114.0,-0.05299156240877467,-0.8399999999999986,3,False
50,2006,118.0,-3.8031267494392305,6.69,7,False
51,2006,121.0,-0.06170481453194343,-0.7519999999999996,5,False
52,2006,123.0,-17.097491425723902,-6.359999999999999,2,False
53,2006,126.0,-0.2582314554986378,1.5074999999999985,4,False
54,2006,128.0,-9.845670124609542,4.080000000000002,2,False
55,2006,130.0,0.01392377784866361,3.1014285714285705,7,False
56,2006,133.0,-1.5502778893942901,-2.109677419354839,124,True
57,2006,134.0,5.340103148902222,1.1500000000000021,2,False
58,2006,135.0,-inf,6.839999999999996,1,False
59,2006,140.0,-6.627701312918347,-5.713333333333334,3,False
60,2006,143.0,-8.31831286936815,-3.9300000000000033,2,False
61,2006,147.0,-14.39723631771116,-8.17333333333333,3,False
62,2006,148.0,-22.64220937179478,5.305000000000003,2,False
63,2006,149.0,2.2199348056248582,0.8649999999999984,2,False
64,2006,154.0,-3.469854615301447,4.1975,4,False
65,2006,155.0,-inf,4.630000000000003,1,False
66,2006,159.0,-1.3097373275333015,4.574999999999999,4,False
67,2006,160.0,-1.886751241897113,0.7190909090909074,11,True
68,2006,164.0,-7.976903735268167,6.109999999999999,2,False
69,2006,168.0,-inf,-1.6500000000000057,1,False
70,2006,170.0,-2.9397138174371085,-4.129999999999999,2,False
71,2006,172.0,-0.9888944349827734,-0.10733333333333377,15,True
72,2006,173.0,4.350129301833096,0.8599999999999994,2,False
73,2006,174.0,2.166918276053474,-1.535000000000001,8,False
74,2006,178.0,-2.0495251744874885,1.1766666666666705,6,False
75,2006,179.0,-inf,0.1299999999999954,1,False
76,2006,181.0,-27.548379838415084,-8.189999999999998,2,False
77,2006,183.0,-2.539507544383203,-4.74,13,True
78,2006,184.0,-4.17449851104514,-5.6200000000000045,2,False
79,2006,185.0,-5.631637421825177,-4.421111111111113,18,True
80,2006,186.0,-0.10887419197304804,0.6463636363636369,11,True
81,2006,187.0,-3.9934889576213983,-5.151764705882353,17,True
82,2006,188.0,-1.5145058288921485,-0.125,2,False
83,2006,189.0,-inf,-1.1199999999999974,1,False
84,2006,190.0,-inf,4.550000000000004,1,False
85,2006,191.0,-inf,11.220000000000006,1,False
86,2006,192.0,-inf,-7.400000000000006,1,False
87,2006,193.0,-12.598441434788178,-10.369999999999997,2,False
88,2006,194.0,-7.73772606896118,3.4725,8,False
89,2006,197.0,-0.23077037241435416,-0.6206666666666664,210,True
90,2006,199.0,-35.85965803583569,-23.97000000000001,2,False
91,2006,203.0,2.1823641044549325,-0.6800000000000007,7,False
92,2006,205.0,0.6693650372728186,3.4400000000000013,2,False
93,2006,210.0,-14.07313498546037,-10.371999999999998,5,False
94,2006,211.0,-8.500398101991564,7.134999999999998,4,False
95,2006,213.0,-1.4058555508535477,0.3900000000000015,15,True
96,2006,215.0,-2.004832537601773,-1.4042857142857141,7,False
97,2006,216.0,-0.22517109597864637,4.874999999999998,4,False
98,2006,217.0,-1.9288200525927963,-1.3080000000000012,5,False
99,2006,219.0,-20.56254259875103,-5.935000000000002,2,False
100,2006,220.0,-inf,5.869999999999997,1,False
101,2006,223.0,-inf,6.269999999999996,1,False
102,2006,226.0,-inf,-17.090000000000003,1,False
103,2006,232.0,-11.518365039222385,8.094999999999999,2,False
104,2006,233.0,-4.162372783927545,-4.620000000000002,3,False
105,2006,234.0,-17.03862378984508,-4.555,2,False
106,2006,236.0,-inf,-3.6700000000000017,1,False
107,2006,237.0,-inf,6.109999999999999,1,False
108,2006,239.0,-inf,-10.900000000000006,1,False
109,2006,242.0,-4.108830135277234,3.648888888888889,9,False
110,2006,243.0,-1.918217799711659,4.338571428571427,7,False
111,2006,248.0,-inf,-3.3200000000000003,1,False
112,2006,249.0,-8.028762257208948,1.787999999999998,5,False
113,2006,256.0,0.460608684071822,-2.3200000000000003,4,False
114,2006,258.0,-11.163004722558405,-11.620000000000005,2,False
115,2006,260.0,-1.1447212523989219,-2.8844444444444437,18,True
116,2006,262.0,-1.223476599573793,0.07499999999999929,2,False
117,2006,267.0,-0.741002599174978,-3.3547619047619057,42,True
118,2006,272.0,-1.0213586882258263,-0.5731578947368441,19,True
119,2006,273.0,-25.89519389530459,8.063333333333333,3,False
120,2006,277.0,-0.6359279630096388,-2.5861111111111112,126,True
121,2006,280.0,-0.2869867320007542,0.9877777777777802,9,False
122,2006,281.0,0.11989274416327089,1.5746590909090907,88,True
123,2006,286.0,-0.5099778114330197,5.91,2,False
124,2006,287.0,-4.1244318183495015,-3.9837499999999997,8,False
125,2006,288.0,-1.004566654771017,2.9224999999999994,4,False
126,2006,290.0,0.4838614354969484,-0.629999999999999,4,False
127,2006,292.0,-0.190730127793711,3.0650000000000013,2,False
128,2006,295.0,0.00334279763540013,0.2162500000000005,8,False
129,2006,296.0,-inf,-9.75,1,False
130,2006,302.0,-3.0130266963849026,3.6566666666666663,3,False
131,2006,303.0,-4.042909680001089,-2.154000000000001,5,False
132,2006,304.0,-1.065172028275578,0.05285714285714135,7,False
133,2006,305.0,-2.9900784668171188,-3.1950000000000003,2,False
134,2006,308.0,-15.003456318705704,12.279999999999998,2,False
135,2006,309.0,-4.559623854323031,-2.120000000000002,5,False
136,2006,310.0,-8.22658374162624,-2.4925000000000015,4,False
137,2006,311.0,-2.9936707265549964,0.8799999999999955,2,False
138,2006,312.0,-3.009189780333126,2.5233333333333334,3,False
139,2006,313.0,-5.514101078564537,0.4800000000000004,4,False
140,2006,315.0,-1.6851536292616371,5.291250000000001,8,False
141,2006,319.0,-inf,2.8799999999999955,1,False
142,2006,320.0,0.11427290922291394,-1.3065517241379316,58,True
143,2006,323.0,0.7126905891765376,2.531999999999998,5,False
144,2006,325.0,-0.30108297130521094,0.30713815789473664,304,True
145,2006,328.0,-7.645305685798247,7.875,2,False
146,2006,329.0,-2.5350742440342073,-0.08375000000000199,8,False
147,2006,333.0,1.2780183685605124,-2.751,10,True
148,2006,334.0,-0.7033004319438358,3.4266666666666694,3,False
149,2006,336.0,-19.731424188643878,-6.435000000000002,2,False
150,2006,341.0,-inf,-11.900000000000006,1,False
151,2006,344.0,-25.70324637306623,-12.0,2,False
152,2006,345.0,-inf,2.760000000000005,1,False
153,2006,346.0,-2.3182331363258313,-4.75,16,True
154,2006,347.0,1.0027640057028824,-0.9812500000000002,8,False
155,2006,352.0,-inf,-14.089999999999996,1,False
156,2006,354.0,-2.1677679137507786,-6.1150000000000055,2,False
157,2006,357.0,-1.5652222519427026,0.7014999999999998,20,True
158,2006,358.0,-1.2307958277455031,-0.4980000000000032,5,False
159,2006,359.0,-inf,12.099999999999994,1,False
160,2006,360.0,-8.649078445827488,5.059999999999999,2,False
161,2006,361.0,-1.9129515880833923,-4.396666666666668,6,False
162,2006,362.0,1.4272394371032675,-2.730000000000004,2,False
163,2006,365.0,-8.323561364588965,5.537499999999998,4,False
164,2006,366.0,-0.852960346249013,-1.5749999999999993,2,False
165,2006,368.0,-1.025705371152928,3.5687500000000005,8,False
166,2006,369.0,-inf,8.060000000000002,1,False
167,2006,370.0,-7.859160525064817,-8.184999999999999,2,False
168,2006,371.0,-2.623787341681727,0.15999999999999778,3,False
169,2006,373.0,-30.03528279808342,-18.259999999999998,2,False
170,2006,375.0,-2.8957626216132186,-3.9133333333333318,6,False
171,2006,377.0,-2.8573236990088153,1.797999999999999,5,False
172,2006,378.0,-5.373177650691425,6.449999999999999,2,False
173,2006,383.0,-1.3731297685994555,2.0479999999999974,5,False
174,2006,387.0,-16.122983662653287,-4.080000000000002,2,False
175,2006,395.0,-0.7280392640386975,-0.0041592920353981455,226,True
176,2006,437.0,-7.625981088512041,-2.8966666666666705,3,False
177,2006,640.0,-18.295597427765156,8.060000000000002,2,False
178,2006,649.0,-inf,7.780000000000001,1,False
179,2006,663.0,-inf,8.979999999999997,1,False
180,2006,674.0,-inf,-9.78,1,False
181,2006,749.0,-inf,-1.7100000000000009,1,False
0,2008,2.0,-inf,-10.04,1,False
1,2008,3.0,0.7350433560387346,1.9580000000000013,10,True
2,2008,5.0,-inf,5.539999999999999,1,False
3,2008,6.0,-inf,-4.439999999999998,1,False
4,2008,9.0,-0.07327861948041259,0.11863636363636393,44,True
5,2008,10.0,-1.104919841637611,-6.680000000000002,3,False
6,2008,11.0,-inf,4.030000000000001,1,False
7,2008,14.0,-21.16830333711532,6.850000000000002,2,False
8,2008,15.0,-6.031396838881468,5.696000000000001,5,False
9,2008,16.0,-inf,-13.669999999999996,1,False
10,2008,17.0,-6.672888548238283,-0.08999999999999393,3,False
11,2008,19.0,-inf,-1.8900000000000008,1,False
12,2008,21.0,-14.85273961813008,10.395000000000003,2,False
13,2008,23.0,-20.44133805419567,10.030000000000001,2,False
14,2008,24.0,-20.71520817565448,-8.709999999999997,2,False
15,2008,26.0,-4.8719058722769955,5.242,5,False
16,2008,27.0,-5.185029974027728,5.820000000000001,5,False
