state,district,office_type,Electoral Dynamics,Voter ID Laws,Voter Registration Laws,Mail-in Voting,Misceallaneous Voting Laws,Polls from this race,Demographics,Campaign Finance,Consumer Confidence Index,Gas Prices,Unemployment,Polls from other races,Expert Rating,Composition of Congress/Presidency,Type of election,Other
AZ,3,House,36.78186597369843,0.005086145724736316,0.003223053931648248,-0.01185751361110832,0.2673302482937437,0.5582031280275328,4.425723193681513,10.808068162856262,0.11334097042858521,0.4782514807656212,0.04622213842191525,-0.06398785844248277,-0.08962360780285267,-0.14858142508162145,7.3314430961505135,0.4813852352932765
AZ,4,House,5.937763116048304,-0.07147984216145084,0.05600740423584609,-0.016167737249158758,-0.04263515724588905,-0.09972211816165345,3.299040101320724,2.504942722109111,-0.10646762932068768,0.07941971164352579,0.29301920314516794,-0.05250882852091466,0.12318101732841978,-0.24004572322488033,5.291959243502152,1.4383603271647571
AZ,5,House,-23.584176965924335,-0.05996548312349373,-0.03773020970815459,-0.020342086290354274,-0.14381881984718692,-1.013429960203347,2.0557676614202087,-7.197077437905456,0.2822692757218458,0.21790458528642523,0.41270204963899426,-0.03422325099121297,-1.4735494487754308,-0.33176092204456453,-3.667708416979595,0.1168464804450724
AZ,6,House,-12.264503574233187,-0.11898433933329013,-0.07294416994856612,-0.07296574225249727,0.08790433993624808,-1.376965900079271,0.9235454571402358,-0.057232635469840365,0.4261557502316641,-0.03265967262060521,0.29553498809790446,-0.12456919739876166,-0.8393749483239662,-0.25188563436025635,-1.613880116922188,0.06526493635999868
AZ,7,House,23.219813580008033,-0.391263415721857,0.01781483230965988,-0.04759388506234383,0.02780745798040677,1.510647350677227,-1.8548109527388537,1.2322641997425967,0.020776699918501375,0.5188227700226741,0.41202106626076584,-0.052774571934083636,0.13915574921878932,-0.21552876138371407,5.055940750006338,1.1701995988114284
AZ,8,House,-20.96974186072716,0.1984811768343696,-0.04571085109440574,-0.06948383223939933,-0.06377630711669761,-1.0768333335656257,1.5038076911777345,-7.209338473456162,0.17560208862034188,0.35904945072693556,0.47135590527947624,-0.09048727614420463,-1.3216874005376775,-0.2484242753019959,-2.356120380311546,0.18292162869463122
AZ,9,House,-28.44334914235518,0.0020182202049991403,-0.060332504992432624,-0.0689964572124348,-0.049620557421448844,-0.8999104849570849,0.22909700090439938,-3.1696956637971567,0.06834645270185667,0.5814390479141194,0.215071635226418,-0.09595629833057588,-1.5563568416849878,-0.21010416983894914,-3.3486907292826174,0.20158785441295363
AR,1,House,-37.68026939053606,-0.016017378903082153,0.17923338715211642,-0.08847163480555868,-0.4744801733536116,-1.3436728508808116,-1.9302167076137322,-9.25296587206364,0.03555780674690108,0.3169095960945263,0.1439169056830077,-0.013892048944738285,-2.108790600385387,-0.15752404599263367,-5.872250804985929,0.48661652970708635
AR,2,House,-24.752587085053072,0.08183313896507988,0.32577898442598496,-0.14410457990474865,-0.20618442567119757,-0.9994958143815422,0.4468249323906532,-7.898759944615626,-0.03029030910973738,0.33602788179472876,0.32920436457855246,-0.04397049816717018,-1.3539905032169648,-0.4052438766952118,-3.3409773302583106,0.27519512765726983
AR,3,House,-24.979394376152655,0.026265574770229866,0.22834013722914207,-0.12259549079011017,-0.2558406551510447,-1.0385592729587223,2.740084167569049,-8.006059771504981,-0.07545856352013763,0.2553895403293072,0.24440962288276763,-0.07035369991333694,-1.6026164773605545,-0.437776820673052,-3.422940695994588,0.12809815695393487
AR,4,House,-38.559015115973324,0.19481633135554424,0.31353196968625374,-0.2275527528576487,-0.21918289224005705,-1.6999212061827043,-4.004907730781889,-7.866094079689328,-0.05952314844769971,0.3198962175696648,0.34501222510820995,-0.040900669870199094,-2.203632352404296,-0.16244587765770552,-5.527222283584856,0.3412608110394951
CA,1,House,-24.641649680732314,0.03345417529752381,-0.11420694171889988,-0.032421543378070496,-0.698309102630257,-1.0669426180770456,1.5600611895690863,-7.633696544440637,0.05167042247191147,0.3616309764905522,0.3530354731891221,-0.07178143734891106,-1.5233805474570592,-0.24874752525950605,-3.7979599617425235,0.37584255577610837
CA,2,House,33.24741796340824,0.02236343801311105,-0.015340812701170492,-0.025270592348557455,-0.6089134136382675,0.9523304061304142,-0.5041264520385029,5.349383138994848,0.28094897116480144,0.3684940973778031,0.44595951924468547,-0.02060080976123614,0.13169451828637999,-0.09478077671034416,7.830408957462595,-0.1877394311745963
CA,3,House,-15.359712643398362,0.030344465143391734,-0.08692884919627955,-0.0820561675046063,-0.8710508238579577,-1.3490095291737756,1.193565176390257,-5.153940406145366,0.4504242340568931,-0.0363712328289304,0.43402338328509543,-0.032071949205863176,-0.9805075059293014,-0.23903851750994187,-2.0936474633168847,0.17178487827650205
CA,4,House,19.527030012064888,-0.003598741396936855,0.04895149961860278,-0.0014441081884875098,-0.8605386938928435,1.5433697101719042,0.35929892034348954,8.804378316599756,0.013282441331935457,0.13128817916583121,0.5342074557509963,0.023537121861807307,0.5407309377922608,-0.2116059136068349,5.593941982924588,0.050453127700506736
CA,5,House,-22.387687118118404,0.02153899326617706,-0.1176375978975924,-0.0876611507330924,-0.763106444547494,-0.9521192191550172,2.224070086231056,-8.125405675335049,0.16967990020743687,0.38161254326444943,0.3411111372045845,-0.0778562636259705,-1.341654031396104,-0.2978827612225016,-3.6691548981573625,0.3406713790373931
CA,6,House,0.886524093172474,0.05039277699382286,-0.40672273996698494,0.01467103480518286,-0.887550299764968,0.4749978084851055,1.984876007456081,9.543011421537733,-0.11937270786908816,-0.4886466538626417,0.44092247317407574,0.0365437030888933,0.44528945103455275,-0.2057390576186381,3.122838511046303,1.3108334731223432
CA,7,House,20.356172347848073,0.015202713289016484,-0.05119601738452331,-0.006141353430537937,-0.7547121288780516,1.6329046525982718,1.3472416638004518,10.110798640656721,0.011732935262357497,0.13373596568122087,0.6356915385461925,0.20013888543963726,0.5674015664406115,-0.10582109426045831,5.588413827277415,0.07876364506085982
CA,8,House,37.9511641644547,-0.12870915188862966,0.0022829070561227807,-0.012393688702713842,-0.8720606179688549,0.9639312268816964,-0.23405116160554307,6.791210283484247,0.15517086923582335,0.29926805546065083,0.5064017325251144,0.1976071579744338,-0.0458336044661881,-0.22559809161675962,8.305741731479833,-0.0361162128821286
CA,9,House,-3.4853202781605157,0.03320002716690337,-0.42007406566112515,-0.0266301221618551,-0.7939746243612374,0.662961952447359,0.3145669841074292,13.192945148018085,0.35393521774604636,0.05779859445351401,0.40349957586233265,-0.08317201456844335,-0.37043424138738495,-0.2310848672176375,3.863260390301692,1.0885834994729444
CA,10,House,25.662772740614994,0.01870923893904091,0.13555890838175133,-0.026527077739867296,-0.8337627677464685,1.4825767464367363,0.9608966182799541,5.422576586517778,0.38732112965223,0.1076568333494973,0.6101723716458236,0.16442966270998283,0.4524684341262469,-0.1919485889706386,6.870330786411724,0.0669801707587564
CA,11,House,47.161390357155746,-0.011095853342299409,-0.07508851267642579,-0.022765944758877367,-1.186387002747304,0.23742556339608734,3.5953783334308604,8.551660020218753,-0.3158851989936963,0.2917312792983736,0.49429417364237765,0.272881579814289,-0.053837588354915124,-0.14780084801929141,8.013530652928445,0.3871328640957978
CA,12,House,58.66530507317479,0.016595554775517093,-0.02470204870495421,-0.014235487292461718,-0.8578206043347696,0.20416910744790723,2.047812037559561,9.009474951133681,0.14962761962645021,0.2731152909092949,0.4418656124838734,0.06795499882929634,-0.1028653409280725,-0.14179132059658797,9.248794788553322,0.28427470561661444
CA,13,House,-13.109842918465226,-0.004200800711179199,-0.12007180094515531,0.023093780134375276,-0.8982681224191517,-1.4045461108637547,0.3799969357292574,-5.151431686208423,0.4386533494397301,-0.017116680599031403,0.35339044078419446,0.03296357915703317,-0.8570409075321284,-0.109537725619762,-1.45834085216833,-0.06422888319313846
CA,14,House,23.673883806316343,-0.12761355851580655,-0.22910275062202548,-0.05853443677330061,-1.1752357795799009,1.1966557693023594,2.0667442315859557,5.0580049803269835,0.1223942812288579,0.2798801169777425,0.4482406999549162,0.08228513653557662,0.5446314327552755,-0.20138046146379002,5.366442073345193,0.10326716550244064
CA,15,House,42.65708853454568,-0.060956458352511365,-0.06000113763289668,-0.016675282432725858,-0.8300009329359311,0.10503174545484172,2.8859223476464573,2.8867166100246937,-0.06983649234857073,0.6848567915912631,-0.034473299967480234,0.18820153442737086,-0.2075700874310163,-0.1759984232806215,9.753809548742515,0.2252336895421002
CA,16,House,38.18737302439341,0.01256569728488224,-0.1352548193576607,-0.0071571569080467485,-1.1074005177196677,0.38304008893216174,2.1185530376754227,9.7320976794973,-0.26097085475935705,0.3300833869250551,0.16417419897752067,0.1050323216430154,-0.11605664258804199,-0.19414564766332743,7.738487088500015,0.19848399846441167
CA,17,House,28.17011812961482,-0.07490930618335757,-0.20961701041757114,-0.010403782886822505,-0.9610541089585211,1.6139124860413232,3.5194900487894376,10.298657597647054,0.21326908404992448,0.4374390139206223,0.3233520224971389,0.2655254029750391,0.26917058292335216,-0.17079543417438278,6.33327253940152,-0.020459531589890056
CA,18,House,20.066208441701473,-0.115676213568327,-0.1639472172719674,-0.01409894790862904,-1.3420139259532984,1.9334160241969298,0.6074566875246723,10.548581901262649,-0.015977070500437358,0.29644703390124943,0.5336695974232172,0.09906880699410876,0.565148444783744,-0.28873678308573036,4.516052935298443,1.1420858410792287
CA,19,House,22.12250744527046,0.020509012271136932,0.034479569472111046,-0.03926461463269362,-0.8060888322418055,1.6294479031372502,0.37747705237222645,10.045204723218768,0.10065804880644377,0.32946598843478825,0.542286026635866,0.20543112019401033,0.576007795192919,-0.0785584649095554,5.826764960564717,0.025448227313182012
CA,20,House,-28.62076326952735,0.06275405988320543,-0.11593586274383391,-0.06791596054012325,-1.6877247817364576,-1.1304561134525308,1.699349860162848,-7.091853926286152,0.17071586557762441,0.5504210398523073,0.36999066639309386,-0.22151045830042346,-1.665505981323534,-0.272678590281973,-3.5875881659726505,0.2583215793334729
CA,21,House,-1.274010307909603,-0.010320303459604465,-0.38592013089571725,0.025365456527665052,-0.8216625590909593,0.640102147114515,0.1845381784315323,14.725914848846982,-0.15055792050407069,-0.06183417367808211,0.262984903609222,0.05754315264495545,0.06496953697214966,-0.1441611745042299,5.264929499497459,1.187840651862805
CA,22,House,-13.228378154970697,0.06985572617520718,-0.24713971406657054,0.025675567366035698,-0.8542730457161006,-0.9769073802600033,0.5736933961125549,-4.149177267793814,0.34391726648460785,-0.010701857131375697,0.4347698689186469,0.11129698018706166,-0.9494444770157872,-0.1340405391051766,-1.3018478204606159,-0.08121841590258835
CA,23,House,-21.618799056599926,0.05637162851720883,-0.14919538950851124,0.011820355028677208,-0.7577678613334826,-0.7876786157998813,1.2019918280188449,-1.5948663365884366,0.12414117071505205,0.41736971251190735,0.41031772923642407,0.0005019990848292308,-1.1812705565161736,-0.29904941642270333,-3.563845184271786,0.42474608002334596
CA,24,House,14.459165634837671,0.045995774987786585,-0.1838174341942987,0.012512974098141262,-0.8422525087802911,1.7454751500912202,0.6602869678098634,13.56549761031151,-0.11876453139894927,0.2228874688532128,0.3144063228607569,-0.007920161195727242,0.5821724385421014,-0.11229624874277042,4.842920227010541,1.1779736910102998
CA,25,House,3.5191478027761094,0.0018489613096223795,-0.4918569560031428,-0.01607188043259429,-0.8282561732996192,1.0389710970213357,0.175863575892866,11.255470681329918,-0.10804274018896551,0.024984123425710082,0.4368925154950561,-0.1663740124575789,0.40437729185248394,-0.17973562049385136,2.9859532525027115,1.1820858873107858
CA,26,House,-1.6302943249048198,0.05374320257637802,0.0004370386420136732,-0.03746877778317524,-0.7134950284748602,0.8499582609540831,-0.7771205109643688,18.893640497379668,-0.10686930106237263,0.19571014109045604,0.15482143467358378,-0.027871869832472463,0.2109533684092548,-0.2910942578664754,4.578996326095488,1.0346776874123904
CA,27,House,-13.683373711584158,0.0610371020016766,-0.1437369290900595,-0.08330059104943653,-0.7692275864309923,-1.04343210153486,0.5727791838575206,1.2566554180410248,0.2814045246334727,0.08550487542518792,0.3202866395161814,-0.16243567974469145,-0.696651657724489,-0.307401963637859,-2.1109180757870822,0.20185125280527969
CA,28,House,18.643363243233345,-0.05863705845747099,-0.06992110782856878,-0.04052637571757673,-0.8452506814633349,1.6971625391458303,1.7179579309383952,9.809625315366546,-0.11782316518708286,0.21115377064930155,0.39137070954933095,-0.030446577499896987,0.7195956871135185,-0.25322020788145316,4.018497027861497,1.245214420651118
CA,29,House,40.40601716197941,-0.13051967009722398,-0.14608126231422133,0.006197142517504982,-1.2140416126727063,0.38084964064060756,1.7627140179567231,9.103451827391497,0.05801262653264727,0.4806173110874311,0.08031170516644646,-0.022766030178133993,-0.05753841832715034,-0.19175240825613402,8.749857279389023,0.17634439889343628
CA,30,House,30.30331737121401,0.00646815725547854,-0.13401822254027543,0.0005503073003894389,-0.9545975078994949,1.1272514051618248,2.196087222340103,8.62588477537946,0.19366033534211702,0.13570458678071895,0.24798559112050134,0.021871351727479327,0.11485184242307461,-0.15506569109740465,6.408937293085545,-0.19243061172253387
CA,31,House,17.524866182948383,-0.08638838482731241,-0.20502244830488395,-0.006082270812781539,-1.3872690595587915,2.2831189413272517,-0.8839238372296898,12.215236430598365,-0.08768323230155335,0.17051867126212017,0.5338731890812869,0.17632566256531806,0.5144384265754991,-0.1906635267247464,3.5400349787871335,1.2730130643251643
CA,32,House,24.253192443984677,0.015280116331036748,0.02328038623010925,-0.05050012094630756,-0.8262977058576587,1.5816520702412786,1.130765702990959,8.52217189737506,0.031522269549983196,0.209414020529432,0.4586231283068074,0.09223917771202242,0.5795760047733776,-0.11942278471617325,6.3961613980019,0.07579071395528135
CA,33,House,5.035296129765242,-0.026100250681018903,-0.5533844874669415,-0.013537720516181243,-0.7974848947671809,1.3981719340126666,-1.4684889140238275,13.299617552154391,-0.13079251162179603,0.09217643437602618,0.3094706826404007,-0.08660598058653199,0.28127760856441064,-0.20704826281715805,2.838364951054335,0.9629903226752499
CA,34,House,49.63941373109389,-0.13350529800035396,-0.1974349934681149,0.004304717804214183,-1.2384553028462113,0.21694190980550776,1.7178998859506116,7.970576864696699,-0.1733898448963291,0.24841694615484664,0.589056990389825,0.16250453492705708,-0.07847503171800736,-0.23321967232275895,8.90275147583771,0.43058275705591254
CA,35,House,5.2102157211591855,-0.001470450362881625,-0.6847210422910086,0.016095641215666125,-0.8735545503180333,1.0174002779177675,0.9809750207069449,8.810648839302658,-0.09220151435114002,-0.3541876284609994,0.4215383814337339,0.05344007417384946,0.48565297443265026,-0.23625211064353216,3.3304111328015527,1.3622543968120613
CA,36,House,24.3850302604503,0.028719062461367757,0.10149032236776236,-0.027421353885377628,-1.0646911053969932,1.786860358421576,1.216163948307101,10.013402715946638,0.2554193828749595,0.1658772656618114,0.5476400016650367,0.06212586871808016,0.5290665684175573,-0.13046464837915883,4.956955469107081,-0.06074558240341289
CA,37,House,56.09290623978849,-0.11051714316210484,-0.24603498150578085,0.026637025567088773,-1.2907449264902553,0.20619086204885986,2.8383901300243957,7.971177710576484,0.006656733040333512,0.15943631060878652,0.18512960235981146,0.10140842054675488,-0.10444449617483934,-0.2432066533738841,10.299770687662084,0.5307519018345238
CA,38,House,9.748294326718833,0.002626677156758608,-0.3051865216857417,-0.03915030357319773,-0.9022970250424592,1.4849373852615235,-0.8542575957617453,14.817370445561279,-0.16043547624084858,0.27220112423101683,0.4997143791688195,0.13846833132564115,0.5147333621524712,-0.2258239283599737,3.587106492132698,1.0414260327318297
CA,39,House,5.189183308169001,0.013107788397142606,-0.5163591950295099,-0.02724729128588682,-0.742123210685229,1.3704913965011316,-1.5335258877456304,13.453396179620865,0.020477916243573743,-0.04570000703472536,0.3037476155141243,-0.07522438505062579,0.42812922675102805,-0.21679652853867187,2.8006074523181606,0.865779078232051
CA,40,House,-19.464079926494264,0.0515318578349659,-0.11067766300057119,-0.07916350599403038,-0.9605477436332953,-0.943030453252483,-0.13996120174577575,0.35759174075122735,0.058438757078828674,0.41555986804866946,0.2786869088894978,-0.10473899023521994,-0.7166646598217015,-0.24445456958998796,-2.942632784262754,0.1763600007860362
CA,41,House,-13.767676025383148,0.03663101183795586,-0.0739324685943567,-0.07225978113039937,-0.6845047378854037,-1.1715780958945976,1.210765605957861,1.471568395777384,0.4022775403106397,-0.13822502985987128,0.32050374258298503,-0.13900329702087502,-0.7529336618532302,-0.2754604451297675,-1.941775361460584,0.12298927136695546
CA,42,House,24.6136947571401,-0.08798834849908391,-0.2583309313616616,-0.010239849027424197,-1.1549656001190292,1.284914510196124,2.0780446130891543,5.827266879283527,-0.09978628888685512,0.24729262570395136,0.45605746099549316,0.1881122367463681,0.7685004831505475,-0.2343810472349278,6.415098769343953,0.4513026300954844
CA,43,House,45.91672798047613,-0.12235032905182684,-0.140641678910126,0.020131122985964516,-1.068083183044664,0.3499737415908965,5.922603771187202,6.1297247721697286,0.012634092257264976,0.6442842294042339,0.09585917086190483,0.18078959892531438,0.11967456772737257,-0.24514908819876619,11.033343668085202,0.30459168444084256
CA,44,House,34.02180503430766,-0.11084820378448625,-0.23049719110559475,-0.015520870496708496,-1.1206689760474668,1.593484829757507,0.7515140897496487,10.411071209843533,0.44527558172215026,0.4120866699866028,0.4853070056011915,0.05889010315859268,0.17603194283348345,-0.21683593338676754,6.8788407249833865,0.410043415806658
CA,45,House,-13.67684517556718,0.017519010770056145,-0.08998909421810201,-0.07547769462799352,-1.0764235821077575,-1.1506777618929194,2.600164272557296,-0.736931754156396,0.3830404209789103,0.278730224743293,0.4143818105627061,-0.03350647424485087,-0.5631496006218041,-0.2824379861258165,-2.023134560762478,0.11750451539208519
CA,46,House,19.02455012815667,0.0082593141243017,-0.23102886979797094,0.030193758444638057,-1.1565268420354928,1.726722398581817,0.5921752086688312,8.985013497818127,0.042267476770226325,0.4474760239463216,0.5131837214590494,0.11293984488062243,0.8003212065697402,-0.21886919817588632,4.654257322543408,1.189120595498456
CA,47,House,-0.8468296431590027,0.048157575625879905,-0.15435954365638385,-0.01693018104431173,-0.9202075474382992,0.8122515479568587,2.4599590777056983,7.262418424897321,-0.0913067916364563,0.28302966913028327,0.4556593498385593,-0.1467223825358382,0.17798894312689556,-0.36412454207296857,2.584943848822032,0.36555493609955575
CA,48,House,-18.993358860782177,0.033133566743576974,-0.09683829357546264,-0.08357367946668219,-0.7910534210130262,-0.7668416698641519,2.0573146989011932,-4.048796471862561,0.06445821130755537,0.4343502162338156,0.43512778780149786,-0.07302574148512753,-1.1974022854776045,-0.2808024845670952,-2.052331815749,0.15772487878060315
CA,49,House,-12.795278756419624,0.0657864569206478,-0.19267817224554798,-0.07638948352345933,-0.8847465643741813,-1.317812560002111,1.430327622802671,0.08272899978224593,0.26412377797334174,0.1138058367036325,0.24011513838718598,-0.18313318845602075,-0.6242813083887047,-0.25494892520408147,-1.8081832426273687,0.1572497031012156
CA,50,House,17.49488967945713,0.02641142144947075,0.013457188439099705,-0.01720858818658321,-1.14193931496811,2.1975259914665055,1.542083792377922,11.586782587012966,-0.033823180301225254,0.2146175226815738,0.599648497491668,-0.0843388956855611,0.630150583209736,-0.15906173316786473,3.610640544743194,1.1702043083285605
CA,51,House,15.63640764842128,0.015658148671725918,-0.03469328553024358,-0.06513694674176045,-1.1887701058244982,0.668150663782718,1.570235293181888,1.75927642611429,-0.04736847376341854,-0.16868500456713545,0.44954763143768306,-0.03408886899939283,0.5150663882074664,-0.18575321798716316,4.351703395450605,1.0134884704692353
CA,52,House,23.734070579903616,-0.11051243153343568,-0.2572623218868018,0.012804453133380252,-1.3917536750898902,2.1600463217020076,0.5280655326146158,5.920451567069746,0.004347283360216593,0.1942540437288908,0.526637571843434,0.15402371982840737,0.44587730788748065,-0.23479575851461534,5.159198169530278,1.3998063948187325
CO,1,House,41.94962018100143,0.038031193653264864,-0.10924194277290199,0.023643005469152344,0.21937880330683146,0.36797964538819355,1.6456626060517099,3.629669931654071,-0.03231628908686449,0.45195084095665944,0.04105972551531645,0.03673553640516455,-0.35514852749283105,-0.16439625614844688,8.530991999010633,-0.03580795909265433
CO,2,House,24.655800159681856,0.1661161287180471,0.18892061561281967,-0.016200497645152356,0.2098833351466567,1.70846449276043,1.304514192947157,12.62728741210134,0.10532249905707589,0.11364661962208056,0.355445382766369,-0.003467052258075736,0.342089954997948,-0.07295067221192553,5.160783711620933,-0.0625155086193705
CO,3,House,-14.180279017290184,0.04272164912843364,-0.033219520129634986,-0.03689631369340707,0.16886180499757153,0.08372134626909154,0.12229578160509913,17.86283739812218,0.07842456846601378,-0.3241437428887418,0.7333279213455302,-0.0363802631962982,-0.4142296210306191,-0.16698554646902547,-1.7991702635200637,0.09980165541997602
CO,4,House,-21.80140020041038,0.06242960466382374,0.15141728475666894,-0.0335087252666917,-0.39560526643646077,4.814277363400457,-0.08987417862136371,-6.045828449378035,-0.28765191878242247,0.1525205230656922,0.27874570420535855,-0.11208882469296724,-1.42609874808964,-0.23520089070961075,-2.162297748110434,0.1880173675512285
CO,5,House,-20.82270346151734,-0.03510188290641085,0.2550362772308315,-0.07485516177017482,1.025331603234711,-0.7650666327201019,2.299208770829334,-3.1718896710928113,0.40940138674623827,0.17921939289975855,0.18026740924031706,-0.03502335776742585,-1.27072557888892,-0.27277936184850893,-2.5783751899334155,0.27604931336824773
CO,6,House,14.95740860991322,0.01946224272520613,0.08738872855441616,-0.029053867681215657,0.033529355438417174,1.9962373364299952,0.8511479160142623,12.495079825809682,-0.04457603757126068,0.02951113143179339,0.3230390149571007,-0.04405924841490325,0.47026424076695367,-0.12613245380542898,3.202011900492325,0.7710070753929584
CO,7,House,5.707656857687864,0.016917998075979875,0.26922811816179115,-0.02803496647167672,0.09911628119306115,1.2632234709920933,-0.3391018597006752,13.684600278361028,-0.18991533826596224,0.08922978058336115,0.14906698558286932,-0.05502709867349523,0.41251903070407886,-0.17837400047385338,4.360872765304548,0.93305741830551
CO,8,House,-8.55790610743312,0.012458636476959366,0.34837228145560883,0.01509538497875873,0.5506435975369006,0.11175420035825918,-0.08002598034701795,14.000100485141376,0.041987792728630964,0.06832293196910144,0.3791362867050075,-0.0399729369314143,-0.2800353326650362,-0.21778128874425604,-1.9529483337517748,0.0024095591603117833
CT,1,House,13.980778614766571,0.08627686657087516,0.28669941985238667,0.06622836847027443,-0.5823251099816447,1.9653257964153694,0.30272241701211544,12.35446795075156,-0.026887329916027942,-0.014661160170649258,0.19140279271493005,-0.016753108350802536,0.40688344110087327,-0.12617849088430616,2.877502865902202,1.041310119678028
CT,2,House,6.89260796987034,0.040404373749051946,0.4685849456393997,0.035179556652525645,-0.01952033443805972,0.5595211503226392,-0.17879471662257784,4.011087049322971,-0.11641813827582939,-0.41083674427556954,0.4469140562593815,-0.07649026414151636,0.31019299632725666,-0.16936361056936255,4.484079683782169,1.0185593210154744
CT,3,House,8.364836027263207,0.0014601336885036549,0.4322667356585919,0.0797988061869693,-0.1001879719682614,1.7953997781096083,-0.6909817071438774,12.677109486751531,0.18101873254464007,-0.2849323521576909,0.3823862392198282,-0.018675480537762027,0.29936289856446546,-0.13667302870221745,2.649464251743496,0.9198595684582926
CT,4,House,13.050095569056662,0.04941461655862364,0.37565102232457726,0.04384325264067893,-0.11834872126615126,1.9402216242145496,0.5882023347881478,12.838050687239095,-0.0030838580174061964,0.02714971002396015,0.1661300489082353,-0.05450121443080608,0.6253242272481837,-0.15048322241405743,3.5201496208639855,0.8566605670656673
CT,5,House,-9.520146390273624,0.019824068254277447,0.4510350104382857,0.04652653138315804,0.1480574377253197,0.30543260929761273,-0.005748463758266986,12.096549554553867,-0.00446356950122119,0.08139168523170401,0.257434151831354,-0.022078416711833426,-0.10423266010849785,-0.18275695649777257,-2.319290345583802,0.06341375227405971
DE,1,House,7.696076743657422,-0.028771829813738187,-0.4490656731492542,-0.07778967249564833,0.5378342966875528,1.6672433961472783,1.257676009363076,12.631896864859327,-0.21560452223787765,-0.2198946086915554,0.25048766420872737,-0.05156554426150636,0.2874461654001291,-0.22972715550232847,3.0436830412865437,1.0277983017997723
FL,1,House,-33.44449534613336,-0.23104466932696824,-0.48427727717913344,-0.08068406232731551,0.058167557334482825,-1.1920607028895716,0.6293208645143433,-6.347167989955422,-0.10298579248098783,0.10240079867577363,0.3676195671238025,-0.02388537106723073,-1.815781876493805,-0.30401723201076103,-4.3043039309238535,0.8355575574586902
