"","year","state_po","district","margin"
"65",2002,"CA",52,-44.396781255547
"66",2002,"CA",53,24.4112583921501
"67",2002,"CO",1,36.6788862393375
"68",2002,"CO",2,23.3259699691517
"69",2002,"CO",3,-34.5333345567321
"70",2002,"CO",4,-13.2695101331238
"71",2002,"CO",5,-44.6893765872307
"72",2002,"CO",6,-36.8520553597669
"73",2002,"CO",7,-0.0699911498793995
"74",2002,"CT",1,33.5815715362342
"75",2002,"CT",2,-8.1802605155038
"76",2002,"CT",3,36.0372024772879
"77",2002,"CT",4,-28.860240758132
"78",2002,"CT",5,-10.9857056919419
"79",2002,"DE",0,-45.3553994001883
"80",2002,"FL",1,-49.1936508557075
"81",2002,"FL",2,33.8064272178474
"82",2002,"FL",3,18.5741188770415
"83",2002,"FL",5,-1.66489313663511
"84",2002,"FL",6,-30.7105661631643
"85",2002,"FL",7,-19.1553746788437
"86",2002,"FL",8,-30.2738454397772
"87",2002,"FL",9,-42.929352595693
"88",2002,"FL",13,-9.57767455054785
"89",2002,"FL",15,-26.3011252625541
"90",2002,"FL",18,-40.497506459172
"91",2002,"FL",19,44.3183073693515
"92",2002,"FL",22,-22.4143886880225
"93",2002,"FL",23,54.9799739419968
"94",2002,"FL",24,-23.6764685759637
"95",2002,"FL",25,-29.2949558458792
"96",2002,"GA",1,-44.2872354492752
"97",2002,"GA",3,1.02371700388584
"98",2002,"GA",4,54.0584807532937
"99",2002,"GA",6,-59.7477641174431
"100",2002,"GA",7,-57.842619562687
"101",2002,"GA",8,-56.661737949837
"102",2002,"GA",9,-45.6851382563339
"103",2002,"GA",11,-3.28785872621509
"104",2002,"GA",12,-10.382311248513
"105",2002,"GA",13,19.2529127205832
"106",2002,"HI",1,47.9386719636148
"107",2002,"HI",2,16.1840101310453
"108",2002,"IA",1,-14.5076480618971
"109",2002,"IA",2,-6.4502271070758
"110",2002,"IA",3,8.37187767669051
"111",2002,"IA",4,-11.6930930759961
"112",2002,"IA",5,-24.3660727514171
"113",2002,"ID",1,-19.6341339180464
"114",2002,"ID",2,-39.1367745698454
"115",2002,"IL",1,64.9540445180119
"116",2002,"IL",2,64.6030107059399
"117",2002,"IL",4,64.5592985694508
"118",2002,"IL",5,37.9502618622009
"119",2002,"IL",6,-30.1808226741511
"120",2002,"IL",7,67.9631506551799
"121",2002,"IL",8,-14.8554174752601
"122",2002,"IL",9,43.4356416877917
"123",2002,"IL",10,-37.6173686941914
"124",2002,"IL",11,-28.6397182587979
"125",2002,"IL",12,38.4906851910325
"126",2002,"IL",13,-40.5190947310123
"127",2002,"IL",14,-48.273498461859
"128",2002,"IL",15,-34.1302990557408
"129",2002,"IL",16,-41.2287437707531
"130",2002,"IL",17,24.8384181678879
"131",2002,"IL",19,-9.58756181664234
"132",2002,"IN",1,35.921575593401
"133",2002,"IN",2,-4.68433284869838
"134",2002,"IN",3,-28.6870932976822
"135",2002,"IN",4,-45.2166978887145
"136",2002,"IN",5,-46.7926941147035
"137",2002,"IN",6,-29.390852827587
"138",2002,"IN",7,8.98176083379046
"139",2002,"IN",8,-5.28296995307598
"140",2002,"IN",9,5.01966055769302
"141",2002,"KS",2,-22.9015485100272
"142",2002,"KS",3,3.28776739034318
"143",2002,"KS",4,-23.5831024858219
"144",2002,"KY",1,-30.509330418329
"145",2002,"KY",2,-40.4690052641133
"146",2002,"KY",3,-3.22253944140321
"147",2002,"KY",4,3.56654147378228
"148",2002,"KY",5,-56.588742623695
"149",2002,"LA",2,75.6120037142294
"150",2002,"LA",4,-45.1668717557919
"151",2002,"LA",5,-37.0513979973681
"152",2002,"MA",1,33.8240283484751
"153",2002,"MA",5,24.8689387072357
"154",2002,"MA",6,34.5786520186501
"155",2002,"MA",10,36.6191591275866
"156",2002,"MD",1,-53.6093443737749
"157",2002,"MD",2,8.61140790663269
"158",2002,"MD",3,31.5701956531562
"159",2002,"MD",4,58.0306965195017
"160",2002,"MD",5,38.8016235872829
"161",2002,"MD",6,-32.3410922112802
"162",2002,"MD",7,47.1890623405775
"163",2002,"MD",8,4.22114564122326
"164",2002,"ME",1,27.6132117659668
"165",2002,"ME",2,4.01349252615512
"166",2002,"MI",1,36.574654110927
"167",2002,"MI",2,-42.7030106726124
"168",2002,"MI",3,-41.6458385689155
"169",2002,"MI",4,-38.0376350235391
"170",2002,"MI",6,-39.8562530991679
"171",2002,"MI",7,-21.0421088398525
"172",2002,"MI",8,-37.1232062862917
"173",2002,"MI",9,-18.2172266139657
"174",2002,"MI",10,-27.7907877268034
"175",2002,"MI",11,-17.5349924003539
"176",2002,"MI",12,38.4780756120236
"177",2002,"MI",14,68.0043296985247
"178",2002,"MI",15,46.4882076344922
"179",2002,"MO",1,43.0195493444296
"180",2002,"MO",2,-36.1028501615574
"181",2002,"MO",3,20.122971026402
"182",2002,"MO",4,36.9833236617548
"183",2002,"MO",5,33.51829271568
"184",2002,"MO",6,-27.8483141747722
"185",2002,"MO",7,-51.8129918994511
"186",2002,"MO",8,-44.8478926938578
"187",2002,"MO",9,-39.6525394045534
"188",2002,"MS",1,-47.2317263994849
"189",2002,"MS",2,12.3900643974241
"190",2002,"MS",3,-28.8134665139561
"191",2002,"MS",4,53.9754614871377
"192",2002,"MT",0,-31.9530002625852
"193",2002,"NC",1,28.9072709483637
"194",2002,"NC",2,32.089513265093
"195",2002,"NC",4,25.0363348546143
"196",2002,"NC",5,-40.3798673366016
"197",2002,"NC",7,43.8069293266288
"198",2002,"NC",8,-9.00184324410964
"199",2002,"NC",9,-46.5878837693791
"200",2002,"NC",10,-21.4556932807054
"201",2002,"NC",11,-12.6920795016316
"202",2002,"NC",12,32.5531113006566
"203",2002,"NC",13,12.3309870682599
"204",2002,"ND",0,4.81149634246634
"205",2002,"NE",2,-30.3308124551101
"206",2002,"NH",1,-19.625924040597
"207",2002,"NH",2,-15.9512499096886
"208",2002,"NJ",2,-40.9356690501721
"209",2002,"NJ",3,-31.101144203353
"210",2002,"NJ",4,-34.0365230262592
"211",2002,"NJ",5,-21.2042972014151
"212",2002,"NJ",6,35.5649296338049
"213",2002,"NJ",7,-17.0358793892963
"214",2002,"NJ",8,36.2489474203264
"215",2002,"NJ",9,39.5269979022386
"216",2002,"NJ",10,68.9035233423876
"217",2002,"NJ",11,-45.9831879702523
"218",2002,"NJ",12,24.3825452936004
"219",2002,"NJ",13,60.1233675901263
"220",2002,"NM",1,-10.6837433866258
"221",2002,"NM",2,-12.5080315472114
"222",2002,"NV",1,10.833141314724
"223",2002,"NV",2,-54.3276895645739
"224",2002,"NV",3,-18.8380616110037
"225",2002,"NY",1,1.54147762280849
"226",2002,"NY",2,16.4368684189173
"227",2002,"NY",3,-40.464146777979
"228",2002,"NY",4,12.162904362202
"229",2002,"NY",7,31.0677842565598
"230",2002,"NY",8,43.318076510143
"231",2002,"NY",9,24.2122816525618
"232",2002,"NY",11,55.1865339755316
"233",2002,"NY",13,-34.6568936783004
"234",2002,"NY",14,42.4673165969685
"235",2002,"NY",15,57.5816326530612
"236",2002,"NY",16,59.0792056491702
"237",2002,"NY",17,24.1392427826424
"238",2002,"NY",19,-40.0182851858468
"239",2002,"NY",20,-42.4025092794809
"240",2002,"NY",21,45.4932543349918
"241",2002,"NY",22,28.7469249132734
"242",2002,"NY",25,-42.0519432676368
"243",2002,"NY",26,-43.9026327840968
"244",2002,"NY",27,-36.1741618847026
"245",2002,"NY",28,22.5421238898658
"246",2002,"NY",29,-43.566915151136
"247",2002,"OH",1,-29.5984274080315
"248",2002,"OH",2,-48.0985660794826
"249",2002,"OH",3,-17.5429452858895
"250",2002,"OH",4,-35.039695713088
"251",2002,"OH",5,-39.5285093543829
"252",2002,"OH",6,18.9593716567075
"253",2002,"OH",7,-40.3765390856161
"254",2002,"OH",8,-41.621455685367
"255",2002,"OH",9,47.9836837010469
"256",2002,"OH",10,50.2569273539331
"257",2002,"OH",11,52.6686570291222
"258",2002,"OH",12,-28.7716922873702
"259",2002,"OH",13,37.9343207274277
"260",2002,"OH",14,-44.3022557036465
"261",2002,"OH",15,-33.1778260575213
"262",2002,"OH",16,-37.7379524148255
"263",2002,"OH",17,17.4648299165015
"264",2002,"OK",1,-13.4525830987881
"265",2002,"OK",2,48.2437797375519
"266",2002,"OK",4,-7.65014612638669
"267",2002,"OK",5,-29.8209186315374
"268",2002,"OR",1,28.6922986439026
"269",2002,"OR",2,-46.1004265034644
"270",2002,"OR",3,40.0166824838176
"271",2002,"OR",4,29.4620864502564
"272",2002,"OR",5,9.64947502753074
"273",2002,"PA",1,73.9753015918338
"274",2002,"PA",2,75.5400294852894
"275",2002,"PA",4,-29.1072011393644
"276",2002,"PA",6,-2.73550356557032
"277",2002,"PA",7,-32.1846298412928
"278",2002,"PA",8,-25.1842287431206
"279",2002,"PA",9,-42.1083334763139
"280",2002,"PA",11,13.17498443199
"281",2002,"PA",12,46.9644082637196
"282",2002,"PA",13,3.61075580434895
"283",2002,"PA",15,-14.7228223838614
"284",2002,"PA",17,2.82228216860168
"285",2002,"PA",18,-20.283021234117
"286",2002,"RI",1,22.5698001043153
"287",2002,"RI",2,54.0198101527033
"288",2002,"SC",3,-35.8601532029518
"289",2002,"SC",4,-39.9961672218558
"290",2002,"SC",6,34.8835865400729
"291",2002,"SD",0,-7.86240202440814
"292",2002,"TN",2,-59.0662487028245
"293",2002,"TN",3,-30.7208445213631
"294",2002,"TN",4,5.59359739555073
"295",2002,"TN",5,30.4752876186463
"296",2002,"TN",6,33.6219514941338
"297",2002,"TN",7,-44.2446742142996
"298",2002,"TN",8,42.8397928201464
"299",2002,"TX",1,12.8922228466133
"300",2002,"TX",2,22.6589134596907
"301",2002,"TX",3,-49.6136453582296
"302",2002,"TX",4,17.4495647265056
"303",2002,"TX",5,-17.9467936072276
"304",2002,"TX",6,-42.6684223681243
"305",2002,"TX",9,18.2991119101367
"306",2002,"TX",11,4.44714442519174
"307",2002,"TX",13,-58.5470624555999
"308",2002,"TX",14,-36.1816726108159
"309",2002,"TX",17,3.97670386559547
"310",2002,"TX",18,55.2107410452508
"311",2002,"TX",21,-47.5611568126866
"312",2002,"TX",22,-28.1505368233135
"313",2002,"TX",23,-4.32143046920665
"314",2002,"TX",24,30.7102237497121
"315",2002,"TX",25,11.6674990958097
"316",2002,"TX",26,-52.0470251035354
"317",2002,"TX",27,24.5568537283106
"318",2002,"TX",28,44.2342162915754
"319",2002,"TX",30,50.0755318527421
"320",2002,"TX",31,-41.7211612295955
"321",2002,"TX",32,-37.416667793539
"322",2002,"UT",1,-24.0569192696141
"323",2002,"UT",2,0.732268918062637
"324",2002,"UT",3,-38.443013999987
"325",2002,"VA",5,-26.9947348452071
"326",2002,"VA",7,-38.9845110439007
"327",2002,"VA",8,22.4902356823963
"328",2002,"VA",10,-43.5931070754571
"329",2002,"WA",1,14.3346957090044
"330",2002,"WA",2,4.29928271085827
"331",2002,"WA",3,23.3793171226252
"332",2002,"WA",4,-33.7918420060681
"333",2002,"WA",5,-30.4579745108314
"334",2002,"WA",6,32.8500743214351
"335",2002,"WA",7,52.1528129931802
"336",2002,"WA",8,-22.4762092113999
"337",2002,"WA",9,19.9493005925112
"338",2002,"WI",1,-36.5657940780297
"339",2002,"WI",2,32.1809951093327
"340",2002,"WI",3,29.2850259611374
"341",2002,"WI",7,28.4468425785791
"342",2002,"WI",8,-48.6873179470365
"343",2002,"WV",2,-20.086023607615
"344",2002,"WV",3,40.4393178254888
"345",2002,"WY",0,-24.3027800957442
"346",2004,"AK",0,-48.7146495286604
"347",2004,"AL",1,-26.3081782696619
"348",2004,"AL",2,-42.9624072886544
"349",2004,"AL",3,-22.4469452852912
"350",2004,"AL",4,-49.5972220049741
"351",2004,"AL",5,46.0518625276357
"352",2004,"AL",7,50.0286137067831
"353",2004,"AR",1,33.1354737152789
"354",2004,"AR",2,16.340015841269
"355",2004,"AR",3,-21.2224384515681
"356",2004,"AZ",1,-22.3164700356423
"357",2004,"AZ",2,-20.7137051875562
"358",2004,"AZ",4,44.454542975815
"359",2004,"AZ",5,-21.3024286679079
"360",2004,"AZ",7,28.3873983253248
"361",2004,"AZ",8,-24.1630976169392
"362",2004,"CA",1,38.659791992819
"363",2004,"CA",2,-33.7001567380859
"364",2004,"CA",3,-27.0708147405015
"365",2004,"CA",4,-30.7874319693313
"366",2004,"CA",5,48.0301157782064
"367",2004,"CA",6,45.2980264192231
"368",2004,"CA",7,52.164613707776
"369",2004,"CA",8,71.4434356300729
"370",2004,"CA",9,72.2838467842173
"371",2004,"CA",10,31.4280166415557
"372",2004,"CA",11,-22.4558238418379
"373",2004,"CA",12,47.2127759809025
"374",2004,"CA",13,47.6255565295338
"375",2004,"CA",14,43.2047287390029
"376",2004,"CA",15,44.0575166326083
"377",2004,"CA",16,44.5630647187584
"378",2004,"CA",17,37.5589651696719
"379",2004,"CA",18,34.975439966169
"380",2004,"CA",19,-38.8104427366703
"381",2004,"CA",20,6.80521026646591
"382",2004,"CA",21,-46.3442789174011
"383",2004,"CA",23,28.6757512372235
"384",2004,"CA",24,-28.9273431840719
"385",2004,"CA",25,-28.8445368854273
"386",2004,"CA",26,-10.7775659117779
"387",2004,"CA",27,29.0012823189097
"388",2004,"CA",28,47.6493754230509
"389",2004,"CA",29,34.2301964879709
"390",2004,"CA",30,42.4850483483316
"391",2004,"CA",31,60.4204252721904
"392",2004,"CA",34,48.9846727685887
"393",2004,"CA",35,65.4433625093506
"394",2004,"CA",36,28.4956811066857
"395",2004,"CA",37,54.8661554592655
"396",2004,"CA",39,21.3986081811789
"397",2004,"CA",40,-35.8640779379754
"398",2004,"CA",42,-36.2723300477594
"399",2004,"CA",43,32.7330816148707
"400",2004,"CA",44,-26.6396592085216
"401",2004,"CA",45,-33.2144561586186
"402",2004,"CA",46,-29.3429469803752
"403",2004,"CA",47,20.7615160457057
"404",2004,"CA",48,-32.8250914491598
"405",2004,"CA",49,-27.6425600310863
"406",2004,"CA",50,-21.9249433169275
"407",2004,"CA",51,26.4900845316482
"408",2004,"CA",52,-41.6087651692099
"409",2004,"CA",53,37.2802976932387
"410",2004,"CO",1,49.1505796313437
"411",2004,"CO",2,36.7657516711705
"412",2004,"CO",3,3.99280741389644
"413",2004,"CO",4,-6.26691848685309
"414",2004,"CO",5,-43.5072138014581
"415",2004,"CO",6,-20.380107396133
"416",2004,"CO",7,-11.924654106327
"417",2004,"CT",1,45.9616817729614
"418",2004,"CT",2,-8.42652355427611
"419",2004,"CT",3,47.4684092714275
"420",2004,"CT",4,-4.86882371144655
"421",2004,"CT",5,-21.6133055246636
"422",2004,"DE",0,-39.3944585656307
"423",2004,"FL",1,-53.0872504933519
"424",2004,"FL",2,23.2969506432977
"425",2004,"FL",5,-31.8734773161256
"426",2004,"FL",6,-28.8107780011164
"427",2004,"FL",8,-21.0450672054819
"428",2004,"FL",10,-38.6560386570426
"429",2004,"FL",12,-29.7785051906622
"430",2004,"FL",13,-10.6016177076861
"431",2004,"FL",14,-35.1858147399309
"432",2004,"FL",15,-30.7058143797022
"433",2004,"FL",16,-36.0834569615858
"434",2004,"FL",18,-29.4536966944234
"435",2004,"FL",20,40.3739978267892
"436",2004,"FL",22,-27.4913114636516
"437",2004,"GA",2,33.5710505628658
"438",2004,"GA",3,25.7664691658822
"439",2004,"GA",4,27.5142729886221
"440",2004,"GA",8,-51.100426357104
"441",2004,"GA",9,-48.5887861345469
"442",2004,"GA",11,-14.7916894529857
"443",2004,"GA",12,3.62289611675406
"444",2004,"HI",1,28.9919238322861
"445",2004,"HI",2,25.5403999265499
"446",2004,"IA",1,-11.8953712067408
"447",2004,"IA",2,-19.7675077780853
"448",2004,"IA",3,10.4850502269001
"449",2004,"IA",4,-21.9020318181513
"450",2004,"IA",5,-26.6522991203007
"451",2004,"ID",1,-39.095546051596
"452",2004,"ID",2,-41.4739425278542
"453",2004,"IL",1,69.7218232519434
"454",2004,"IL",3,47.4825618814034
"455",2004,"IL",4,71.2990043310799
"456",2004,"IL",5,52.3589669600346
"457",2004,"IL",6,-11.6582765886836
"458",2004,"IL",7,72.2648946778013
"459",2004,"IL",8,3.39912645667603
"460",2004,"IL",9,51.4858458972331
"461",2004,"IL",10,-28.2876358366671
"462",2004,"IL",11,-17.3426905343097
"463",2004,"IL",12,40.5973432017735
"464",2004,"IL",13,-30.0461869794234
"465",2004,"IL",14,-37.2582447494341
"466",2004,"IL",15,-22.1050322377193
"467",2004,"IL",16,-38.1662305700358
"468",2004,"IL",17,21.3521126760563
"469",2004,"IL",18,-40.4749752109105
"470",2004,"IL",19,-38.7153375748163
"471",2004,"IN",1,36.5714373201053
"472",2004,"IN",2,-9.63274276570723
"473",2004,"IN",3,-38.4284854677107
"474",2004,"IN",4,-41.173359208568
"475",2004,"IN",5,-45.8850431739869
"476",2004,"IN",6,-35.8045793221074
"477",2004,"IN",7,10.6696538590792
"478",2004,"IN",8,-8.81815982227306
"479",2004,"IN",9,-0.495634934437064
"480",2004,"KS",2,-14.8735209009768
"481",2004,"KS",3,11.4696237255725
"482",2004,"KS",4,-35.0354122520665
"483",2004,"KY",1,-34.7159575648368
"484",2004,"KY",2,-35.8302286989109
"485",2004,"KY",3,-22.4577484961329
"486",2004,"KY",4,-10.5113761164071
"487",2004,"KY",6,18.5948659334196
"488",2004,"LA",1,-62.3379194642528
"489",2004,"LA",2,58.018642393002
"490",2004,"LA",3,0.496280079893239
"491",2004,"LA",5,-50.775654570124
"492",2004,"LA",6,-44.4279391604199
"493",2004,"LA",7,-9.92148360823836
"494",2004,"MA",3,39.1050923789144
"495",2004,"MA",5,32.6138917626913
"496",2004,"MA",6,37.876084740284
"497",2004,"MA",7,48.6212596727438
"498",2004,"MA",10,30.5453073234152
"499",2004,"MD",1,-51.7851780534392
"500",2004,"MD",2,35.9973448927636
"501",2004,"MD",3,29.6401353456297
"502",2004,"MD",4,55.0069378877477
"503",2004,"MD",5,39.4721747968161
"504",2004,"MD",6,-37.9590714482108
"505",2004,"MD",7,48.8025473530641
"506",2004,"MD",8,49.8678607367069
"507",2004,"ME",1,19.4726509243606
"508",2004,"ME",2,18.5641575140638
"509",2004,"MI",1,32.8086551751923
"510",2004,"MI",2,-40.4003015338226
"511",2004,"MI",3,-35.1036780160383
"512",2004,"MI",4,-29.5960793167024
"513",2004,"MI",5,35.8901634319088
"514",2004,"MI",6,-32.9122512063225
"515",2004,"MI",7,-22.0546210408365
"516",2004,"MI",8,-24.1583356325618
"517",2004,"MI",9,-18.9102667554776
"518",2004,"MI",10,-39.0790916870563
"519",2004,"MI",11,-15.9313725490196
"520",2004,"MI",12,40.301643354574
"521",2004,"MI",13,59.6925839371272
"522",2004,"MI",14,70.1516222798334
"523",2004,"MI",15,44.3498082561866
"524",2004,"MO",1,52.4602584478329
"525",2004,"MO",2,-32.4005979415035
"526",2004,"MO",3,7.7260755048288
"527",2004,"MO",4,33.8158250817067
"528",2004,"MO",5,13.06919204846
"529",2004,"MO",6,-29.0815481314255
"530",2004,"MO",7,-42.1602588823125
"531",2004,"MO",8,-45.5865223232395
"532",2004,"MO",9,-30.7520195560483
"533",2004,"MS",2,17.7366924781685
"534",2004,"MS",4,29.6877117646639
"535",2004,"MT",0,-31.6210071359431
"536",2004,"NC",1,27.9581735796445
"537",2004,"NC",2,24.5901498561553
"538",2004,"NC",3,-41.3986589329055
"539",2004,"NC",4,28.2176904437645
"540",2004,"NC",5,-17.6516851171103
"541",2004,"NC",6,-46.2998416912592
"542",2004,"NC",7,46.3747535156979
"543",2004,"NC",8,-11.088905764952
"544",2004,"NC",9,-40.4747068486943
"545",2004,"NC",10,-28.299954899499
"546",2004,"NC",11,-9.80450124958318
"547",2004,"NC",12,33.6531409885853
"548",2004,"NC",13,17.5779365984128
"549",2004,"ND",0,19.1259080993778
"550",2004,"NE",1,-11.2365696867266
"551",2004,"NE",2,-24.9499527554011
"552",2004,"NE",3,-76.8849745738318
"553",2004,"NH",1,-26.7833949754462
"554",2004,"NH",2,-20.0820246561485
"555",2004,"NJ",1,50.3551414413709
"556",2004,"NJ",2,-32.3938939580021
"557",2004,"NJ",3,-28.7843761938989
"558",2004,"NJ",4,-34.7222946726343
"559",2004,"NJ",5,-16.4616289820963
"560",2004,"NJ",6,36.080225591025
"561",2004,"NJ",7,-15.2235286709323
"562",2004,"NJ",8,40.7887761630564
"563",2004,"NJ",9,35.8259614984439
"564",2004,"NJ",11,-36.8592104107405
"565",2004,"NJ",12,19.5582932173853
"566",2004,"NJ",13,53.7354034386145
"567",2004,"NM",1,-8.87137557446337
"568",2004,"NM",2,-20.3911619539647
"569",2004,"NM",3,37.3559975548973
"570",2004,"NV",1,34.8574364243514
"571",2004,"NV",2,-39.6758268373878
"572",2004,"NV",3,-14.055881148504
"573",2004,"NY",1,10.9881324729429
"574",2004,"NY",2,28.4475095244814
"575",2004,"NY",3,-22.3082641360221
"576",2004,"NY",4,23.1356974659966
"577",2004,"NY",5,35.2771712026649
"578",2004,"NY",7,44.9287694700539
"579",2004,"NY",8,48.814623484999
"580",2004,"NY",9,33.3603214881664
"581",2004,"NY",10,64.0306083250957
"582",2004,"NY",12,55.4841316485454
"583",2004,"NY",13,-15.8030243924826
"584",2004,"NY",14,52.2053108453783
"585",2004,"NY",15,68.1567005782039
"586",2004,"NY",16,71.5810508833875
"587",2004,"NY",17,43.4315841588458
"588",2004,"NY",18,33.3339076202126
"589",2004,"NY",19,-28.6803180616367
"590",2004,"NY",20,-28.4189906219151
"591",2004,"NY",21,36.5273493365485
"592",2004,"NY",22,29.7869527245904
"593",2004,"NY",23,-35.3308529425083
"594",2004,"NY",24,-20.1823597943395
"595",2004,"NY",26,-9.92058054067522
"596",2004,"NY",27,1.25926346100587
"597",2004,"NY",28,40.0854244527496
"598",2004,"NY",29,-8.70454471199399
"599",2004,"OH",1,-19.7317353370385
"600",2004,"OH",2,-43.4095214042177
"601",2004,"OH",3,-24.5761481097942
"602",2004,"OH",4,-17.2061673854965
"603",2004,"OH",5,-34.0918156867425
"604",2004,"OH",7,-29.9204947919387
"605",2004,"OH",8,-38.01587002864
"606",2004,"OH",9,36.2518762536031
"607",2004,"OH",10,26.4414439508099
"608",2004,"OH",12,-23.9227400434829
"609",2004,"OH",13,34.8594738572397
"610",2004,"OH",14,-25.496785596485
"611",2004,"OH",15,-20.0425324850866
"612",2004,"OH",16,-33.0945817631037
"613",2004,"OH",17,54.3869322489489
"614",2004,"OH",18,-32.3299307056106
"615",2004,"OK",1,-22.6459634520509
"616",2004,"OK",2,31.7807897498367
"617",2004,"OK",5,-32.1110456197899
"618",2004,"OR",1,19.3620215726227
"619",2004,"OR",2,-45.996857567065
"620",2004,"OR",3,47.1820175438597
"621",2004,"OR",4,23.4000784190297
"622",2004,"OR",5,8.53463907972337
"623",2004,"PA",1,72.8909628497295
"624",2004,"PA",2,76.0733146292028
"625",2004,"PA",3,-20.1598476542213
"626",2004,"PA",4,-27.1754801384305
"627",2004,"PA",6,-2.02688300326096
"628",2004,"PA",7,-18.4212335626123
"629",2004,"PA",8,-12.015190301391
"630",2004,"PA",9,-39.0532879177087
"631",2004,"PA",13,14.4610611312329
"632",2004,"PA",15,-19.2310070276917
"633",2004,"PA",16,-29.8669115559466
"634",2004,"PA",17,20.1586093918145
"635",2004,"PA",18,-25.5218607483334
"636",2004,"RI",1,28.2570124608994
"637",2004,"RI",2,53.7026042043782
"638",2004,"SC",2,-31.6622003072855
"639",2004,"SC",4,-40.8061523906665
"640",2004,"SC",5,26.1007430376302
"641",2004,"SC",6,34.0682879224576
"642",2004,"SD",0,7.44964926515144
"643",2004,"TN",1,-49.7439630073643
"644",2004,"TN",2,-59.957204830578
"645",2004,"TN",3,-31.8969279446375
"646",2004,"TN",4,11.2671485002731
"647",2004,"TN",5,38.5271537077344
"648",2004,"TN",6,30.6646664773904
"649",2004,"TN",8,48.7097920511031
"650",2004,"TN",9,64.1459258494268
"651",2004,"TX",1,-23.7907376314543
"652",2004,"TX",2,-12.6151612058499
"653",2004,"TX",4,-37.7995984205537
"654",2004,"TX",5,-31.5817973098833
"655",2004,"TX",6,-33.3133823891842
"656",2004,"TX",7,-30.8107772308524
"657",2004,"TX",8,-39.2417545313627
"658",2004,"TX",9,45.6150751106795
"659",2004,"TX",11,-54.9630482688753
"660",2004,"TX",12,-44.6300795698386
"661",2004,"TX",15,16.9345628103247
"662",2004,"TX",16,36.4520161967495
"663",2004,"TX",17,3.78348341968065
"664",2004,"TX",18,82.5103929719978
"665",2004,"TX",19,-18.3834802196014
"666",2004,"TX",20,33.4706991688203
"667",2004,"TX",21,-25.986532559019
"668",2004,"TX",22,-14.0679333871323
"669",2004,"TX",23,-39.8518476448562
"670",2004,"TX",24,-29.7612833196616
"671",2004,"TX",25,36.86063276681
"672",2004,"TX",26,-33.0408430131967
"673",2004,"TX",27,28.2342736121125
"674",2004,"TX",28,20.4172818400808
"675",2004,"TX",31,-32.3145816745949
"676",2004,"TX",32,-10.2993532308788
"677",2004,"UT",1,-38.7755518589201
"678",2004,"UT",2,11.5426004772376
"679",2004,"UT",3,-30.8733438855669
"680",2004,"VA",2,-10.2601706852266
"681",2004,"VA",3,38.7916934908566
