year,office_type,state,district,weighted_estimate,weighted_ci_lower,weighted_ci_upper,unweighted_estimate,unweighted_ci_lower,unweighted_ci_upper,num_polls
2002,House,CO,7,-0.23826010184765214,-7.911553328210514,7.4350331245152095,-0.5,-4.657787873376899,3.6577878733768987,2.0
2002,House,CT,2,-8.503176538952493,-16.176469765315353,-0.8298833125896312,-8.5,-18.201505037879432,1.201505037879432,2.0
2002,House,CT,5,-16.873935088352415,-27.725610437140375,-6.022259739564452,-17.0,,,1.0
2002,House,GA,12,-14.856349056523005,-25.708024405310965,-4.0046737077350425,-15.0,,,1.0
2002,House,IA,3,4.142826598287546,-6.708848750500416,14.99450194707551,4.0,,,1.0
2002,House,IN,7,4.583388230225115,-3.089904996137747,12.256681456587977,5.0,-6.087434329005065,16.087434329005063,2.0
2002,House,KS,3,0.4621100724150615,-10.3895652763729,11.313785421203024,3.0,,,1.0
2002,House,KS,4,-12.909700480269937,-20.5829937066328,-5.236407253907075,-13.0,-24.087434329005063,-1.912565670994935,2.0
2002,House,KY,3,-5.89511795822252,-11.320955632616501,-0.4692802838285388,-6.0,-13.674928881320877,1.6749288813208771,4.0
2002,House,KY,4,7.82266228754461,0.14936906118174775,15.495955513907472,8.0,-0.3155757467537974,16.315575746753797,2.0
2002,House,LA,5,-7.85519256802318,-18.70686791681114,2.996482780764782,-8.0,,,1.0
2002,House,MD,2,6.632539274589285,-1.0407539517735769,14.305832500952146,6.5,-0.4296464556281663,13.429646455628166,2.0
2002,House,MD,8,-2.53793652804453,-10.211229754407391,5.135356698318332,-2.5,-3.885929291125633,-1.1140707088743669,2.0
2002,House,ME,2,5.606006002885397,-2.0672872234774653,13.27929922924826,5.5,-6.973363620130698,17.973363620130698,2.0
2002,House,MT,1,-27.856111440053038,-38.707786788841,-17.004436091265077,-28.0,,,1.0
2002,House,NE,2,-21.022146884622554,-31.873822233410515,-10.170471535834592,-21.0,,,1.0
2002,House,NH,1,-11.501518438230594,-15.338165051412025,-7.664871825049163,-11.625,-21.280433703361027,-1.969566296638975,8.0
2002,House,NH,2,-18.868012450320265,-22.485237566582917,-15.25078733405761,-19.0,-31.62641675219062,-6.373583247809377,9.0
2002,House,NJ,5,-14.85599735166296,-25.70767270045092,-4.004322002874998,-15.0,,,1.0
2002,House,NM,1,-5.165049713719013,-11.43026739750017,1.1001679700621443,-5.0,-12.066880499909418,2.066880499909418,3.0
2002,House,NM,2,-1.8560906578930636,-8.12130834167422,4.409127025888093,-2.0,-12.184458748504998,8.184458748504998,3.0
2002,House,NV,1,13.152901946594804,2.301226597806842,24.004577295382767,13.0,,,1.0
2002,House,NV,3,-10.194031072063984,-21.045706420851946,0.6576442767239783,-10.0,,,1.0
2002,House,NY,1,-0.856109717336024,-11.707785066123986,9.995565631451939,-1.0,,,1.0
2002,House,OK,1,-21.35362955379581,-29.02692278015867,-13.680336327432947,-21.5,-39.51708078463323,-3.4829192153667705,2.0
2002,House,OK,2,47.14594164605194,36.294266297263974,57.9976169948399,47.0,,,1.0
2002,House,OK,4,-3.8808920496885353,-11.554185276051397,3.7924011766743266,-4.0,-12.315575746753797,4.315575746753797,2.0
2002,House,PA,13,8.143890282502287,-2.707785066285675,18.995565631290248,8.0,,,1.0
2002,House,RI,1,19.143861690028174,11.470568463665312,26.817154916391036,19.0,13.456282835497468,24.54371716450253,2.0
2002,House,SD,1,-4.823964211797213,-12.497257438160075,2.849329014565649,-5.0,-5.0,-5.0,2.0
2002,House,TX,25,-2.004986266611257,-12.856661615399219,8.846689082176706,-2.0,,,1.0
2002,House,TX,5,-11.003177041171371,-21.854852389959333,-0.15150169238340894,-11.0,,,1.0
2002,House,UT,2,3.5824809005515834,-4.090812325811278,11.255774126914446,3.5,-3.4296464556281663,10.429646455628166,2.0
2002,House,WA,2,-2.8561427546986926,-13.707818103486655,7.995532594089269,-3.0,,,1.0
2002,House,WV,2,-20.848701797478128,-31.700377146266092,-9.997026448690166,-21.0,,,1.0
2002,Senate,AL,0,-32.400209211151946,-40.073502437514804,-24.726915984789084,-32.5,-39.429646455628166,-25.570353544371834,2.0
2002,Senate,AR,0,6.741483346280612,2.6399355918087473,10.843031100752476,6.6,-2.059563037474815,15.259563037474814,7.0
2002,Senate,CO,0,-0.32211789784259937,-3.03503673503959,2.390800939354391,-0.4375,-8.752113240153346,7.877113240153346,16.0
2002,Senate,GA,0,3.2254041021392137,-2.2004335722547674,8.651241776533194,3.0,-3.1980642139300235,9.198064213930024,4.0
2002,Senate,IA,0,17.643877769720046,12.218040095326064,23.069715444114028,17.5,5.470857608845648,29.529142391154352,4.0
2002,Senate,ID,0,-30.915149445625982,-41.76682479441394,-20.06347409683802,-31.0,,,1.0
2002,Senate,IL,0,22.438480306890987,18.821255190628335,26.05570542315364,22.333333333333332,14.934495586767998,29.732171079898666,9.0
2002,Senate,KY,0,-35.85610971733599,-43.529402943698855,-28.182816490973128,-36.0,-38.77185858225127,-33.22814141774873,2.0
2002,Senate,LA,0,3.8938902933996125,-1.5319473809943687,9.319727967793593,3.75,-13.063022730411486,20.563022730411486,4.0
2002,Senate,ME,0,-23.356109717335997,-31.02940294369886,-15.682816490973135,-23.5,-35.9733636201307,-11.026636379869302,2.0
2002,Senate,MI,0,30.543736291925686,25.69071954199596,35.39675304185541,30.4,24.585700386117,36.214299613883,5.0
2002,Senate,MN,0,2.575665544681783,-1.5258822097900815,6.677213299153648,2.4571428571428577,-6.336580965372075,11.25086667965779,7.0
2002,Senate,MO,0,-2.268286747994777,-5.699887801081985,1.163314305092431,-2.4,-12.902219024779688,8.102219024779687,10.0
2002,Senate,MT,0,31.143890297904264,20.2922149491163,41.99556564669223,31.0,,,1.0
2002,Senate,NC,0,-6.969074188342983,-10.586299304605637,-3.351849072080329,-7.111111111111111,-19.131379179854186,4.909156957631966,9.0
2002,Senate,NE,0,-71.85608249837567,-82.70775784716363,-61.004407149587706,-72.0,,,1.0
2002,Senate,NH,0,0.23357194395439168,-3.1980291091328166,3.6651729970415996,0.17999999999999972,-8.411171861600462,8.771171861600461,10.0
2002,Senate,NJ,0,9.995032130101063,7.193141603147373,12.796922657054752,9.866666666666667,4.904527343081862,14.828805990251471,15.0
2002,Senate,NM,0,-35.45397865329814,-43.127271879660995,-27.780685426935275,-35.5,-42.429646455628166,-28.570353544371834,2.0
2002,Senate,OK,0,-16.523117907475246,-22.788335591256402,-10.25790022369409,-16.666666666666668,-17.798273194278334,-15.535060139055002,3.0
2002,Senate,OR,0,-19.484250048628454,-25.74946773240961,-13.219032364847298,-19.666666666666668,-23.74673202562029,-15.586601307713046,3.0
2002,Senate,RI,0,47.143890282663975,36.29221493387601,57.99556563145194,47.0,,,1.0
2002,Senate,SC,0,-9.361221754518848,-13.791399664330378,-4.931043844707317,-9.5,-23.728574067699125,4.728574067699125,6.0
2002,Senate,SD,0,0.017120304942089416,-3.254782920392341,3.2890235302765203,-0.10000000000000013,-5.943956194223225,5.743956194223224,11.0
2002,Senate,TN,0,-9.484967266900396,-13.321613880081827,-5.648320653718965,-9.625,-17.102232108206884,-2.147767891793114,8.0
2002,Senate,TX,0,-5.561910470383138,-8.193828333792792,-2.929992606973483,-5.647058823529412,-14.890832562710639,3.5967149156518152,17.0
2002,Senate,WV,0,55.14380287507972,44.29212752629176,65.99547822386768,55.0,,,1.0
2004,Governor,DE,0,11.965551282994623,4.292258056631761,19.638844509357483,11.1,-3.036478769481459,25.236478769481458,2.0
2004,Governor,IN,0,-6.135043862371199,-11.56088153676518,-0.7092061879772178,-7.0,-9.263213055223332,-4.736786944776667,4.0
2004,Governor,MO,0,-2.821326596378361,-8.247164270772341,2.60451107801562,-3.75,-11.319931747820892,3.819931747820892,4.0
2004,Governor,MT,0,5.855290800539575,-4.996384548248387,16.70696614932754,5.0,,,1.0
2004,Governor,NC,0,16.70872906004637,12.27855115023484,21.1389069698579,15.833333333333334,10.232166788169133,21.434499878497533,6.0
2004,Governor,ND,0,-46.82767240290828,-57.67934775169624,-35.97599705412031,-48.0,,,1.0
2004,Governor,NH,0,3.020700040845503,-1.0808477136263615,7.122247795317367,2.0,-8.371345139373195,12.371345139373195,7.0
2004,Governor,UT,0,-9.13477532939524,-15.399993013176395,-2.8695576456140826,-10.0,-27.086883858679442,7.0868838586794425,3.0
2004,Governor,WA,0,4.0404854876556495,-0.8125312622740761,8.893502237585375,2.8,-7.515634735681561,13.11563473568156,5.0
2004,Governor,WV,0,33.86448051215274,23.012805163364774,44.7161558609407,33.0,,,1.0
2004,House,AR,2,24.143890283144813,13.292214934356851,34.99556563193278,24.0,,,1.0
2004,House,AZ,1,-23.06227710003907,-33.91395244882703,-12.210601751251106,-23.0,,,1.0
2004,House,CO,3,8.332749508759393,2.0675318249782366,14.597967192540551,8.333333333333334,-6.507547143691381,23.174213810358047,3.0
2004,House,CO,4,-16.85298532513549,-27.70466067392345,-6.001309976347526,-17.0,,,1.0
2004,House,CO,7,-5.857546971155671,-16.709222319943635,4.994128377632292,-6.0,,,1.0
2004,House,CT,2,-5.8561417429928495,-13.529434969355712,1.8171514833700124,-6.0,-14.315575746753797,2.3155757467537974,2.0
2004,House,CT,4,-6.691934075865109,-14.365227302227972,0.9813591504977532,-6.5,-10.657787873376899,-2.3422121266231013,2.0
2004,House,DE,1,-46.35591395077435,-57.207589299562315,-35.50423860198639,-46.5,,,1.0
2004,House,IL,11,-8.856109752603562,-19.707785101391522,1.9955655961844005,-9.0,,,1.0
2004,House,IL,8,-4.922266610160793,-12.595559836523655,2.7510266162020693,-5.0,-13.315575746753797,3.3155757467537974,2.0
2004,House,KS,3,12.169204761733079,1.3175294129451167,23.02088011052104,12.0,,,1.0
2004,House,KS,4,-34.88005018241439,-42.55334340877725,-27.206756956051525,-35.0,-48.85929291125633,-21.140707088743667,2.0
2004,House,KY,3,-19.388013184946335,-25.65323086872749,-13.122795501165179,-19.333333333333332,-30.478365111364894,-8.188301555301772,3.0
2004,House,KY,6,8.077956967899793,1.8127392841186358,14.34317465168095,7.933333333333333,4.207614431787848,11.659052234878818,3.0
2004,House,LA,7,-25.857772306239834,-36.709447655027795,-15.006096957451872,-26.0,,,1.0
2004,House,ME,1,16.143772966191232,5.29209761740327,26.995448314979193,16.0,,,1.0
2004,House,ME,2,12.615938075175633,1.7642627263876705,23.467613423963595,13.0,,,1.0
2004,House,MN,6,-11.534872032797399,-17.800089716578555,-5.269654349016242,-11.666666666666666,-31.494014783178194,8.160681449844864,3.0
2004,House,MO,5,5.1438902827038255,-5.707785066084137,15.995565631491788,5.0,,,1.0
2004,House,MT,1,-34.882870480050315,-45.73454582883828,-24.03119513126235,-35.0,,,1.0
2004,House,NC,11,1.7938902826639747,-5.879402943698887,9.467183509026837,1.6499999999999986,-0.15170807846332046,3.4517080784633176,2.0
2004,House,ND,1,30.18730298383532,19.33562763504736,41.03897833262328,30.0,,,1.0
2004,House,NE,1,-4.855684270606014,-12.528977496968876,2.8176089557568478,-5.0,-7.771858582251266,-2.2281414177487338,2.0
2004,House,NE,2,-26.856111124528983,-34.529404350891845,-19.18281789816612,-27.0,-35.315575746753794,-18.684424253246203,2.0
2004,House,NE,3,-77.85610971733593,-88.70778506612389,-67.00443436854796,-78.0,,,1.0
2004,House,NH,1,-26.358777796058554,-34.03207102242142,-18.685484569695692,-26.5,-47.2889393668845,-5.711060633115501,2.0
2004,House,NH,2,-22.356109658757912,-30.029402885120774,-14.68281643239505,-22.5,-34.9733636201307,-10.026636379869302,2.0
2004,House,NM,1,-7.8604339546628434,-18.712109303450806,2.991241394125119,-8.0,,,1.0
2004,House,NM,2,-11.856109717336023,-22.707785066123986,-1.0044343685480612,-12.0,,,1.0
2004,House,NV,3,-13.856109716961207,-20.121327400742363,-7.59089203318005,-14.0,-21.066880499909416,-6.933119500090582,3.0
2004,House,OK,1,-24.401198025477846,-32.07449125184071,-16.727904799114985,-24.5,-28.657787873376897,-20.342212126623103,2.0
2004,House,PA,13,14.6287405645508,6.955447338187938,22.30203379091366,14.5,4.798494962120568,24.201505037879432,2.0
2004,House,PA,15,-32.85733273696513,-43.70900808575309,-22.005657388177163,-33.0,,,1.0
2004,House,PA,17,12.101246879135664,1.2495715303477013,22.952922227923626,12.0,,,1.0
2004,House,SD,1,6.249803521484533,1.8196256116730023,10.679981431296063,6.116666666666667,-3.589127204350099,15.822460537683433,6.0
2004,House,TX,17,10.143900773832213,-0.7077745749557494,20.995576122620175,10.0,,,1.0
2004,House,TX,32,-0.8158544991963688,-11.667529847984332,10.035820849591593,-1.0,,,1.0
2004,House,UT,1,-37.1222444528138,-44.79553767917666,-29.44895122645094,-37.25,-53.18818684794478,-21.311813152055223,2.0
2004,House,UT,2,12.875538295836664,6.610320612055507,19.140755979617822,12.866666666666667,-4.86600840883543,30.599341742168765,3.0
2004,House,UT,3,-26.802176422080347,-34.47546964844321,-19.128883195717485,-26.85,-35.58135453409149,-18.11864546590851,2.0
2004,House,WA,5,-17.25343345334902,-28.105108802136982,-6.401758104561059,-17.0,,,1.0
2004,House,WA,8,-5.856651697145459,-13.529944923508321,1.816641529217403,-6.0,-6.0,-6.0,2.0
2004,President,AL,0,-20.5754017055909,-28.24869493195376,-12.902108479228037,-21.0,-29.315575746753797,-12.684424253246203,2.0
2004,President,AR,0,-3.183735037235436,-6.3163438791260145,-0.05112619534485763,-3.6083333333333343,-9.656079469980714,2.4394128033140454,12.0
2004,President,AZ,0,-8.175401749490103,-13.028418499419828,-3.322384999560377,-8.6,-17.09835748836209,-0.10164251163791072,5.0
2004,President,CA,0,11.674598289345836,7.837951676164405,15.511244902527267,11.25,5.440421702051,17.059578297949,8.0
2004,President,CO,0,-3.070840441282874,-5.5603855051501485,-0.5812953774155991,-3.547368421052631,-10.2596708349719,3.164933992866638,19.0
2004,President,DE,0,7.513467657917047,-3.338207690870915,18.36514300670501,7.0,,,1.0
2004,President,FL,0,-0.36366213530131386,-2.1240363320313604,1.3967120614287327,-0.8815789473684212,-7.094342826323361,5.3311849315865185,38.0
2004,President,GA,0,-11.999468235567358,-16.42964614537889,-7.569290325755827,-12.5,-18.14670523402807,-6.85329476597193,6.0
2004,President,HI,0,0.01378517089912753,-7.659508055463735,7.687078397261989,-0.5,-1.8859292911256331,0.8859292911256331,2.0
2004,President,IA,0,0.5521242740323208,-1.8159054261061152,2.920153974170757,0.0380952380952383,-7.688004045070449,7.764194521260925,21.0
2004,President,IL,0,10.782790577429465,5.929773827499739,15.63580732735919,10.2,7.2928501930584995,13.1071498069415,5.0
2004,President,IN,0,-19.797003449710658,-26.062221133491814,-13.531785765929502,-20.333333333333332,-23.327282787371146,-17.339383879295518,3.0
2004,President,KS,0,-25.4862573261024,-33.15955055246526,-17.81296409973954,-26.0,-34.315575746753794,-17.684424253246203,2.0
2004,President,KY,0,-19.486257351477914,-25.75147503525907,-13.221039667696758,-20.0,-25.1856725696866,-14.814327430313401,3.0
2004,President,LA,0,-14.686268259093874,-19.5392850090236,-9.833251509164148,-15.2,-29.562935633080027,-0.8370643669199715,5.0
2004,President,MD,0,12.013498155263719,6.587660480869737,17.4393358296577,11.5,-2.9473849998307067,25.947384999830707,4.0
2004,President,ME,0,7.483288029836121,2.6302712799063954,12.336304779765847,7.4,1.4228033326650529,13.377196667334948,5.0
2004,President,MI,0,4.40264611851564,1.976137743550777,6.829154493480503,3.8200000000000003,-3.4462329746647455,11.086232974664746,20.0
2004,President,MN,0,3.6445970588403265,1.0868326500527061,6.202361467627947,3.283333333333333,-5.68775300655032,12.254419673216987,18.0
2004,President,MO,0,-4.444499418591434,-7.454212641264016,-1.4347861959188517,-4.838461538461538,-7.298942708831187,-2.3779803680918894,13.0
2004,President,MT,0,-21.589722701181493,-32.44139804996946,-10.738047352393531,-21.0,,,1.0
2004,President,NC,0,-7.7610758624921985,-11.862623616964063,-3.659528108020334,-8.285714285714286,-13.678895165306589,-2.8925334061219834,7.0
2004,President,ND,0,-18.638089839769936,-29.489765188557897,-7.786414490981974,-20.0,,,1.0
2004,President,NE,0,-28.46921772914931,-36.14251095551217,-20.79592450278645,-29.0,-29.0,-29.0,2.0
2004,President,NH,0,3.7597177587876867,1.1277998953780317,6.391635622197342,3.282352941176471,-3.2848300075735444,9.849535889926486,17.0
2004,President,NJ,0,7.601175471102277,4.468566629211699,10.733784312992855,7.083333333333333,-0.8213618575393715,14.988028524206037,12.0
2004,President,NM,0,1.9332502077302847,-1.1993586341602938,5.0658590496208635,1.4666666666666661,-10.86855230794076,13.801885641274094,12.0
2004,President,NV,0,-3.4288938364599186,-6.14181267365691,-0.7159749992629281,-4.00625,-9.759651307053073,1.7471513070530724,16.0
2004,President,NY,0,14.007906928806582,9.154890178876856,18.860923678736306,13.4,2.6110945874940583,24.188905412505942,5.0
2004,President,OH,0,-0.022284862363627443,-1.9713032908791974,1.9267335661519427,-0.4838709677419355,-6.595823703583509,5.628081768099639,31.0
2004,President,OK,0,-30.233005347044934,-34.66318325685646,-25.802827437233404,-30.833333333333332,-35.201393161983425,-26.46527350468324,6.0
2004,President,OR,0,7.367007301273175,4.357294078600593,10.376720523945757,6.946153846153845,-0.4611662339581759,14.353473926265865,13.0
2004,President,PA,0,3.0072815902553627,0.9921760665746047,5.022387113936121,2.558620689655172,-2.619245599690742,7.736486979001086,29.0
2004,President,RI,0,13.513731353672835,2.6620560048848727,24.365406702460795,13.0,,,1.0
2004,President,SC,0,-14.891919918330675,-22.565213144693537,-7.218626691967813,-15.5,-22.429646455628166,-8.570353544371834,2.0
2004,President,SD,0,-17.93818219034701,-22.791198940276736,-13.085165440417285,-18.4,-32.43830759030446,-4.361692409695532,5.0
2004,President,TN,0,-9.233263075895312,-12.66486412898252,-5.801662022808104,-9.42,-26.912211529071385,8.072211529071383,10.0
2004,President,TX,0,-21.48621587229824,-32.3378912210862,-10.634540523510276,-22.0,,,1.0
2004,President,UT,0,-44.48693333190619,-52.160226558269045,-36.81364010554333,-45.0,-45.0,-45.0,2.0
2004,President,VA,0,-5.307372112351628,-10.160388862281355,-0.4543553624219028,-5.8,-9.816804700256164,-1.783195299743837,5.0
2004,President,WA,0,8.151675475895464,4.879772250561034,11.423578701229895,7.5636363636363635,3.0511453200793968,12.07612740719333,11.0
2004,President,WI,0,0.5934849914644308,-1.896060072402844,3.0830300553317054,0.1421052631578945,-7.3650659703910355,7.6492764967068245,19.0
2004,President,WV,0,-5.306117564696974,-9.142764177878405,-1.469470951515543,-5.850000000000001,-12.234736799586969,0.5347367995869661,8.0
2004,Senate,AK,0,-0.017512947763002325,-6.282730631544159,6.247704736018155,0.20000000000000048,-8.934525275021137,9.33452527502114,3.0
2004,Senate,AR,0,20.96381073290132,16.53363282308979,25.39398864271285,20.833333333333332,1.8945533655881377,39.77211330107853,6.0
2004,Senate,CA,0,19.642419743054543,15.212241833243013,24.072597652866072,19.5,14.132318936449373,24.867681063550627,6.0
2004,Senate,CO,0,2.885365689057546,0.08347516210385653,5.687256216011235,2.8,-5.971645227663964,11.571645227663964,15.0
2004,Senate,FL,0,0.9158023199075382,-1.4522273802308978,3.283832020045974,0.8142857142857144,-4.792919650243037,6.421491078814465,21.0
2004,Senate,GA,0,-15.231249337050532,-19.66142724686206,-10.801071427239002,-15.166666666666666,-19.534726495316757,-10.798606838016575,6.0
2004,Senate,IA,0,-44.50815946691118,-50.77337715069234,-38.24294178313002,-44.666666666666664,-50.967185163848725,-38.3661481694846,3.0
2004,Senate,IL,0,45.30866615636487,40.45564940643514,50.1616829062946,45.2,37.190335837252604,53.2096641627474,5.0
2004,Senate,IN,0,29.510381393807855,21.837088167444993,37.18367462017072,29.5,22.570353544371834,36.429646455628166,2.0
2004,Senate,KS,0,-32.85611391868777,-40.52940714505063,-25.182820692324906,-33.0,-33.0,-33.0,2.0
2004,Senate,KY,0,-6.8147781304254496,-11.24495604023698,-2.384600220613919,-6.833333333333333,-17.740282799919612,4.073616133252945,6.0
2004,Senate,MD,0,37.14379489260474,26.292119543816774,47.9954702413927,37.0,,,1.0
2004,Senate,MO,0,-19.856540239775114,-25.282377914169096,-14.430702565381132,-20.0,-28.001666493091715,-11.998333506908285,4.0
2004,Senate,NC,0,-1.8649924819157928,-5.482217598178447,1.7522326343468613,-1.966666666666667,-7.118894922479873,3.1855615891465394,9.0
2004,Senate,ND,0,51.14405726831002,40.29238191952206,61.995732617097985,51.0,,,1.0
2004,Senate,NH,0,-33.57372746623802,-37.675275220709885,-29.472179711766152,-33.714285714285715,-47.78968268914934,-19.638888739422093,7.0
2004,Senate,NV,0,24.14989620080289,19.71971829099136,28.58007411061442,24.0,10.030272729934918,37.96972727006508,6.0
2004,Senate,NY,0,52.11478588695361,44.441492660590754,59.78807911331647,52.0,40.91256567099494,63.08743432900506,2.0
2004,Senate,OH,0,-27.930484942333877,-31.063093784224456,-24.797876100443297,-28.083333333333332,-36.075901851347524,-20.090764815319144,12.0
2004,Senate,OK,0,-1.9327770846571353,-5.364378137744343,1.4988239684300728,-2.0500000000000007,-10.929206220778472,6.82920622077847,10.0
2004,Senate,PA,0,-18.70078853530159,-21.601020765849103,-15.800556304754078,-18.785714285714285,-27.920193345425773,-9.651235226002795,14.0
2004,Senate,SC,0,-7.755131133417313,-13.180968807811293,-2.329293459023332,-7.75,-15.319931747820892,-0.18006825217910816,4.0
2004,Senate,SD,0,-0.06933861753164036,-3.6865637337942943,3.547886498731014,-0.2222222222222222,-6.48025528204044,6.035810837595996,9.0
2004,Senate,UT,0,-40.35615774030684,-48.0294509666697,-32.68286451394398,-40.5,-47.429646455628166,-33.570353544371834,2.0
2004,Senate,WA,0,13.938582713164937,9.085565963235211,18.791599463094663,13.8,4.5650923123184395,23.03490768768156,5.0
2004,Senate,WI,0,15.117945986460361,10.68776807664883,19.548123896271893,15.0,1.030272729934918,28.969727270065082,6.0
2006,Governor,AK,0,-3.7022386655934585,-8.132416575404989,0.7279392442180721,-4.566666666666666,-11.825197059705378,2.691863726372045,6.0
2006,Governor,AL,0,-15.468848698752668,-21.734066382533825,-9.20363101497151,-16.333333333333332,-19.327282787371146,-13.339383879295516,3.0
2006,Governor,AR,0,10.651174413149501,6.8145277999680705,14.487821026330932,9.7875,-4.513953982025745,24.088953982025743,8.0
2006,Governor,AZ,0,21.60336734351195,17.50181958904009,25.704915097983815,20.728571428571428,-2.565684115088544,44.0228269722314,7.0
2006,Governor,CA,0,-12.100792133763363,-15.372695359097793,-8.828888908428933,-13.018181818181818,-21.12311630616785,-4.913247330195784,11.0
2006,Governor,CO,0,15.131840042460423,11.700238989373215,18.56344109554763,14.280000000000001,-1.2062878759816975,29.7662878759817,10.0
2006,Governor,CT,0,-24.887224510704783,-29.74024126063451,-20.034207760775057,-25.8,-33.18584592311537,-18.41415407688463,5.0
