,state,district,office_type,poll_id,pollster_rating_id,pollster,question_id,methodology,sample_size,population,partisan,days_before_election,pred_margin,actual_margin,bias,error,year
31,Michigan,0,Senate,34354,84.0,EPIC-MRA,42174,Live Phone,600.0,lv,NO,8.0,15.0,13.285311446611558,1.7146885533884415,1.7146885533884415,
32,Michigan,0,Senate,34317,213.0,Mitchell Research & Communications,42160,IVR,1224.0,lv,NO,2.0,12.0,13.285311446611558,-1.2853114466115585,1.2853114466115585,
33,Michigan,0,Senate,34328,263.0,Public Policy Polling,125177,IVR/Online Panel,914.0,lv,NO,3.0,13.0,13.285311446611558,-0.2853114466115585,0.2853114466115585,
34,New Mexico,0,Senate,33046,280.0,Research & Polling Inc.,39651,Live Phone,603.0,lv,NO,55.0,13.0,11.11762035747401,1.88237964252599,1.88237964252599,
35,New Mexico,0,Senate,32994,277.0,Rasmussen Reports,39597,IVR/Online Panel,830.0,lv,NO,43.0,13.0,11.11762035747401,1.88237964252599,1.88237964252599,
36,New Mexico,0,Senate,33730,124.0,Gravis Marketing,40914,IVR,727.0,lv,NO,36.0,17.0,11.11762035747401,5.88237964252599,5.88237964252599,
37,New Mexico,0,Senate,32942,391.0,YouGov,39540,Online Panel,1093.0,lv,NO,39.0,18.0,11.11762035747401,6.88237964252599,6.88237964252599,
38,New Mexico,0,Senate,34436,372.0,Vox Populi Polling,42169,IVR/Online Panel,614.0,lv,NO,14.0,6.0,11.11762035747401,-5.11762035747401,5.11762035747401,
39,New Mexico,0,Senate,34098,280.0,Research & Polling Inc.,42108,Live Phone,614.0,lv,NO,13.0,7.0,11.11762035747401,-4.11762035747401,4.11762035747401,
40,New Mexico,0,Senate,33761,391.0,YouGov,40947,Online Panel,962.0,lv,NO,15.0,16.0,11.11762035747401,4.88237964252599,4.88237964252599,
41,Illinois,0,Senate,33040,4.0,APC Research,39645,Live Phone,800.0,lv,NO,58.0,23.0,10.853696067649423,12.146303932350577,12.146303932350577,
42,Illinois,0,Senate,32983,277.0,Rasmussen Reports,39584,IVR/Online Panel,750.0,lv,NO,41.0,14.0,10.853696067649423,3.146303932350577,3.146303932350577,
43,Illinois,0,Senate,32955,391.0,YouGov,39554,Online Panel,3955.0,lv,NO,39.0,12.0,10.853696067649423,1.1463039323505768,1.1463039323505768,
44,Illinois,0,Senate,34459,376.0,We Ask America,42224,IVR,1086.0,lv,NO,29.0,12.980000000000004,10.853696067649423,2.126303932350581,2.126303932350581,
45,Illinois,0,Senate,33769,498.0,University of Illinois Springfield Survey Research Office,40955,Online Panel,723.0,lv,NO,30.0,15.5,10.853696067649423,4.646303932350577,4.646303932350577,
46,Illinois,0,Senate,33745,430.0,Southern Illinois University Paul Simon Public Policy Institute,40929,Live Phone,691.0,lv,NO,31.0,10.399999999999999,10.853696067649423,-0.4536960676494246,0.4536960676494246,
47,Illinois,0,Senate,33756,4.0,APC Research,40942,Live Phone,800.0,lv,NO,17.0,14.0,10.853696067649423,3.146303932350577,3.146303932350577,
48,Illinois,0,Senate,33800,391.0,YouGov,40986,Online Panel,3519.0,lv,NO,15.0,13.0,10.853696067649423,2.146303932350577,2.146303932350577,
49,Illinois,0,Senate,34512,202.0,McKeon & Associates,42272,Live Phone,823.0,lv,NO,7.0,10.0,10.853696067649423,-0.8536960676494232,0.8536960676494232,
50,Illinois,0,Senate,34395,263.0,Public Policy Polling,125175,IVR/Online Panel,1064.0,lv,NO,3.0,10.0,10.853696067649423,-0.8536960676494232,0.8536960676494232,
51,Montana,0,Senate,33706,124.0,Gravis Marketing,40889,IVR,535.0,lv,NO,36.0,-13.0,-17.717791610108534,4.717791610108534,4.717791610108534,
52,Montana,0,Senate,32947,391.0,YouGov,39545,Online Panel,549.0,lv,NO,39.0,-21.0,-17.717791610108534,-3.2822083898914656,3.2822083898914656,
53,Montana,0,Senate,33752,216.0,Montana State University Billings,40938,Live Phone,410.0,lv,NO,27.0,-16.1,-17.717791610108534,1.617791610108533,1.617791610108533,
54,Montana,0,Senate,33833,391.0,YouGov,41022,Online Panel,497.0,lv,NO,15.0,-18.0,-17.717791610108534,-0.28220838989146557,0.28220838989146557,
55,Montana,0,Senate,34429,124.0,Gravis Marketing,42152,IVR,604.0,lv,NO,12.0,-14.0,-17.717791610108534,3.7177916101085344,3.7177916101085344,
56,Minnesota,0,Senate,33055,197.0,Mason-Dixon Polling & Strategy,39660,Live Phone,800.0,lv,NO,56.0,13.0,10.243509049581931,2.756490950418069,2.756490950418069,
57,Minnesota,0,Senate,32966,277.0,Rasmussen Reports,39565,IVR/Online Panel,750.0,lv,NO,36.0,8.0,10.243509049581931,-2.243509049581931,2.243509049581931,
58,Minnesota,0,Senate,32949,391.0,YouGov,39547,Online Panel,2562.0,lv,NO,39.0,7.0,10.243509049581931,-3.243509049581931,3.243509049581931,
59,Minnesota,0,Senate,33710,325.0,SurveyUSA,40893,IVR/Online Panel,577.0,lv,NO,34.0,18.0,10.243509049581931,7.756490950418069,7.756490950418069,
60,Minnesota,0,Senate,33726,260.0,Public Opinion Strategies,40910,Live Phone,500.0,lv,R,29.0,7.0,10.243509049581931,-3.243509049581931,3.243509049581931,
61,Minnesota,0,Senate,33782,325.0,SurveyUSA,40968,IVR/Online Panel,597.0,lv,NO,20.0,15.0,10.243509049581931,4.756490950418069,4.756490950418069,
62,Minnesota,0,Senate,33821,197.0,Mason-Dixon Polling & Strategy,41010,Live Phone,800.0,lv,NO,14.0,9.0,10.243509049581931,-1.243509049581931,1.243509049581931,
63,Minnesota,0,Senate,33785,391.0,YouGov,40971,Online Panel,2430.0,lv,NO,15.0,10.0,10.243509049581931,-0.24350904958193098,0.24350904958193098,
64,Minnesota,0,Senate,34386,325.0,SurveyUSA,42115,IVR/Online Panel,597.0,lv,NO,6.0,11.0,10.243509049581931,0.756490950418069,0.756490950418069,
65,New Hampshire,0,Senate,33052,118.0,Global Strategy Group,39657,IVR,1027.0,lv,D,55.0,7.0,3.2442298513394263,3.7557701486605737,3.7557701486605737,
66,New Hampshire,0,Senate,33041,228.0,New England College Polling Center,39646,IVR,630.0,lv,NO,55.0,11.0,3.2442298513394263,7.755770148660574,7.755770148660574,
67,New Hampshire,0,Senate,33042,179.0,Magellan Strategies,39647,IVR,2214.0,lv,R,55.0,-1.6000000000000014,3.2442298513394263,-4.844229851339428,4.844229851339428,
68,New Hampshire,0,Senate,33043,277.0,Rasmussen Reports,39648,IVR/Online Panel,750.0,lv,NO,55.0,3.0,3.2442298513394263,-0.24422985133942632,0.24422985133942632,
69,New Hampshire,0,Senate,33047,162.0,Kiley & Company,39652,Live Phone,600.0,lv,D,55.0,8.0,3.2442298513394263,4.755770148660574,4.755770148660574,
70,New Hampshire,0,Senate,33050,37.0,Big Village,39655,Live Phone,735.0,lv,NO,55.0,0.0,3.2442298513394263,-3.2442298513394263,3.2442298513394263,
71,New Hampshire,0,Senate,33028,9.0,American Research Group,39633,Live Phone,495.0,lv,NO,51.0,5.0,3.2442298513394263,1.7557701486605737,1.7557701486605737,
72,New Hampshire,0,Senate,33018,372.0,Vox Populi Polling,39621,IVR/Online Panel,550.0,lv,NO,50.0,-4.0,3.2442298513394263,-7.244229851339426,7.244229851339426,
73,New Hampshire,0,Senate,33006,263.0,Public Policy Polling,39609,IVR,652.0,lv,D,47.0,6.0,3.2442298513394263,2.7557701486605737,2.7557701486605737,
74,New Hampshire,0,Senate,33005,228.0,New England College Polling Center,39608,IVR,1494.0,lv,NO,46.0,7.300000000000004,3.2442298513394263,4.055770148660578,4.055770148660578,
75,New Hampshire,0,Senate,32982,228.0,New England College Polling Center,39583,IVR,1331.0,lv,NO,39.0,0.5,3.2442298513394263,-2.7442298513394263,2.7442298513394263,
76,New Hampshire,0,Senate,32973,9.0,American Research Group,39572,Live Phone,600.0,lv,NO,37.0,10.0,3.2442298513394263,6.755770148660574,6.755770148660574,
77,New Hampshire,0,Senate,32944,391.0,YouGov,39542,Online Panel,1260.0,lv,NO,39.0,7.0,3.2442298513394263,3.7557701486605737,3.7557701486605737,
78,New Hampshire,0,Senate,33725,228.0,New England College Polling Center,40909,IVR,1286.0,lv,NO,32.0,2.6000000000000014,3.2442298513394263,-0.6442298513394249,0.6442298513394249,
79,New Hampshire,0,Senate,34038,357.0,University of New Hampshire Survey Center,40900,Live Phone,681.0,lv,NO,33.0,6.0,3.2442298513394263,2.7557701486605737,2.7557701486605737,
80,New Hampshire,0,Senate,33719,325.0,SurveyUSA,40903,IVR/Live Phone,824.0,lv,NO,29.0,2.0,3.2442298513394263,-1.2442298513394263,1.2442298513394263,
81,New Hampshire,0,Senate,33744,228.0,New England College Polling Center,40928,IVR,1081.0,lv,NO,26.0,-1.1000000000000014,3.2442298513394263,-4.344229851339428,4.344229851339428,
82,New Hampshire,0,Senate,33750,162.0,Kiley & Company,40936,Live Phone,600.0,lv,D,27.0,6.0,3.2442298513394263,2.7557701486605737,2.7557701486605737,
83,New Hampshire,0,Senate,34431,391.0,YouGov,42154,Online Panel,322.0,lv,NO,23.0,3.0,3.2442298513394263,-0.24422985133942632,0.24422985133942632,
84,New Hampshire,0,Senate,33820,228.0,New England College Polling Center,41009,IVR,921.0,lv,NO,19.0,-0.4000000000000057,3.2442298513394263,-3.644229851339432,3.644229851339432,
85,New Hampshire,0,Senate,33837,323.0,Suffolk University,41026,Live Phone,500.0,lv,NO,17.0,3.0,3.2442298513394263,-0.24422985133942632,0.24422985133942632,
86,New Hampshire,0,Senate,33839,263.0,Public Policy Polling,41028,IVR,764.0,lv,D,15.0,4.0,3.2442298513394263,0.7557701486605737,0.7557701486605737,
87,New Hampshire,0,Senate,33817,37.0,Big Village,41006,Live Phone,645.0,lv,NO,15.0,2.0,3.2442298513394263,-1.2442298513394263,1.2442298513394263,
88,New Hampshire,0,Senate,33757,355.0,University of Massachusetts Lowell Center for Public Opinion,40943,Live Phone,643.0,lv,NO,17.0,3.0,3.2442298513394263,-0.24422985133942632,0.24422985133942632,
89,New Hampshire,0,Senate,33762,9.0,American Research Group,40948,Live Phone,600.0,lv,NO,14.0,1.0,3.2442298513394263,-2.2442298513394263,2.2442298513394263,
90,New Hampshire,0,Senate,33803,391.0,YouGov,40989,Online Panel,1042.0,lv,NO,15.0,5.0,3.2442298513394263,1.7557701486605737,1.7557701486605737,
91,New Hampshire,0,Senate,33966,228.0,New England College Polling Center,42141,IVR,1132.0,lv,NO,11.0,-1.5,3.2442298513394263,-4.744229851339426,4.744229851339426,
92,New Hampshire,0,Senate,34347,357.0,University of New Hampshire Survey Center,42097,Live Phone,555.0,lv,NO,11.0,8.0,3.2442298513394263,4.755770148660574,4.755770148660574,
93,New Hampshire,0,Senate,34417,372.0,Vox Populi Polling,42132,IVR/Online Panel,544.0,lv,NO,8.0,-4.0,3.2442298513394263,-7.244229851339426,7.244229851339426,
94,New Hampshire,0,Senate,34333,9.0,American Research Group,42189,Live Phone,600.0,lv,NO,7.0,0.0,3.2442298513394263,-3.2442298513394263,3.2442298513394263,
95,New Hampshire,0,Senate,34393,277.0,Rasmussen Reports,42167,IVR/Online Panel,940.0,lv,NO,6.0,7.0,3.2442298513394263,3.7557701486605737,3.7557701486605737,
96,New Hampshire,0,Senate,34501,263.0,Public Policy Polling,42258,IVR,679.0,lv,D,5.0,2.0,3.2442298513394263,-1.2442298513394263,1.2442298513394263,
97,New Hampshire,0,Senate,34377,228.0,New England College Polling Center,42112,IVR,1526.0,lv,NO,4.0,-0.5,3.2442298513394263,-3.7442298513394263,3.7442298513394263,
98,New Hampshire,0,Senate,34423,357.0,University of New Hampshire Survey Center,42140,Live Phone,757.0,lv,NO,4.0,2.0,3.2442298513394263,-1.2442298513394263,1.2442298513394263,
99,New Hampshire,0,Senate,34345,263.0,Public Policy Polling,42194,IVR/Online Panel,1690.0,lv,NO,2.0,2.0,3.2442298513394263,-1.2442298513394263,1.2442298513394263,
100,Maine,0,Senate,34476,357.0,University of New Hampshire Survey Center,42226,Live Phone,482.0,lv,NO,43.0,-30.0,-36.9603726979544,6.960372697954398,6.960372697954398,
101,Maine,0,Senate,34014,249.0,Pan Atlantic Research,42252,Live Phone,400.0,lv,NO,39.0,-43.3,-36.9603726979544,-6.339627302045599,6.339627302045599,
102,Maine,0,Senate,32951,391.0,YouGov,39549,Online Panel,1531.0,lv,NO,39.0,-24.0,-36.9603726979544,12.960372697954398,12.960372697954398,
103,Maine,0,Senate,33724,154.0,Ipsos,40908,Online Panel,540.0,lv,NO,26.0,-25.0,-36.9603726979544,11.960372697954398,11.960372697954398,
104,Maine,0,Senate,33766,357.0,University of New Hampshire Survey Center,40952,Live Phone,667.0,lv,NO,17.0,-35.0,-36.9603726979544,1.9603726979543978,1.9603726979543978,
105,Maine,0,Senate,34008,249.0,Pan Atlantic Research,42164,Live Phone,400.0,lv,NO,17.0,-39.599999999999994,-36.9603726979544,-2.6396273020455965,2.6396273020455965,
106,Maine,0,Senate,33796,391.0,YouGov,40982,Online Panel,1177.0,lv,NO,15.0,-19.0,-36.9603726979544,17.960372697954398,17.960372697954398,
107,Maine,0,Senate,34322,154.0,Ipsos,42171,Online Panel,488.0,lv,NO,9.0,-32.0,-36.9603726979544,4.960372697954398,4.960372697954398,
108,Maine,0,Senate,34383,180.0,Maine People's Resource Center,42130,IVR/Online Panel,906.0,lv,NO,3.0,-20.1,-36.9603726979544,16.860372697954396,16.860372697954396,
109,New Jersey,0,Senate,33064,317.0,Stockton University William J. Hughes Center for Public Policy,39670,Live Phone,807.0,lv,NO,58.0,13.0,13.509723005988107,-0.509723005988107,0.509723005988107,
110,New Jersey,0,Senate,32974,267.0,Quinnipiac University,39573,Live Phone,1058.0,lv,NO,38.0,11.0,13.509723005988107,-2.509723005988107,2.509723005988107,
111,New Jersey,0,Senate,32943,391.0,YouGov,39541,Online Panel,2011.0,lv,NO,39.0,14.0,13.509723005988107,0.49027699401189295,0.49027699401189295,
112,New Jersey,0,Senate,33683,215.0,Monmouth University Polling Institute,40866,Live Phone,477.0,lv,NO,31.0,15.0,13.509723005988107,1.490276994011893,1.490276994011893,
113,New Jersey,0,Senate,34502,317.0,Stockton University William J. Hughes Center for Public Policy,42259,,810.0,lv,NO,28.0,9.0,13.509723005988107,-4.509723005988107,4.509723005988107,
114,New Jersey,0,Senate,33805,92.0,Fairleigh Dickinson University,40991,Live Phone,525.0,lv,NO,19.0,16.0,13.509723005988107,2.490276994011893,2.490276994011893,
115,New Jersey,0,Senate,33816,317.0,Stockton University William J. Hughes Center for Public Policy,41005,Live Phone,806.0,lv,NO,15.0,24.0,13.509723005988107,10.490276994011893,10.490276994011893,
116,New Jersey,0,Senate,33759,391.0,YouGov,40945,Online Panel,1868.0,lv,NO,15.0,12.0,13.509723005988107,-1.509723005988107,1.509723005988107,
117,New Jersey,0,Senate,34410,215.0,Monmouth University Polling Institute,42116,Live Phone,750.0,lv,NO,3.0,14.0,13.509723005988107,0.49027699401189295,0.49027699401189295,
118,South Carolina,0,Senate,32978,386.0,Winthrop University Center for Public Opinion & Policy Research,39578,Live Phone,1082.0,lv,NO,40.0,-18.299999999999997,-17.435638973449187,-0.8643610265508102,0.8643610265508102,
119,South Carolina,0,Senate,32938,391.0,YouGov,39534,Online Panel,2663.0,lv,NO,39.0,-17.0,-17.435638973449187,0.435638973449187,0.435638973449187,
120,South Carolina,0,Senate,34504,326.0,Susquehanna Polling & Research Inc.,42261,Live Phone,917.0,lv,NO,19.0,-20.0,-17.435638973449187,-2.564361026550813,2.564361026550813,
121,South Carolina,0,Senate,33798,391.0,YouGov,40984,Online Panel,1566.0,lv,NO,15.0,-15.0,-17.435638973449187,2.435638973449187,2.435638973449187,
122,Alaska,0,Senate,33060,134.0,Harstad Strategic Research,39665,Live Phone,709.0,lv,D,56.0,5.0,-2.129603399433428,7.129603399433428,7.129603399433428,
123,Alaska,0,Senate,33032,136.0,Hays Research Group,39637,Live Phone,500.0,lv,D,52.0,4.200000000000003,-2.129603399433428,6.329603399433431,6.329603399433431,
124,Alaska,0,Senate,33017,79.0,Dittman Research,39620,Live Phone,800.0,lv,R,49.0,-5.0,-2.129603399433428,-2.870396600566572,2.870396600566572,
125,Alaska,0,Senate,33003,263.0,Public Policy Polling,126627,IVR/Online Panel,880.0,lv,NO,45.0,-2.0,-2.129603399433428,0.12960339943342802,0.12960339943342802,
126,Alaska,0,Senate,32991,277.0,Rasmussen Reports,39594,IVR/Online Panel,750.0,lv,NO,42.0,-5.0,-2.129603399433428,-2.870396600566572,2.870396600566572,
127,Alaska,0,Senate,34468,137.0,Hellenthal & Associates,42215,Live Phone,400.0,lv,NO,47.0,-4.5,-2.129603399433428,-2.370396600566572,2.370396600566572,
128,Alaska,0,Senate,32964,391.0,YouGov,39563,Online Panel,593.0,lv,NO,39.0,-6.0,-2.129603399433428,-3.870396600566572,3.870396600566572,
129,Alaska,0,Senate,33713,415.0,Hickman Analytics,40896,Live Phone,400.0,lv,NO,36.0,-5.0,-2.129603399433428,-2.870396600566572,2.870396600566572,
130,Alaska,0,Senate,33705,37.0,Big Village,40888,Live Phone,704.0,lv,NO,32.0,-6.0,-2.129603399433428,-3.870396600566572,3.870396600566572,
131,Alaska,0,Senate,33711,103.0,Beacon Research/Shaw & Co. Research,40894,Live Phone,706.0,lv,NO,29.0,-4.0,-2.129603399433428,-1.870396600566572,1.870396600566572,
132,Alaska,0,Senate,33751,277.0,Rasmussen Reports,40937,IVR/Online Panel,700.0,lv,NO,25.0,-3.0,-2.129603399433428,-0.870396600566572,0.870396600566572,
133,Alaska,0,Senate,33780,137.0,Hellenthal & Associates,125179,Live Phone,403.0,lv,NO,17.0,9.399999999999999,-2.129603399433428,11.529603399433427,11.529603399433427,
134,Alaska,0,Senate,33771,134.0,Harstad Strategic Research,40957,Live Phone,700.0,lv,D,15.0,0.0,-2.129603399433428,2.129603399433428,2.129603399433428,
135,Alaska,0,Senate,33810,391.0,YouGov,40998,Online Panel,561.0,lv,NO,15.0,-4.0,-2.129603399433428,-1.870396600566572,1.870396600566572,
136,Alaska,0,Senate,34435,155.0,Alaska Survey Research,127063,Live Phone,330.0,lv,NO,10.0,7.899999999999999,-2.129603399433428,10.029603399433427,10.029603399433427,
137,Alaska,0,Senate,34411,217.0,Moore Information Group,42119,Live Phone,500.0,lv,R,8.0,-4.0,-2.129603399433428,-1.870396600566572,1.870396600566572,
138,Alaska,0,Senate,34321,277.0,Rasmussen Reports,42142,IVR/Online Panel,887.0,lv,NO,6.0,-5.0,-2.129603399433428,-2.870396600566572,2.870396600566572,
139,Alaska,0,Senate,34324,263.0,Public Policy Polling,125176,IVR/Online Panel,1052.0,lv,NO,3.0,-1.0,-2.129603399433428,1.129603399433428,1.129603399433428,
140,Wyoming,0,Senate,32932,391.0,YouGov,39528,Online Panel,264.0,lv,NO,39.0,-58.0,-54.74018647188075,-3.2598135281192526,3.2598135281192526,
141,Wyoming,0,Senate,33789,391.0,YouGov,40975,Online Panel,258.0,lv,NO,15.0,-40.0,-54.74018647188075,14.740186471880747,14.740186471880747,
142,North Carolina,0,Senate,33073,113.0,Garin-Hart-Yang Research Group,39679,Live Phone,802.0,lv,D,60.0,3.0,-1.5644461031372217,4.564446103137222,4.564446103137222,
143,North Carolina,0,Senate,33063,86.0,Elon University,39669,Live Phone,629.0,lv,NO,58.0,5.800000000000004,-1.5644461031372217,7.364446103137226,7.364446103137226,
144,North Carolina,0,Senate,33054,325.0,SurveyUSA,39659,IVR/Online Panel,490.0,lv,NO,56.0,3.0,-1.5644461031372217,4.564446103137222,4.564446103137222,
145,North Carolina,0,Senate,33059,277.0,Rasmussen Reports,39664,IVR/Online Panel,1000.0,lv,NO,56.0,6.0,-1.5644461031372217,7.564446103137222,7.564446103137222,
146,North Carolina,0,Senate,33034,263.0,Public Policy Polling,39639,IVR/Online Panel,1266.0,lv,NO,52.0,4.0,-1.5644461031372217,5.564446103137222,5.564446103137222,
147,North Carolina,0,Senate,33021,103.0,Beacon Research/Shaw & Co. Research,39624,Live Phone,605.0,lv,NO,50.0,5.0,-1.5644461031372217,6.564446103137222,6.564446103137222,
148,North Carolina,0,Senate,34475,118.0,Global Strategy Group,42222,Live Phone,600.0,lv,D,48.0,4.0,-1.5644461031372217,5.564446103137222,5.564446103137222,
149,North Carolina,0,Senate,33012,139.0,High Point University Survey Research Center,39615,Live Phone,410.0,lv,NO,50.0,2.0,-1.5644461031372217,3.5644461031372217,3.5644461031372217,
150,North Carolina,0,Senate,32995,124.0,Gravis Marketing,39598,IVR/Online Panel,860.0,lv,NO,43.0,4.0,-1.5644461031372217,5.564446103137222,5.564446103137222,
151,North Carolina,0,Senate,32987,37.0,Big Village,39588,Live Phone,595.0,lv,NO,41.0,3.0,-1.5644461031372217,4.564446103137222,4.564446103137222,
152,North Carolina,0,Senate,32980,225.0,National Research,39581,Live Phone,600.0,lv,NO,39.0,5.0,-1.5644461031372217,6.564446103137222,6.564446103137222,
153,North Carolina,0,Senate,32929,183.0,Marist College,39525,Live Phone,665.0,lv,NO,36.0,4.0,-1.5644461031372217,5.564446103137222,5.564446103137222,
154,North Carolina,0,Senate,32946,391.0,YouGov,39544,Online Panel,2002.0,lv,NO,39.0,1.0,-1.5644461031372217,2.5644461031372217,2.5644461031372217,
155,North Carolina,0,Senate,73012,126.0,GQR,136942,,679.0,lv,D,39.0,4.0,-1.5644461031372217,5.564446103137222,5.564446103137222,
156,North Carolina,0,Senate,33697,277.0,Rasmussen Reports,40880,IVR/Online Panel,970.0,lv,NO,29.0,2.0,-1.5644461031372217,3.5644461031372217,3.5644461031372217,
157,North Carolina,0,Senate,33696,323.0,Suffolk University,40879,Live Phone,500.0,lv,NO,29.0,1.3999999999999986,-1.5644461031372217,2.9644461031372202,2.9644461031372202,
158,North Carolina,0,Senate,33699,260.0,Public Opinion Strategies,40882,Live Phone,600.0,lv,R,29.0,2.0,-1.5644461031372217,3.5644461031372217,3.5644461031372217,
159,North Carolina,0,Senate,33717,139.0,High Point University Survey Research Center,40901,Live Phone,584.0,lv,NO,31.0,-0.8999999999999986,-1.5644461031372217,0.6644461031372231,0.6644461031372231,
160,North Carolina,0,Senate,33747,325.0,SurveyUSA,40932,IVR/Online Panel,554.0,lv,NO,24.0,3.0,-1.5644461031372217,4.564446103137222,4.564446103137222,
161,North Carolina,0,Senate,33808,124.0,Gravis Marketing,40995,IVR,1022.0,lv,NO,19.0,-5.0,-1.5644461031372217,-3.4355538968627783,3.4355538968627783,
