poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct,ind,num_polls
87501.0,1741.0,ActiVote,,,ActiVote,721.0,ActiVote,,,App Panel,8.0,TX,6/25/24,7/18/24,,,,,,,203605.0,400.0,lv,,lv,,7/21/24 11:05,,https://www.activote.net/cruz-and-trump-lead-comfortably-in-texas/,,False,,9530.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,REP,Cruz,31008.0,Ted Cruz,53.9,,4.0
87502.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NC,7/16/24,7/18/24,,,,,,,203606.0,461.0,lv,,lv,,7/21/24 11:06,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-18-july-2024/,,,,9502.0,2024.0,Governor,0.0,,11/5/24,general,False,False,,DEM,Stein,30167.0,Joshua Harold Stein,37.0,,12.0
87502.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NC,7/16/24,7/18/24,,,,,,,203606.0,461.0,lv,,lv,,7/21/24 11:06,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-18-july-2024/,,,,9502.0,2024.0,Governor,0.0,,11/5/24,general,False,False,,REP,Robinson,30168.0,Mark Keith Robinson,36.0,,12.0
87502.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NC,7/16/24,7/18/24,,,,,,,203606.0,461.0,lv,,lv,,7/21/24 11:06,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-18-july-2024/,,,,9502.0,2024.0,Governor,0.0,,11/5/24,general,False,False,,LIB,Ross,31763.0,Mike Ross,1.0,,12.0
87502.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NC,7/16/24,7/18/24,,,,,,,203606.0,461.0,lv,,lv,,7/21/24 11:06,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-18-july-2024/,,,,9502.0,2024.0,Governor,0.0,,11/5/24,general,False,False,,GRE,Turner,31761.0,Michael Wayne Turner,1.0,,12.0
87518.0,1878.0,SoCal Research,2152,On Point Politics,SoCal Research,851.0,SoCal Research,,,Online Ad,8.0,PA,7/20/24,7/21/24,,,,,,,203666.0,500.0,lv,,lv,,7/22/24 10:21,,https://drive.google.com/file/d/1BTopd55Mr-uiOfZ_0booFKcstbNry-Ku/view,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,DEM,Casey,30990.0,Robert P. Casey Jr.,50.0,,19.0
87518.0,1878.0,SoCal Research,2152,On Point Politics,SoCal Research,851.0,SoCal Research,,,Online Ad,8.0,PA,7/20/24,7/21/24,,,,,,,203666.0,500.0,lv,,lv,,7/22/24 10:21,,https://drive.google.com/file/d/1BTopd55Mr-uiOfZ_0booFKcstbNry-Ku/view,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,REP,McCormick,30991.0,David McCormick,40.0,,19.0
87521.0,1416.0,HarrisX,2097,Forbes,HarrisX,133.0,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,US,7/19/24,7/21/24,,,,,,,203729.0,2169.0,lv,,lv,,7/22/24 15:23,,https://www.harrisx.com/content/hop-july-19-21-2024,,,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,DEM,,,,41.0,,23.0
87521.0,1416.0,HarrisX,2097,Forbes,HarrisX,133.0,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,US,7/19/24,7/21/24,,,,,,,203729.0,2169.0,lv,,lv,,7/22/24 15:23,,https://www.harrisx.com/content/hop-july-19-21-2024,,,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,REP,,,,49.0,,23.0
87520.0,1302.0,Echelon Insights,,,Echelon Insights,407.0,Echelon Insights,2.7,-0.8,Online Panel,9.0,US,7/19/24,7/21/24,,,,,,,203776.0,982.0,lv,,lv,,7/22/24 15:51,,https://echeloninsights.com/in-the-news/july2024-verified-voter-omnibus-2-2-2-2/,,,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,DEM,,,,48.0,,23.0
87520.0,1302.0,Echelon Insights,,,Echelon Insights,407.0,Echelon Insights,2.7,-0.8,Online Panel,9.0,US,7/19/24,7/21/24,,,,,,,203776.0,982.0,lv,,lv,,7/22/24 15:51,,https://echeloninsights.com/in-the-news/july2024-verified-voter-omnibus-2-2-2-2/,,,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,REP,,,,47.0,,23.0
87528.0,1801.0,Florida Atlantic University/Mainstreet Research,,,Florida Atlantic University PolCom Lab/Mainstreet Research,770.0,Florida Atlantic University PolCom Lab/Mainstreet Research,,,IVR/Online Panel,6.0,US,7/19/24,7/21/24,,,,,,,203902.0,711.0,lv,,lv,,7/23/24 11:02,,https://www.faupolling.com/fau-mainstreet-research-usa-poll-harris-narrows-trumps-lead-to-5-points/,,False,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,DEM,,,,44.5,,23.0
87528.0,1801.0,Florida Atlantic University/Mainstreet Research,,,Florida Atlantic University PolCom Lab/Mainstreet Research,770.0,Florida Atlantic University PolCom Lab/Mainstreet Research,,,IVR/Online Panel,6.0,US,7/19/24,7/21/24,,,,,,,203902.0,711.0,lv,,lv,,7/23/24 11:02,,https://www.faupolling.com/fau-mainstreet-research-usa-poll-harris-narrows-trumps-lead-to-5-points/,,False,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,REP,,,,45.1,,23.0
87534.0,262.0,Landmark Communications,,,Landmark Communications,166.0,Landmark Communications,2.1,-0.6,,5.0,GA,7/22/24,7/22/24,,,,,,,204025.0,400.0,lv,,lv,,7/24/24 09:21,,https://landmarkcommunications.net/statewide-presidential-poll-of-georgia-july-22-2024/,,,,8781.0,2024.0,U.S. President,0.0,,11/5/24,general,False,False,,DEM,Harris,16661.0,Kamala Harris,46.7,,15.0
87534.0,262.0,Landmark Communications,,,Landmark Communications,166.0,Landmark Communications,2.1,-0.6,,5.0,GA,7/22/24,7/22/24,,,,,,,204025.0,400.0,lv,,lv,,7/24/24 09:21,,https://landmarkcommunications.net/statewide-presidential-poll-of-georgia-july-22-2024/,,,,8781.0,2024.0,U.S. President,0.0,,11/5/24,general,False,False,,REP,Trump,16651.0,Donald Trump,48.0,,15.0
87538.0,356.0,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239.0,OnMessage Inc.,1.1,0.2,Online Panel,1.0,US,7/17/24,7/19/24,,,,,,,204107.0,800.0,lv,,lv,,7/24/24 12:26,,https://senopportunity.org/wp-content/uploads/2024/07/2024-07-SOF-61-School-Choice-DECK.pdf,,,REP,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,DEM,,,,43.0,,23.0
87538.0,356.0,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239.0,OnMessage Inc.,1.1,0.2,Online Panel,1.0,US,7/17/24,7/19/24,,,,,,,204107.0,800.0,lv,,lv,,7/24/24 12:26,,https://senopportunity.org/wp-content/uploads/2024/07/2024-07-SOF-61-School-Choice-DECK.pdf,,,REP,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,REP,,,,46.0,,23.0
87540.0,1001.0,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233.0,North Star Opinion Research,1.1,0.3,Live Phone,3.0,PA,7/20/24,7/23/24,,,,,,,204127.0,600.0,lv,,lv,,7/24/24 15:35,,https://amgreatness.com/2024/07/24/new-american-greatness-poll-shows-trump-winning-pennsylvania/,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,DEM,Casey,30990.0,Robert P. Casey Jr.,49.0,,19.0
87540.0,1001.0,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233.0,North Star Opinion Research,1.1,0.3,Live Phone,3.0,PA,7/20/24,7/23/24,,,,,,,204127.0,600.0,lv,,lv,,7/24/24 15:35,,https://amgreatness.com/2024/07/24/new-american-greatness-poll-shows-trump-winning-pennsylvania/,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,REP,McCormick,30991.0,David McCormick,41.0,,19.0
87555.0,568.0,YouGov,"2167,2168",The Times of London | SAY24,YouGov,391.0,YouGov,3.0,-1.1,Online Panel,9.0,US,7/22/24,7/23/24,,,,,,,204187.0,1155.0,lv,,lv,,7/25/24 14:16,,https://www.thetimes.com/world/us-world/article/trump-v-harris-polls-latest-debate-c85fhzxwq,,,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,DEM,,,,44.0,,23.0
87555.0,568.0,YouGov,"2167,2168",The Times of London | SAY24,YouGov,391.0,YouGov,3.0,-1.1,Online Panel,9.0,US,7/22/24,7/23/24,,,,,,,204187.0,1155.0,lv,,lv,,7/25/24 14:16,,https://www.thetimes.com/world/us-world/article/trump-v-harris-polls-latest-debate-c85fhzxwq,,,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,REP,,,,44.0,,23.0
87557.0,1424.0,Siena/NYT,,,The New York Times/Siena College,448.0,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,US,7/22/24,7/24/24,,,,,,,204204.0,1142.0,lv,,lv,,7/25/24 14:48,,https://www.nytimes.com/2024/07/25/us/politics/poll-kamala-harris-donald-trump.html,,,,8914.0,2024.0,U.S. President,1.0,,11/5/24,general,False,False,,DEM,Harris,16661.0,Kamala Harris,47.0,,56.0
87557.0,1424.0,Siena/NYT,,,The New York Times/Siena College,448.0,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,US,7/22/24,7/24/24,,,,,,,204204.0,1142.0,lv,,lv,,7/25/24 14:48,,https://www.nytimes.com/2024/07/25/us/politics/poll-kamala-harris-donald-trump.html,,,,8914.0,2024.0,U.S. President,1.0,,11/5/24,general,False,False,,REP,Trump,16651.0,Donald Trump,48.0,,56.0
87558.0,525.0,U. New Hampshire,,,University of New Hampshire Survey Center,357.0,University of New Hampshire Survey Center,2.6,-0.3,Online Panel/Text-to-Web,10.0,ME,7/23/24,7/25/24,,,,,,,204334.0,1445.0,lv,,lv,,7/25/24 15:50,,https://scholars.unh.edu/survey_center_polls/807/,,,,8817.0,2024.0,U.S. President,0.0,,11/5/24,general,False,False,,DEM,Harris,16661.0,Kamala Harris,54.0,,2.0
87558.0,525.0,U. New Hampshire,,,University of New Hampshire Survey Center,357.0,University of New Hampshire Survey Center,2.6,-0.3,Online Panel/Text-to-Web,10.0,ME,7/23/24,7/25/24,,,,,,,204334.0,1445.0,lv,,lv,,7/25/24 15:50,,https://scholars.unh.edu/survey_center_polls/807/,,,,8817.0,2024.0,U.S. President,0.0,,11/5/24,general,False,False,,REP,Trump,16651.0,Donald Trump,45.0,,2.0
87559.0,525.0,U. New Hampshire,,,University of New Hampshire Survey Center,357.0,University of New Hampshire Survey Center,2.6,-0.3,Online Panel/Text-to-Web,10.0,NH,7/23/24,7/25/24,,,,,,,204336.0,2875.0,lv,,lv,,7/25/24 15:50,,https://scholars.unh.edu/survey_center_polls/806/,,,,8848.0,2024.0,U.S. President,0.0,,11/5/24,general,False,False,,DEM,Harris,16661.0,Kamala Harris,53.0,,2.0
87559.0,525.0,U. New Hampshire,,,University of New Hampshire Survey Center,357.0,University of New Hampshire Survey Center,2.6,-0.3,Online Panel/Text-to-Web,10.0,NH,7/23/24,7/25/24,,,,,,,204336.0,2875.0,lv,,lv,,7/25/24 15:50,,https://scholars.unh.edu/survey_center_polls/806/,,,,8848.0,2024.0,U.S. President,0.0,,11/5/24,general,False,False,,REP,Trump,16651.0,Donald Trump,46.0,,2.0
87562.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NV,7/22/24,7/24/24,,,,,,,204347.0,435.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9521.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,DEM,Rosen,31010.0,Jacky Rosen,45.0,,10.0
87562.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NV,7/22/24,7/24/24,,,,,,,204347.0,435.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9521.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,REP,Brown,31105.0,Sam Brown,40.0,,10.0
87562.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NV,7/22/24,7/24/24,,,,,,,204347.0,435.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9521.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,LIB,Cunningham,33569.0,Chris Cunningham,1.0,,10.0
87562.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NV,7/22/24,7/24/24,,,,,,,204347.0,435.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9521.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,IAP,Hansen,37099.0,Janine Hansen,2.0,,10.0
87563.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,PA,7/22/24,7/24/24,,,,,,,204348.0,851.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,DEM,Casey,30990.0,Robert P. Casey Jr.,46.0,,19.0
87563.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,PA,7/22/24,7/24/24,,,,,,,204348.0,851.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,REP,McCormick,30991.0,David McCormick,39.0,,19.0
87563.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,PA,7/22/24,7/24/24,,,,,,,204348.0,851.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,LIB,Thomas,37102.0,John C. Thomas,2.0,,19.0
87563.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,PA,7/22/24,7/24/24,,,,,,,204348.0,851.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,CON,Selker,37103.0,Marty Selker,0.0,,19.0
87563.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,PA,7/22/24,7/24/24,,,,,,,204348.0,851.0,lv,,lv,,7/26/24 09:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9527.0,2024.0,U.S. Senate,0.0,Class I,11/5/24,general,False,False,,GRE,Hazou,37104.0,Leila Hazou,1.0,,19.0
87564.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NC,7/22/24,7/24/24,,,,,,,204349.0,586.0,lv,,lv,,7/26/24 09:48,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9502.0,2024.0,Governor,0.0,,11/5/24,general,False,False,,DEM,Stein,30167.0,Joshua Harold Stein,38.0,,12.0
87564.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NC,7/22/24,7/24/24,,,,,,,204349.0,586.0,lv,,lv,,7/26/24 09:48,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9502.0,2024.0,Governor,0.0,,11/5/24,general,False,False,,REP,Robinson,30168.0,Mark Keith Robinson,34.0,,12.0
87564.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NC,7/22/24,7/24/24,,,,,,,204349.0,586.0,lv,,lv,,7/26/24 09:48,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9502.0,2024.0,Governor,0.0,,11/5/24,general,False,False,,LIB,Ross,31763.0,Mike Ross,3.0,,12.0
87564.0,1562.0,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562.0,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,NC,7/22/24,7/24/24,,,,,,,204349.0,586.0,lv,,lv,,7/26/24 09:48,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-22-24-july-2024/,,,,9502.0,2024.0,Governor,0.0,,11/5/24,general,False,False,,GRE,Turner,31761.0,Michael Wayne Turner,1.0,,12.0
87579.0,1416.0,HarrisX,2097,Forbes,HarrisX,133.0,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,US,7/22/24,7/25/24,,,,,,,204421.0,2472.0,lv,,lv,,7/26/24 20:01,,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,DEM,,,,44.0,,23.0
87579.0,1416.0,HarrisX,2097,Forbes,HarrisX,133.0,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,US,7/22/24,7/25/24,,,,,,,204421.0,2472.0,lv,,lv,,7/26/24 20:01,,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,,9549.0,2024.0,U.S. House,1.0,Generic,11/5/24,general,False,,,REP,,,,45.0,,23.0
87579.0,1416.0,HarrisX,2097,Forbes,HarrisX,133.0,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,US,7/22/24,7/25/24,,,,,,,204441.0,2472.0,lv,,lv,,7/26/24 20:13,,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,,8914.0,2024.0,U.S. President,1.0,,11/5/24,general,False,False,,DEM,Harris,16661.0,Kamala Harris,49.0,,56.0
87579.0,1416.0,HarrisX,2097,Forbes,HarrisX,133.0,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,US,7/22/24,7/25/24,,,,,,,204441.0,2472.0,lv,,lv,,7/26/24 20:13,,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,,8914.0,2024.0,U.S. President,1.0,,11/5/24,general,False,False,,REP,Trump,16651.0,Donald Trump,51.0,,56.0
87581.0,460.0,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325.0,SurveyUSA,2.8,-1.3,Online Panel,8.0,MN,7/23/24,7/25/24,,,,,,,204502.0,656.0,lv,,lv,,7/26/24 20:33,,https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-harris-takes-lead-over-trump-in-first-minnesota-poll/?utm_campaign=snd-autopilot&utm_medium=social&utm_source=twitter_KSTP,,,,8823.0,2024.0,U.S. President,0.0,,11/5/24,general,False,False,,DEM,Harris,16661.0,Kamala Harris,50.0,,6.0
87581.0,460.0,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325.0,SurveyUSA,2.8,-1.3,Online Panel,8.0,MN,7/23/24,7/25/24,,,,,,,204502.0,656.0,lv,,lv,,7/26/24 20:33,,https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-harris-takes-lead-over-trump-in-first-minnesota-poll/?utm_campaign=snd-autopilot&utm_medium=social&utm_source=twitter_KSTP,,,,8823.0,2024.0,U.S. President,0.0,,11/5/24,general,False,False,,REP,Trump,16651.0,Donald Trump,40.0,,6.0
