poll_id,pollster_rating_id,methodology,state,partisan,seat_number,sample_size,population_full,cycle,office_type,DEM,REP
87846.0,279.0,IVR,NE,Unknown Partisan,2.0,656.0,lv,2024.0,U.S. House,44.0,46.0
87847.0,260.0,Live Phone,MD,REP,6.0,400.0,lv,2024.0,U.S. House,42.0,40.0
87848.0,413.0,Text-to-Web,AZ,Unknown Partisan,0.0,600.0,lv,2024.0,U.S. President,46.0,49.0
87849.0,413.0,Text-to-Web,MI,Unknown Partisan,0.0,600.0,lv,2024.0,U.S. President,47.0,46.0
87850.0,413.0,Text-to-Web,NC,Unknown Partisan,0.0,600.0,lv,2024.0,U.S. President,46.0,48.0
87851.0,413.0,Text-to-Web,PA,Unknown Partisan,0.0,600.0,lv,2024.0,U.S. President,46.0,48.0
87852.0,413.0,Text-to-Web,WI,Unknown Partisan,0.0,600.0,lv,2024.0,U.S. President,48.0,48.0
87856.0,357.0,Probability Panel,NH,Unknown Partisan,0.0,2048.0,lv,2024.0,U.S. President,52.0,47.0
87857.0,357.0,Probability Panel,VT,Unknown Partisan,0.0,924.0,lv,2024.0,Governor,28.0,56.0
87857.0,357.0,Probability Panel,VT,Unknown Partisan,0.0,924.0,lv,2024.0,U.S. President,70.0,29.0
87857.0,357.0,Probability Panel,VT,Unknown Partisan,0.0,924.0,lv,2024.0,U.S. Senate,,25.0
87857.0,357.0,Probability Panel,VT,Unknown Partisan,1.0,924.0,lv,2024.0,U.S. House,61.0,24.0
87858.0,357.0,Probability Panel,ME,Unknown Partisan,0.0,951.0,lv,2024.0,U.S. President,58.0,41.0
87858.0,357.0,Probability Panel,ME,Unknown Partisan,0.0,951.0,lv,2024.0,U.S. Senate,9.0,33.0
87859.0,357.0,Probability Panel,ME,Unknown Partisan,1.0,476.0,lv,2024.0,U.S. President,64.0,36.0
87860.0,357.0,Probability Panel,ME,Unknown Partisan,2.0,432.0,lv,2024.0,U.S. President,52.0,47.0
87861.0,351.0,Online Panel,TX,Unknown Partisan,0.0,1365.0,lv,2024.0,U.S. Senate,44.5,46.6
87862.0,721.0,App Panel,NY,Unknown Partisan,0.0,400.0,lv,2024.0,U.S. President,58.3,41.7
87864.0,48.0,Text-to-Web/Online Ad,CA,DEM,22.0,479.0,lv,2024.0,U.S. House,38.0,44.0
87865.0,48.0,Text-to-Web/Online Ad,NE,DEM,2.0,437.0,lv,2024.0,U.S. House,48.0,43.0
87866.0,48.0,Text-to-Web/Online Ad,NY,DEM,17.0,433.0,lv,2024.0,U.S. House,38.0,43.0
87867.0,48.0,Text-to-Web/Online Ad,PA,DEM,7.0,406.0,lv,2024.0,U.S. House,47.0,43.0
87868.0,48.0,Text-to-Web/Online Ad,PA,DEM,17.0,543.0,lv,2024.0,U.S. House,48.0,40.0
87870.0,325.0,Online Panel,NC,Unknown Partisan,0.0,941.0,lv,2024.0,Governor,50.0,36.0
87870.0,325.0,Online Panel,NC,Unknown Partisan,0.0,941.0,lv,2024.0,U.S. President,47.0,47.0
87871.0,522.0,Unknown Methodology,US,Unknown Partisan,1.0,6067.0,lv,2024.0,U.S. House,49.0,44.0
87871.0,522.0,Unknown Methodology,US,Unknown Partisan,1.0,6067.0,lv,2024.0,U.S. President,49.0,46.0
87872.0,48.0,Unknown Methodology,US,Unknown Partisan,1.0,2696.0,lv,2024.0,U.S. President,47.0,43.0
87873.0,862.0,Online Panel,US,Unknown Partisan,1.0,1867.0,lv,2024.0,U.S. President,52.0,48.0
87877.0,721.0,App Panel,PA,Unknown Partisan,0.0,400.0,lv,2024.0,U.S. President,51.1,48.9
87878.0,721.0,App Panel,OH,Unknown Partisan,0.0,400.0,lv,2024.0,U.S. President,43.8,56.2
87879.0,721.0,App Panel,MO,Unknown Partisan,0.0,400.0,lv,2024.0,U.S. President,41.3,58.7
87885.0,555.0,Online Panel,US,Unknown Partisan,1.0,2404.0,lv,2024.0,U.S. President,49.0,49.0
87889.0,721.0,App Panel,US,Unknown Partisan,1.0,1000.0,lv,2024.0,U.S. President,52.6,47.4
87893.0,144.0,Online Panel,MI,Unknown Partisan,0.0,741.0,lv,2024.0,U.S. President,48.4,46.0
87893.0,144.0,Online Panel,MI,Unknown Partisan,0.0,741.0,lv,2024.0,U.S. Senate,49.0,39.0
87894.0,851.0,Online Panel,PA,REP,0.0,713.0,lv,2024.0,U.S. President,47.0,48.0
87894.0,851.0,Online Panel,PA,REP,0.0,713.0,lv,2024.0,U.S. Senate,47.0,41.0
87895.0,260.0,Live Phone,MT,REP,0.0,500.0,lv,2024.0,Governor,34.0,53.0
87895.0,260.0,Live Phone,MT,REP,0.0,500.0,lv,2024.0,U.S. Senate,44.0,51.0
87896.0,721.0,App Panel,PA,Unknown Partisan,0.0,400.0,lv,2024.0,U.S. Senate,54.9,45.1
87897.0,721.0,App Panel,NC,Unknown Partisan,0.0,400.0,lv,2024.0,Governor,54.1,45.9
87899.0,407.0,Online Panel,US,Unknown Partisan,1.0,1031.0,lv,2024.0,U.S. House,48.0,48.0
87899.0,407.0,Online Panel,US,Unknown Partisan,1.0,1031.0,lv,2024.0,U.S. President,48.0,48.0
87900.0,124.0,Unknown Methodology,US,Unknown Partisan,1.0,1190.0,lv,2024.0,U.S. House,44.0,41.0
87900.0,124.0,Unknown Methodology,US,Unknown Partisan,1.0,1190.0,lv,2024.0,U.S. President,52.0,45.0
87915.0,694.0,Live Phone,MD,Unknown Partisan,0.0,600.0,lv,2024.0,U.S. President,64.0,32.0
87915.0,694.0,Live Phone,MD,Unknown Partisan,0.0,600.0,lv,2024.0,U.S. Senate,46.0,46.0
87916.0,770.0,IVR/Online Panel,US,Unknown Partisan,1.0,856.0,lv,2024.0,U.S. House,46.3,44.1
87916.0,770.0,IVR/Online Panel,US,Unknown Partisan,1.0,856.0,lv,2024.0,U.S. President,49.1,44.6
87917.0,851.0,Online Panel,NC,REP,0.0,612.0,lv,2024.0,Governor,47.0,37.0
87917.0,851.0,Online Panel,NC,REP,0.0,612.0,lv,2024.0,U.S. President,46.0,50.0
87919.0,859.0,Online Panel,US,REP,1.0,1094.0,lv,2024.0,U.S. President,49.0,47.0
87923.0,48.0,Text-to-Web/Online Ad,FL,DEM,15.0,511.0,lv,2024.0,U.S. House,41.0,44.0
87925.0,314.0,IVR/Text,FL,Unknown Partisan,13.0,843.0,lv,2024.0,U.S. House,47.8,44.3
87926.0,721.0,App Panel,MI,Unknown Partisan,0.0,400.0,lv,2024.0,U.S. President,50.1,49.9
87927.0,225.0,Unknown Methodology,NJ,REP,0.0,600.0,lv,2024.0,U.S. Senate,38.0,33.0
87929.0,37.0,Online Panel,US,Unknown Partisan,1.0,1511.0,lv,2024.0,U.S. President,50.4,43.2
87934.0,391.0,Online Panel,MO,Unknown Partisan,0.0,900.0,lv,2024.0,Governor,41.0,51.0
87934.0,391.0,Online Panel,MO,Unknown Partisan,0.0,900.0,lv,2024.0,U.S. President,41.0,54.0
87934.0,391.0,Online Panel,MO,Unknown Partisan,0.0,900.0,lv,2024.0,U.S. Senate,42.0,53.0
87935.0,88.0,IVR/Online Panel/Text-to-Web,AZ,Unknown Partisan,0.0,720.0,lv,2024.0,U.S. President,47.5,51.2
87935.0,88.0,IVR/Online Panel/Text-to-Web,AZ,Unknown Partisan,0.0,720.0,lv,2024.0,U.S. Senate,49.0,42.2
87936.0,88.0,IVR/Online Panel/Text-to-Web,MI,Unknown Partisan,0.0,800.0,lv,2024.0,U.S. President,51.2,47.6
87936.0,88.0,IVR/Online Panel/Text-to-Web,MI,Unknown Partisan,0.0,800.0,lv,2024.0,U.S. Senate,47.3,40.9
87937.0,88.0,IVR/Online Panel/Text-to-Web,NV,Unknown Partisan,0.0,1168.0,lv,2024.0,U.S. President,49.4,48.8
87937.0,88.0,IVR/Online Panel/Text-to-Web,NV,Unknown Partisan,0.0,1168.0,lv,2024.0,U.S. Senate,50.4,39.5
87937.0,88.0,IVR/Online Panel/Text-to-Web,NV,Unknown Partisan,1.0,280.0,lv,2024.0,U.S. House,46.7,31.7
87937.0,88.0,IVR/Online Panel/Text-to-Web,NV,Unknown Partisan,2.0,309.0,lv,2024.0,U.S. House,,43.6
87937.0,88.0,IVR/Online Panel/Text-to-Web,NV,Unknown Partisan,3.0,298.0,lv,2024.0,U.S. House,47.4,34.6
87937.0,88.0,IVR/Online Panel/Text-to-Web,NV,Unknown Partisan,4.0,281.0,lv,2024.0,U.S. House,45.7,36.1
87938.0,88.0,IVR/Online Panel/Text-to-Web,PA,Unknown Partisan,0.0,950.0,lv,2024.0,U.S. President,49.4,49.4
