poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,politician_id,politician,yes,no,alternate_answers
88084,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,9/6/24,9/8/24,,"",,208278,1546,lv,,lv,,9/9/24 20:23,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-09.06.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-09.06.24.pdf,"",false,,42,Joe Biden,44.6,52.6,2.8
88112,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,9/6/24,9/8/24,,"",,208749,2015,lv,,lv,,9/10/24 11:59,"",https://pro.morningconsult.com/trackers/2024-presidential-election-polling,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,"",,,42,Joe Biden,44.0,55.0,2.0
88073,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,9/3/24,9/6/24,,"",,208128,1374,lv,,lv,,9/8/24 13:48,"",https://www.nytimes.com/2024/09/08/us/politics/trump-and-harris-times-siena-poll.html,https://www.nytimes.com/2024/09/08/us/politics/trump-and-harris-times-siena-poll.html,https://www.nytimes.com/interactive/2024/09/08/us/politics/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/09/08/us/politics/times-siena-poll-likely-electorate-crosstabs.html,"",,,42,Joe Biden,40.0,57.0,3.0
88073,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,9/3/24,9/6/24,,"",,208129,1374,rv,,rv,,9/8/24 13:48,"",https://www.nytimes.com/2024/09/08/us/politics/trump-and-harris-times-siena-poll.html,https://www.nytimes.com/2024/09/08/us/politics/trump-and-harris-times-siena-poll.html,https://www.nytimes.com/interactive/2024/09/08/us/politics/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/09/08/us/politics/times-siena-poll-registered-voter-crosstabs.html,"",,,42,Joe Biden,37.0,59.0,4.0
88075,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,9/4/24,9/5/24,,"",,208167,2358,rv,,rv,,9/9/24 11:41,"",https://harvardharrispoll.com/wp-content/uploads/2024/09/HHP_Sep2024_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/09/HHP_Sep2024_KeyResults.pdf,,https://harvardharrispoll.com/wp-content/uploads/2024/09/HHP_Sep2024_Crosstabs.pdf,"",,,42,Joe Biden,42.0,56.0,3.0
88103,1205,Marist,"373,2166",NPR | PBS News,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text,7.0,,9/3/24,9/5/24,,"",,208363,1529,a,,a,,9/10/24 09:15,"",https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-september-2024/,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-september-2024/,,https://maristpoll.marist.edu/wp-content/uploads/2024/09/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202409061032-1.pdf,"",,,42,Joe Biden,43.0,51.0,6.0
88103,1205,Marist,"373,2166",NPR | PBS News,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text,7.0,,9/3/24,9/5/24,,"",,208364,1413,rv,,rv,,9/10/24 09:15,"",https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-september-2024/,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-september-2024/,,https://maristpoll.marist.edu/wp-content/uploads/2024/09/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202409061032-1.pdf,"",,,42,Joe Biden,44.0,52.0,4.0
88035,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,9/3/24,9/4/24,,"",,207841,1000,lv,,lv,,9/5/24 13:26,"",https://emersoncollegepolling.com/september-2024-national-poll-harris-49-trump-47/,https://emersoncollegepolling.com/september-2024-national-poll-harris-49-trump-47/,,https://docs.google.com/spreadsheets/d/17TDDNbicD2zUFBMP1zGGMpBNTdGrpiNA/edit?gid=62499096#gid=62499096,"",,,42,Joe Biden,41.3,52.5,6.2
88104,1193,SurveyMonkey,1876,The 19th,SurveyMonkey,324,SurveyMonkey,2.0,0.2,Online Panel,9.0,,8/26/24,9/4/24,,"",,208593,20762,a,,a,,9/10/24 11:25,"",https://19thnews.org/2024/09/poll-women-driving-harris-lead-over-trump/,https://19thnews.org/2024/09/poll-women-driving-harris-lead-over-trump/,,,"",,,42,Joe Biden,41.0,56.0,3.0
88104,1193,SurveyMonkey,1876,The 19th,SurveyMonkey,324,SurveyMonkey,2.0,0.2,Online Panel,9.0,,8/26/24,9/4/24,,"",,208594,18123,rv,,rv,,9/10/24 11:25,"",https://19thnews.org/2024/09/poll-women-driving-harris-lead-over-trump/,https://19thnews.org/2024/09/poll-women-driving-harris-lead-over-trump/,,,"",,,42,Joe Biden,43.0,56.0,1.0
88021,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,9/1/24,9/3/24,,"",,207711,1544,a,,a,,9/4/24 09:32,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_H6rLeqi.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_H6rLeqi.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HIwtch9.pdf,"",,,42,Joe Biden,39.0,54.0,6.0
88021,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,9/1/24,9/3/24,,"",,207712,1389,rv,,rv,,9/4/24 09:32,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HIwtch9.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HIwtch9.pdf,"",,,42,Joe Biden,43.0,55.0,2.0
88029,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,8/28/24,9/3/24,,"",,207761,45000,a,,a,TRUE,9/4/24 19:58,"",https://pro.morningconsult.com/trackers/global-leader-approval,https://pro.morningconsult.com/trackers/global-leader-approval,,,"",,,42,Joe Biden,39.0,55.0,6.0
88030,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Panel,4.0,,8/29/24,9/1/24,,"",,207762,2000,rv,,rv,,9/5/24 08:50,"",https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Tabs.pdf,"",,REP,42,Joe Biden,42.8,57.2,0
88030,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Panel,4.0,,8/29/24,9/1/24,,"",,207763,1778,lv,,lv,,9/5/24 08:50,"",https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Tabs.pdf,"",,REP,42,Joe Biden,43.9,56.1,0
88005,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,,8/1/24,8/31/24,,"",,207614,7325,rv,,rv,,9/2/24 12:49,"",https://www.activote.net/bidens-approval-improves-further-while-harris-approval-steadies/,,,https://www.activote.net/bidens-approval-improves-further-while-harris-approval-steadies/,"",false,,42,Joe Biden,44.0,49.0,7.0
88025,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Panel,3.0,,8/28/24,8/30/24,,"",,207754,1582,a,,a,,9/4/24 11:50,"",https://tippinsights.com/economy-border-security-and-inflation-dominate-voter-priorities-just-60-days-before-election/,https://tippinsights.com/economy-border-security-and-inflation-dominate-voter-priorities-just-60-days-before-election/,,,"",,,42,Joe Biden,37.0,53.0,9.0
88004,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,,8/29/24,8/29/24,,"",,207613,2500,rv,,rv,,9/2/24 12:49,"",https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-29-august/,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-29-august/,,,"",,,42,Joe Biden,43.0,44.0,13.0
87945,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,8.0,,8/25/24,8/28/24,,"",,207664,1000,lv,,lv,,9/3/24 08:48,"",https://www.usatoday.com/story/news/politics/elections/2024/09/03/poll-dems-boosted-gop-shaken-as-harris-trump-race-is-joined/74995919007/,https://www.usatoday.com/story/news/politics/elections/2024/09/03/poll-dems-boosted-gop-shaken-as-harris-trump-race-is-joined/74995919007/,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/9_3_2024_corrected_national_marginals_2.pdf,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/9_3_2024_corrected_national_tables_2.pdf,"",,,42,Joe Biden,47.9,48.8,3.3
87950,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,,Live Phone/Text-to-Web,6.0,,8/24/24,8/28/24,,"",,207413,1500,rv,,rv,,8/29/24 20:12,"",https://www.wsj.com/politics/elections/trump-harris-poll-august-election-2024-e6fa024e,https://www.wsj.com/politics/elections/trump-harris-poll-august-election-2024-e6fa024e,https://prod-i.a.dj.com/public/resources/documents/WSJ-Partial_Crosstabs_Aug_2024.pdf,,"",,,42,Joe Biden,43.0,55.0,2.0
87929,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,8/23/24,8/28/24,,"",,207288,2020,a,,a,,8/28/24 20:08,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.28.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.28.24.pdf,"",false,,42,Joe Biden,41.2,51.8,7.0
87929,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,8/23/24,8/28/24,,"",,207289,1681,rv,,rv,,8/28/24 20:09,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.28.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.28.24.pdf,"",false,,42,Joe Biden,43.2,53.5,3.3
87929,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,8/23/24,8/28/24,,"",,207290,1511,lv,,lv,,8/28/24 20:09,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.28.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.28.24.pdf,"",false,,42,Joe Biden,45.3,52.5,2.1
87982,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,1.0,,8/23/24,8/28/24,,"",,207553,1238,lv,,lv,,8/30/24 14:53,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/66d20908a1d92939e8f3314a/1725040905143/%5BAll%5D+Clarity+Omnibus+Overview+-+August+2024.pdf,,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/66d20908a1d92939e8f3314a/1725040905143/%5BAll%5D+Clarity+Omnibus+Overview+-+August+2024.pdf,,"",,,42,Joe Biden,42.0,53.0,6.0
87920,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/25/24,8/27/24,,"",,207136,1555,a,,a,,8/28/24 10:04,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_QiKoTUQ.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_QiKoTUQ.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EQQr3lh.pdf,"",,,42,Joe Biden,39.0,55.0,6.0
87920,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/25/24,8/27/24,,"",,207137,1368,rv,,rv,,8/28/24 10:04,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EQQr3lh.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EQQr3lh.pdf,"",,,42,Joe Biden,43.0,55.0,2.0
87949,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,8/23/24,8/27/24,,"",,207367,1611,lv,,lv,,8/29/24 14:07,"",https://poll.qu.edu/poll-release?releaseid=3903,,,https://poll.qu.edu/poll-release?releaseid=3903,"",,,42,Joe Biden,45.0,52.0,3.0
87918,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/22/24,8/26/24,,"",,207138,1788,a,,a,,8/28/24 10:04,"",https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/20240826_pol.pdf,"",,,42,Joe Biden,39.0,55.0,5.0
87918,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/22/24,8/26/24,,"",,207139,1192,rv,,rv,,8/28/24 10:04,"",https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/20240826_pol.pdf,"",,,42,Joe Biden,43.0,56.0,1.0
87899,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,8/23/24,8/25/24,,"",,206870,1031,lv,,lv,,8/26/24 13:29,"",https://echeloninsights.com/in-the-news/aug2024-verified-voter-omnibus/,https://echeloninsights.com/in-the-news/aug2024-verified-voter-omnibus/,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2024-Voter-Omnibus-EXTERNAL-Topline.pdf,https://echelonin.wpenginepowered.com/wp-content/uploads/August-Omnibus-Crosstabs-EXTERNAL.pdf,"",,,42,Joe Biden,43.0,55.0,1.0
87924,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,8/23/24,8/25/24,,"",,207229,1028,a,,a,,8/28/24 13:43,"",https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-august-2024,https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-august-2024,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2008%2028%202024%20PDF.pdf,,"",,,42,Joe Biden,39.0,54.0,0
87874,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,4.0,,8/19/24,8/21/24,,"",,206686,1200,a,,a,,8/22/24 20:25,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,,,"",,,42,Joe Biden,42.0,54.0,4.0
87874,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,4.0,,8/19/24,8/21/24,,"",,206687,1000,rv,,rv,,8/22/24 20:25,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,,,"",,,42,Joe Biden,43.0,54.0,3.0
87853,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/17/24,8/20/24,,"",,206492,1565,a,,a,,8/21/24 09:42,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_m7wODye.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_m7wODye.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Dgf6Oqh.pdf,"",,,42,Joe Biden,38.0,55.0,7.0
87853,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/17/24,8/20/24,,"",,206493,1371,rv,,rv,,8/21/24 09:42,"",,,,,"",,,42,Joe Biden,42.0,55.0,2.0
87855,23,ARG,"","",American Research Group,9,American Research Group,2.3,-0.2,Live Phone,5.0,,8/17/24,8/20/24,,"",,206541,1100,a,,a,,8/21/24 11:35,"",https://americanresearchgroup.com/economy/,https://americanresearchgroup.com/economy/,,,"",,,42,Joe Biden,45.0,49.0,6.0
87855,23,ARG,"","",American Research Group,9,American Research Group,2.3,-0.2,Live Phone,5.0,,8/17/24,8/20/24,,"",,206542,1003,rv,,rv,,8/21/24 11:35,"",https://americanresearchgroup.com/economy/,https://americanresearchgroup.com/economy/,,,"",,,42,Joe Biden,46.0,48.0,0
87875,169,Gallup,"","",Gallup,112,Gallup,2.5,-0.4,Live Phone,10.0,,8/1/24,8/20/24,,"",,206688,1015,a,,a,,8/22/24 20:25,"",https://news.gallup.com/poll/649127/democrats-give-harris-nearly-unanimous-positive-ratings.aspx,https://news.gallup.com/poll/649127/democrats-give-harris-nearly-unanimous-positive-ratings.aspx,,,"",,,42,Joe Biden,43.0,53.0,4.0
87843,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,8/14/24,8/18/24,,"",,206434,2022,a,,a,,8/19/24 21:02,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,"",false,,42,Joe Biden,40.5,53.3,6.2
87843,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,8/14/24,8/18/24,,"",,206435,1698,rv,,rv,,8/19/24 21:02,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,"",false,,42,Joe Biden,42.1,54.2,3.7
87843,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,8/14/24,8/18/24,,"",,206436,1530,lv,,lv,,8/19/24 21:02,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,"",false,,42,Joe Biden,43.9,53.6,2.5
87871,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.6,-1.2,,10.0,,8/1/24,8/15/24,,"",,206670,6067,lv,,lv,,8/22/24 14:42,"",https://www.dataforprogress.org/insights/2024/8/22/harris-can-win-swing-voters-by-emphasizing-populist-economic-policies-and-protecting-freedoms,https://www.dataforprogress.org/insights/2024/8/22/harris-can-win-swing-voters-by-emphasizing-populist-economic-policies-and-protecting-freedoms,https://www.filesforprogress.org/datasets/2024/8/dfp_harris_trump_swing_voter_report.pdf,,"",false,,42,Joe Biden,43.0,56.0,2.0
87781,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,8/12/24,8/14/24,,"",,206000,1000,lv,,lv,,8/15/24 09:30,"",https://emersoncollegepolling.com/august-2024-national-poll-harris-50-trump-46/,https://emersoncollegepolling.com/august-2024-national-poll-harris-50-trump-46/,,https://docs.google.com/spreadsheets/d/1DtCAcUi-gQi-imKgXR4N_NJkgLbwBEYA/edit?gid=1111959950#gid=1111959950,"",,,42,Joe Biden,38.8,52.6,8.6
87760,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/11/24,8/13/24,,"",,205774,1567,a,,a,,8/14/24 10:00,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_W3lebBm.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_W3lebBm.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,"",,,42,Joe Biden,38.0,57.0,5.0
87760,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/11/24,8/13/24,,"",,205775,1407,rv,,rv,,8/14/24 10:00,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,"",,,42,Joe Biden,41.0,57.0,2.0
87794,241,Ipsos,"378,379",The Washington Post | ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,8/9/24,8/13/24,,"",,206215,2336,a,,a,,8/18/24 12:00,"",https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-08/Topline-abc-post-ipsos-081824.pdf,https://docs.google.com/spreadsheets/d/1IMeEXjlWFyHsN8UItbpGEMRtZbglHdDhNwQQVrG_0fM/edit?gid=0#gid=0,"",,,42,Joe Biden,37.0,55.0,8.0
