year,state,district,office_type,open_seat,incumbent_differential,margin,special,absenteeexcusereq,pollhours,avgpollhours,minpollhours,regdeadlines,voteridlaws,novoterid,noallmailvote,noearlyvote,nofelonreg,nofelonsregafterincar,nonstrictid,nonstrictphoto,nopollplacereg,nopr,nosamedayreg,nostateholiday,pr16,pr17,pr175,pr60,pr90,strictid,strictphoto,covi_num,final_rating,prev_dem_gen_tp,prev_gen_margin,weighted_genpoll,weighted_genpoll_lower,weighted_genpoll_upper,unweighted_genpoll,mean_specials_differential,pvi,house_chamber_margin,senate_chamber_margin,previous_cci,current_cci,change_cci,previous_gas,current_gas,change_gas,previous_unemployment,current_unemployment,change_unemployment,X,receipts_DEM,receipts_REP,from_committee_transfers_DEM,from_committee_transfers_REP,disbursements_DEM,disbursements_REP,to_committee_transfers_DEM,to_committee_transfers_REP,beginning_cash_DEM,beginning_cash_REP,ending_cash_DEM,ending_cash_REP,candidate_contributions_DEM,candidate_contributions_REP,individual_contributions_DEM,individual_contributions_REP,receipts,from_committee_transfers,disbursements,to_committee_transfers,beginning_cash,ending_cash,candidate_contributions,individual_contributions,unconvinced_pct,phone_unweighted,online_unweighted,num_polls,unweighted_estimate,unweighted_ci_lower,unweighted_ci_upper,weighted_estimate,weighted_ci_lower,weighted_ci_upper,white_pct,black_pct,asian_pct,hispanic_pct,median_income,impoverished_pct,median_age,renting_pct,inflation,isMidterm,genballot_predicted_margin,genballot_predicted_lower,genballot_predicted_upper,specials_predicted_margin,receipts_genballot_interaction,disbursements_genballot_interaction,democrat_in_presidency,gas_democrat_interaction,cci_democrat_interaction,poll_fundamental_agree
2024,AZ,7,House,FALSE,-5.45830769258152,NA,FALSE,0,7,13,13,29,3,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0.156268895,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,14.98,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5253,106641.028787316,99217.3014514749,0,0,72201.4982966563,3800.41978139077,0,0,66585.6789963996,61.3526648045595,101025.209487059,95478.2343348887,0,747.756591375107,79017.7373783038,98469.5448600998,0.0721586825945802,0,2.94445282948604,0,6.9953757600477,0.0564721565084354,-6.61740297797448,-0.22007625864486,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.355702878397725,0.0411548431498354,0.0222881685499809,0.618497904043595,30358,0.187043713909618,34,0.339175676355379,1.661,FALSE,20.36076493712133,19.2540694732029,21.468477417832382,31.66835897408515,1.4692059744805959,59.95131192960706,TRUE,3.523,79,NA
2024,AZ,8,House,TRUE,0,NA,FALSE,0,7,13,13,29,3,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0.156268895,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-9.69,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5254,55203.1645058689,2706224.65731308,0,34282.4160033583,44742.7741091755,1104694.92871789,0,0,39.1333128824451,323791.811033792,10499.5237095759,1400186.19242133,1851.0615625555,1624.23107351018,45925.2014143404,550289.436039847,-3.8922926542005,-10.442375714067,-3.20638954984804,0,-9.02429496718179,-4.892985106758,0.130833791851874,-2.48343396366788,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.67411337030191,0.0377744916820702,0.0503031423290203,NA,40713,0.0974380776340111,42.6,0.267043746149107,1.661,FALSE,-23.520927370297148,-24.62762283421558,-22.4132148895861,-12.21333333333333,91.55033282339107,75.41725572285551,TRUE,3.523,79,NA
2024,AZ,9,House,FALSE,0,NA,FALSE,0,7,13,13,29,3,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0.156268895,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-15.64,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5255,23292.8491854627,93484.6279283788,0,0,21308.6749438946,93948.5509469299,200.203432520141,0,0,34757.5052069038,2658.37221693011,38207.494712369,3347.75659137511,0,7028.74210891713,83247.1414501832,-1.38964810936802,0,-1.48362256315949,5.29831736654804,-10.4561650403247,-2.66544478460726,8.11611843160937,-2.47176764398144,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.626023096825566,0.0470603986803827,0.0240434360315646,NA,38860,0.105738502969609,41.5,0.231258345968508,1.661,FALSE,-35.42092737029715,-36.52762283421558,-34.3132148895861,-24.11333333333333,49.22262475219539,52.55128705460639,TRUE,3.523,79,NA
2024,AR,1,House,FALSE,-7.44280221135912,NA,FALSE,1,8,12,12,30,4,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1.367076397,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-22.37,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5242,11193.4740139174,212755.034954874,0,2502.5332192389,9002.14088509292,150477.504561086,0,22603.6133490482,0,201011.45680288,2191.33312882445,263288.987196668,0,0,5095.24516847765,74422.8813148845,-2.94485268603282,-7.82524529143177,-2.81637011923095,-10.0258821607497,-12.2111149119119,-4.78889422757605,0,-2.68150536717545,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.748491317048117,0.155922650574049,0.00658577558073594,NA,27719,0.180747707550905,41.1,0.291750928214511,1.661,FALSE,-56.32372958165627,-57.43042504557471,-55.21601710094522,-45.01613554469245,165.86508634592667,158.62846899742107,TRUE,3.523,79,NA
2024,AR,2,House,FALSE,-11.3147362040046,NA,FALSE,1,8,12,12,30,4,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1.367076397,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-9.03,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5243,36892.8427272874,703155.057558487,0,40448.0940310315,28710.6285419055,349386.673555387,0,0,0,284374.448229653,8182.21418538192,638142.832232753,0,0,36892.7297092207,300844.125482345,-2.94755551999547,-10.6077724775065,-2.49889986577212,0,-12.5580455521977,-4.35662577665346,0,-2.09857002682027,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.686232728876845,0.20328066001817,0.0171516497828473,NA,35396,0.1593013302244,38.6,0.309267982711809,1.661,FALSE,-33.51566357430175,-34.62235903822018,-32.4079510935907,-22.208069537337927,98.78927917474422,83.75228720708617,TRUE,3.523,79,NA
2024,AR,3,House,FALSE,-5.56487319320775,NA,FALSE,1,8,12,12,30,4,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1.367076397,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-14.91,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5244,21252.3725721297,601776.960459822,0,12240.4992169463,14635.8396435087,554222.216122834,0,0,0,627836.314319389,6616.53292862102,675391.058656377,22.6036133490482,0,20067.0261717552,288198.023798376,-3.34343593619959,-9.41246455606632,-3.63408108134436,0,-13.3500342648488,-4.62564968739598,3.13549421592915,-2.6645710691117,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.636956876254931,0.0273077981511115,0.0326766075851314,0.165515782821848,35429,0.124519686483952,35.6,0.323874002425774,1.661,FALSE,-39.5258005635049,-40.632496027423336,-38.41808808279385,-28.218206526541078,132.1519820110803,143.6399640528234,TRUE,3.523,79,NA
2024,AR,4,House,FALSE,-10.2987814663116,NA,FALSE,1,8,12,12,30,4,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1.367076397,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-19.55,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5245,NA,551252.672877279,NA,58015.8451329577,NA,191818.651210101,NA,0,NA,476468.353326768,NA,835902.374993945,NA,0,NA,200201.808289068,-6,-6,-6,-6,-6,-6,-6,-6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.694166106589831,0.192290237361672,0.00703367780831398,NA,27514,0.189116098937296,41,0.250275158540562,1.661,FALSE,-53.53970883660875,-54.64640430052719,-52.4319963558977,-42.23211479964493,321.2382530196525,321.2382530196525,TRUE,3.523,79,NA
2024,CA,1,House,FALSE,-4.31295756752653,NA,FALSE,0,0,20,13,15,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-12.21,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5256,7425.28698516234,194096.310767393,0,0,6105.3231509437,103017.721232866,0,0,0,118407.491483281,1140.87540565413,209486.081017808,0,0,6682.59683226504,117566.934142758,-3.2635001973398,0,-2.82579562268025,0,-11.681883121306,-5.21275184047366,0,-2.86744139531171,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.655676998949326,0.0175687914353625,0.0569802560374182,NA,32428,0.151732029461045,38.7,0.34734714808697,1.661,FALSE,-32.87388493782368,-33.98058040174211,-31.76617245711263,-21.566290900859862,107.28392998191347,92.89488015779636,TRUE,3.523,79,NA
2024,CA,2,House,FALSE,-2.16019626464786,NA,FALSE,0,0,20,13,15,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,23.19,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5257,188938.11130665,32548.9868737588,0,161.45438106463,133791.513957731,30992.905694496,0,80.7271905323151,299921.071411273,124.665385795244,354940.930300144,1680.74656505804,0,134.646495632659,94328.811534301,27364.5317015677,1.7586722726975,-5.08140436498446,1.46252498263874,-4.39444915467244,7.78296064832439,5.35256272405356,-4.90527477843843,1.23752384692838,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.689727191233727,0.0165799226662742,0.0435022276929664,0.196040994902396,43605,0.1108280595657,45.5,0.339384006101069,1.661,FALSE,40.078876365054995,38.97218090113656,41.186588845766046,51.386470402018816,70.48560858409338,58.61635795998227,TRUE,3.523,79,NA
2024,CA,3,House,FALSE,-4.44374761496346,NA,FALSE,0,0,20,13,15,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702,Likely R,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-3.72,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5258,390812.38032194,904548.570321456,0,147581.829923955,139442.552916673,183234.712691929,0,60.0545715807998,65990.5904386716,12584.8814117571,317360.417843938,733898.739041284,0,0,373420.985840451,633512.475580025,-0.839209851003773,-11.9021392324923,-0.273113566417335,-4.0943445622221,1.65701274050442,-0.838334640760556,0,-0.528572472482007,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.723882429257778,0.019608045837393,0.0763465509532658,0.140259424758291,47166,0.0754394171600768,43.7,0.239682322262511,1.661,FALSE,-16.02467498526061,-17.13137044917904,-14.91696250454956,-4.717080948296791,13.448065106764444,4.37655613590318,TRUE,3.523,79,NA
2024,CA,4,House,FALSE,-2.40328178591387,NA,FALSE,0,0,20,13,15,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,16.71,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5259,476434.238016049,23191.6302048856,0,0,559149.800603839,19905.2714855418,0,0,526645.107124982,7.3784652146536,443929.544537191,3293.7371845585,0,0,165314.325847232,3022.74892229201,3.02252181191299,0,3.33544681702192,0,11.228371827193,4.90356426058984,0,4.00159697993814,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.547942180048954,0.0302730125208605,0.082095862143771,0.322442541390977,40446,0.111702384857352,39.3,0.367038550554559,1.661,FALSE,26.875790843788984,25.769095379870553,27.983503324500035,38.183384880752804,81.23266403776363,89.64277102486282,TRUE,3.523,79,NA
2024,CA,5,House,FALSE,-9.74595962369211,NA,FALSE,0,0,20,13,15,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-8.73,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5260,13135.3278331208,235093.821140837,0,1329.2539193051,11219.3971293411,223730.422849024,0,0,25.261152461372,44412.8646850832,1941.19185624102,55776.2629768959,0,0,2475.09566172078,187978.968952323,-2.88470501102798,-7.19218205871325,-2.99283119812216,0,-7.48241167348946,-3.35814036515074,0,-4.33008985844249,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.61234148164031,0.019496618745771,0.0618601969819722,0.280967011746761,40066,0.108449219557477,41.4,0.270142119244581,1.661,FALSE,-31.34688699398926,-32.45358245790769,-30.239174513278208,-20.03929295702544,90.42652199168863,93.81594135962082,TRUE,3.523,79,NA
2024,CA,6,House,FALSE,-7.4748169163351,NA,FALSE,0,0,20,13,15,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,7.39,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5261,265721.565461679,58506.8311348628,0,0,214765.061271938,61556.6624150346,0,0,560289.626556017,4746.63932705814,611246.130745758,1696.80804688635,96.8726286387781,574.17052811728,103840.289326251,46556.471898865,1.51330424428956,0,1.24958083224657,0,4.77094166726113,5.8866375105483,-1.77791841781618,0.80219536387605,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.502423355951322,0.0870421457266934,0.119441114783738,NA,41467,0.127302521490201,36.6,0.419646583368111,1.661,FALSE,3.1642557133677487,2.0575602494493195,4.2719681940787995,14.471849750331568,4.788481601056903,3.9539932877510355,TRUE,3.523,79,NA
2024,CA,7,House,FALSE,-2.86568087368159,NA,FALSE,0,0,20,13,15,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,17.4,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5262,293724.959232769,1763.08184122576,0,0,295732.92539193,4183.59946397145,0,0,58556.3039863087,3336.68727900932,49135.2858549817,916.169656263623,17834.0152090027,0,90595.4243828406,471.44679270872,5.1156270520379,0,4.25818929346322,0,2.86491136153993,3.9823105261224,9.78886202669482,5.25929620885379,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.337858097659424,0.105905171284041,0.240624590464708,0.274155374413545,40598,0.123767462584856,37.3,0.360155164731476,1.661,FALSE,27.793391756021258,26.686696292102827,28.90110423673231,39.10098579298508,142.18062673498952,118.34952320451863,TRUE,3.523,79,NA
