"","pollster_rating_id","pollster","pct_right","average_bias","average_error","dispersion","num_polls","year"
"31",313,"St. Norbert College",0.764260691595418,-0.154155511998652,0.722384680835533,-0.0269712654440738,-0.316775396883644,2000
"32",387,"Wirthlin Worldwide",0.764260691595418,-0.0206847428251188,-0.563174930158036,0.70817737602622,-0.221742777818551,2000
"33",375,"Ward Research/The Honolulu Star-Advertiser",-0.664452517608692,-0.974881335167115,0.803704213781202,-0.615090178620308,-0.316775396883644,2000
"34",187,"Market Shares Corp.",0.0499040869933633,-1.16235071572596,1.11765093523539,0.0803837742626992,-0.126710158753457,2000
"35",260,"Public Opinion Strategies",-0.664452517608692,-0.71298143621229,0.365111978713573,-1.00716945407113,-0.316775396883644,2000
"36",287,"Richard Day Research",0.764260691595418,-1.37449759436262,1.47292397671114,-0.0425299668508524,-0.316775396883644,2000
"37",140,"Hill Research Consultants",-0.664452517608692,0.0958036620798132,0.047832489515714,-1.04311005432079,-0.316775396883644,2000
"38",91,"FM3 Research",0.764260691595418,0.876727068993745,-0.987991725218475,-0.74578327043725,-0.316775396883644,2000
"39",174,"Louisville Courier-Journal",-2.0931657268128,0.830556266138487,-1.37192656928983,-0.920040726193171,-0.411808015948737,2000
"40",51,"Ciruli Associates",0.764260691595418,0.0273435061220171,-0.874677621933525,0.169068372281338,-0.126710158753457,2000
"41",210,"Millersville University",0.764260691595418,-2.77076635657163,3.81119382567352,1.95520729377953,-0.316775396883644,2000
"42",194,"Marketing Workshop",-0.664452517608692,-1.34822799963463,1.42893144249463,-1.00716945407113,-0.316775396883644,2000
"43",280,"Research & Polling Inc.",0.764260691595418,0.427755813642616,-1.54523049196093,0.299761464098279,-0.411808015948737,2000
"44",333,"Tarrance Group",0.764260691595418,0.34655888448337,-1.409253568019,-1.19387387095248,-0.411808015948737,2000
"45",368,"Valley Research",-2.0931657268128,2.2172724484464,0.950345994502901,1.08392001499993,-0.411808015948737,2000
"46",281,"Research 2000",0.437425207263156,0.563676061690499,-0.362026888358208,-0.197144443765653,0.544753697593303,2002
"47",213,"Mitchell Research & Communications",-1.30849693504024,-0.416058686096527,-0.414373607280532,-0.444104781479564,-0.203462224402318,2002
"48",9,"American Research Group",-1.00747587602241,0.330945341298128,-0.39870229694714,0.137646366191213,0.0328164878068255,2002
"49",325,"SurveyUSA",0.334915333111139,-0.105248611862693,-0.269212954415641,-0.208774673302701,2.47436318063464,2002
"50",346,"University of Cincinnati (Ohio Poll)",0.798650478084548,-1.13554536020176,0.703240651973932,0.600343298465554,-0.0459430829295557,2002
"51",197,"Mason-Dixon Polling & Strategy",0.295019090881645,-0.0221992746006792,-0.224736775604044,-0.164313202583696,3.65575674168036,2002
"52",32,"Blum & Weprin Associates",0.470263868246918,-0.820537992732222,0.213924117943626,-0.119648617318602,-0.00656329756136508,2002
"53",295,"Rutgers University",0.798650478084548,0.650421520561648,-0.392115804198322,-0.155826534363438,-0.32160158050689,2002
"54",91,"FM3 Research",0.798650478084548,0.796634874915662,-0.653758550634093,0.499521845197733,-0.32160158050689,2002
"55",130,"Hamilton Campaigns",-0.40543375798676,0.429931782195795,-0.689189339213938,-0.180527165081631,-0.32160158050689,2002
"56",233,"North Star Opinion Research/Ayres, McHenry & Associates",-1.00747587602241,-0.898855182173481,0.335578084326166,0.161842336645221,-0.400361151243271,2002
"57",371,"Voter/Consumer Research",0.798650478084548,-0.437405835832213,-0.381214023096832,-1.41399536993317,-0.400361151243271,2002
"58",10,"American Viewpoint",-1.00747587602241,0.0573801553017683,-1.14978959075191,-0.932209373997524,-0.360981365875081,2002
"59",126,"GQR Research (GQRR)",-0.706454817004587,0.748092041270129,-0.890872289591511,-0.249861683892796,-0.203462224402318,2002
"60",27,"Behavior Research Center (Rocky Mountain Poll)",0.798650478084548,0.597784712994203,-1.05712445138924,-0.851196189012314,-0.360981365875081,2002
"61",194,"Marketing Workshop",-0.104412698968933,-0.801477088173707,0.538623757341426,-0.260257049045419,-0.282221795138699,2002
"62",203,"McLaughlin & Associates",-0.104412698968933,-0.177730918499486,-0.784579923851978,-0.268142422184694,-0.360981365875081,2002
"63",121,"Gonzales Research & Marketing Strategies Inc.",0.798650478084548,0.706567448633589,-0.373037687270714,0.429171947582626,-0.360981365875081,2002
"64",260,"Public Opinion Strategies",-1.00747587602241,-1.30898364113649,0.972650917444515,-0.466024469578381,-0.282221795138699,2002
"65",242,"Opinion Research Associates",-1.00747587602241,0.642525999426532,-0.573357915010601,-0.682356434736058,-0.360981365875081,2002
"66",303,"Scripps Howard",0.798650478084548,-0.635671144336256,0.0666674838227344,-0.626076516643973,-0.32160158050689,2002
"67",267,"Quinnipiac University",0.618037842673852,-0.542065354878816,0.147931177116762,0.587746528563179,0.34785477075235,2002
"68",377,"West Chester University",0.798650478084548,1.53296532744247,0.281069178818713,1.86695501508113,-0.400361151243271,2002
"69",253,"Pew Research Center",-2.21156011209372,0.496605071781225,-0.408771303103377,-0.5619650543941,-0.0853228682977463,2002
"70",44,"Capital Survey Research Center",0.798650478084548,-0.207558442787705,-0.738247354170643,-1.18887569756483,-0.400361151243271,2002
"71",15,"Arizona State University",0.798650478084548,-0.316341178427089,-0.569269747097544,-1.18887569756483,-0.400361151243271,2002
"72",35,"Brown University",0.798650478084548,-1.36293636889312,1.05645835966222,-0.344676926183547,-0.360981365875081,2002
"73",89,"Ethridge & Associates LLC",0.798650478084548,0.231666473691753,-0.81728526715645,0.0492825004610505,-0.32160158050689,2002
"74",221,"NBC News/The Wall Street Journal",-2.81360223012938,0.0858917594008009,-0.66397897041674,-1.29170379791224,-0.282221795138699,2002
"75",51,"Ciruli Associates",0.798650478084548,-0.0849898765949397,-0.928639174121674,-0.41703682087337,-0.164082439034128,2002
"76",375,"Ward Research/The Honolulu Star-Advertiser",-0.40543375798676,-0.766678309837452,0.251997762548073,-0.513516680459802,-0.32160158050689,2002
"77",147,"Illinois Wesleyan University",0.798650478084548,-3.01485484638476,3.62246508642554,2.07535955177612,-0.400361151243271,2002
"78",287,"Richard Day Research",0.798650478084548,-1.38311381179397,1.08780098032901,-0.451876770168471,-0.282221795138699,2002
"79",84,"EPIC-MRA",-1.78153002778254,-0.471745086483356,-0.246109807303361,-0.507592478555372,-0.164082439034128,2002
"80",159,"Jim Meader (KELOLAND-TV)",0.798650478084548,1.16626223472261,-0.288548883734164,NA,-0.400361151243271,2002
"81",309,"Southeastern Louisiana University",0.798650478084548,0.276700186832788,-1.49047025017348,-0.513516680459802,-0.400361151243271,2002
"82",313,"St. Norbert College",0.798650478084548,0.193651001559709,0.75166272969972,0.402311077584131,-0.32160158050689,2002
"83",36,"CBS News/The New York Times",-1.36870114684381,0.0870322235647624,-0.504676694071211,-0.652352929116662,0.34785477075235,2002
"84",112,"Gallup",-1.78153002778254,0.0021115073559512,-0.20814824811067,-0.185694039914875,0.111576058543207,2002
"85",361,"University of South Alabama",0.798650478084548,-0.166326276859873,-0.75051185790982,-0.823056229966271,-0.282221795138699,2002
"86",160,"KRC Research",0.347118889557807,0.212658737625731,0.125037436803631,-0.031619881796322,-0.124702653665937,2002
"87",26,"Becker Institute",0.798650478084548,2.05406972236018,1.09052642560438,NA,-0.400361151243271,2002
"88",366,"University of Wisconsin-Milwaukee",0.798650478084548,0.054748314923396,-1.14570142283885,0.893481271842329,-0.360981365875081,2002
"89",329,"Drake Research & Strategy, Inc.",-2.21156011209372,-1.26614312831076,0.9061046286375,-0.344676926183547,-0.32160158050689,2002
"90",113,"Garin-Hart-Yang Research Group",-1.60951799405807,1.4937801484756,1.40849504106452,-0.761148320064977,-0.32160158050689,2002
"91",273,"RMS Research",0.798650478084548,-0.309322937418098,-0.580171528199032,0.43198594348723,-0.400361151243271,2002
"92",333,"Tarrance Group",-0.40543375798676,-0.425708767483892,-0.399383658265983,0.447261921255082,-0.32160158050689,2002
"93",104,"Fox News/Opinion Dynamics Corp.",-1.00747587602241,-0.369980591852963,-0.224306245100379,-0.174326565041738,-0.164082439034128,2002
"94",395,"Zogby Interactive/JZ Analytics",-0.149565857821607,-0.11234430643237,-0.165131636847706,-0.310791876918375,4.28583330757141,2002
"95",96,"Fleming & Associates",0.798650478084548,0.468824534453963,-0.439811096517343,-0.372121117011418,-0.282221795138699,2002
"96",3,"ABC News/The Washington Post",-1.86300941217834,0.27919350929651,-0.732939908108076,-0.869141583947817,0.30847498538416,2002
"97",186,"Market Research Institute Inc.",0.798650478084548,2.27514431414345,1.43393253030133,1.0060411080265,-0.400361151243271,2002
"98",133,"Harris Insights & Analytics",0.361684424671573,-0.0673634187612942,-0.0428192210029869,-0.0448268217322812,4.44335244904417,2002
"99",258,"Princeton Survey Research Associates International",-2.09115168848659,-0.0492971080349201,0.239097321577976,-0.36212730847915,-0.0459430829295557,2002
"100",172,"Los Angeles Times",0.347118889557807,-0.26041457038668,-0.26436055691523,-0.315440848732758,-0.124702653665937,2002
"101",272,"RKM Research and Communications Inc.",0.256812571852459,-0.0687727268348743,-0.0767817858377102,-0.372504219017967,-0.0459430829295557,2002
"102",187,"Market Shares Corp.",-0.18650935142834,-0.94463325420941,0.883392584676061,0.340951348703215,-0.00656329756136508,2002
"103",277,"Rasmussen Reports/Pulse Opinion Research",-0.00407234596299038,-0.257767222531331,-0.180797441231047,-0.063823384110902,3.45885781483941,2002
"104",249,"Pan Atlantic Research",0.798650478084548,-0.563734173994082,1.41757985864909,1.91777578111828,-0.360981365875081,2002
"105",357,"University of New Hampshire",0.798650478084548,0.00912974836494409,-0.796844427591156,-0.330606946660525,-0.360981365875081,2002
"106",210,"Millersville University",-0.104412698968933,-2.35514019153946,2.59769766288544,1.08768919919859,-0.282221795138699,2002
"107",107,"Franklin Pierce University",-1.00747587602241,2.11460205106274,1.18455428760474,1.94169474630742,-0.360981365875081,2002
"108",256,"Potomac Incorporated",0.798650478084548,-0.0724573033645955,-0.948106640374335,1.34372061657901,-0.400361151243271,2002
"109",76,"DHM Research",0.798650478084548,0.432856049282876,-1.42778500883992,-0.344676926183547,-0.400361151243271,2002
"110",365,"University of Wisconsin (Badger Poll)",0.798650478084548,3.58053714181608,3.46166381517856,3.15874797504876,-0.400361151243271,2002
"111",94,"Field Research Corp. (Field Poll)",0.798650478084548,-0.545018864636768,-0.145917247656329,-0.447856776019036,-0.203462224402318,2002
"112",315,"Star Tribune (Minnesota Poll)",0.798650478084548,1.30399521452409,-0.0746014296174119,0.204052275214285,-0.360981365875081,2002
"113",57,"Columbus Dispatch",0.798650478084548,0.593836952426645,0.100508429325278,1.31854083504301,-0.282221795138699,2002
"114",174,"Louisville Courier-Journal",-1.00747587602241,0.354778118057833,-1.17840676614332,-1.07631586138065,-0.360981365875081,2002
"115",99,"The Florida Poll",0.798650478084548,0.711831129390333,-0.99443921005567,-0.617418067706729,-0.400361151243271,2002
"116",183,"Marist College",0.28261437691113,-1.05350713583593,0.57580661788401,-1.08765113322014,-0.164082439034128,2002
"117",280,"Research & Polling Inc.",-1.00747587602241,-0.0163113752926536,-1.03532088918626,0.415101968059605,-0.360981365875081,2002
"118",92,"Fairleigh Dickinson University (PublicMind)",0.798650478084548,0.904832757137631,-0.694640229764682,-0.626076516643973,-0.400361151243271,2002
"119",304,"Selzer & Co.",-1.00747587602241,-0.376873507129652,-0.0173670788345877,-1.14666575899576,-0.360981365875081,2002
"120",140,"Hill Research Consultants",-1.60951799405807,-0.377750787255776,0.232919645620465,-0.978630003549393,-0.32160158050689,2002
"121",215,"Monmouth University",0.798650478084548,0.213536017751855,-0.277102013577597,-0.363436898880908,-0.242842009770509,2002
"122",310,"Southern Media & Opinion Research",0.798650478084548,-2.3604038722962,2.60587399871155,4.38283619355162,-0.400361151243271,2002
"123",358,"University of New Orleans",0.798650478084548,0.274068346454416,-0.221775474487533,1.2030208213488,-0.360981365875081,2002
"124",281,"Research 2000",0.458307301137208,0.368705639536979,-0.278256584241866,-0.113905983989362,1.0629989117624,2004
"125",325,"SurveyUSA",0.420652342011448,0.0570394200270312,-0.098709357999995,0.0781905159651224,4.36670775982973,2004
"126",172,"Los Angeles Times",0.495032508185788,-0.479914123976869,-0.0121798457404998,-0.194604051013612,-0.160596957892162,2004
"127",395,"Zogby Interactive/JZ Analytics",-0.183532575691953,-0.44400017863303,0.0183800516987524,-0.150364364177339,4.15257848264018,2004
"128",304,"Selzer & Co.",-0.0558455975429152,-0.488293454784318,-0.416430186776013,-0.728916278275657,-0.344136338340347,2004
"129",160,"KRC Research",0.194553541424677,0.0333999277005507,0.224207355158652,-0.147390989917636,-0.130007061150798,2004
"130",107,"Franklin Pierce University",-0.361888989614417,1.95001085046547,1.75741888987401,1.1220106367203,-0.282956544857618,2004
"131",272,"RKM Research and Communications Inc.",0.0053630808713853,-0.404297747414959,0.318757410304985,0.340845075511023,-0.00764747418534103,2004
"132",323,"Suffolk University",0.86228457867159,0.605269935376272,-0.851332695472513,-0.286054313074868,-0.405316131823075,2004
"133",357,"University of New Hampshire",0.495032508185788,0.685662935297016,0.775620671156871,0.590552902286946,-0.160596957892162,2004
"134",9,"American Research Group",0.0753158562020144,-0.0266495773801254,-0.365532802626504,0.462563439563851,0.390021183452393,2004
"135",112,"Gallup",-0.97397577375742,-0.454998770778874,-0.392711247514533,-0.184822344959686,0.267661596486936,2004
"136",183,"Marist College",0.454226722576254,-1.91257729275583,0.823257589729578,-0.818329136860278,-0.191186854633526,2004
"137",383,"WPA Intelligence (WPAi)",0.86228457867159,-1.62436069686675,0.35086920499745,NA,-0.435906028564439,2004
"138",87,"Elway Research",-0.0558455975429152,0.81293161190871,0.104059543311562,0.403835565414879,-0.344136338340347,2004
"139",188,"Market Solutions Group",0.86228457867159,-1.04387951919128,-0.600542232791697,-1.274867252003,-0.435906028564439,2004
"140",280,"Research & Polling Inc.",0.250197794528587,-0.0687197165272563,-0.374300042912966,0.16276858119038,-0.282956544857618,2004
"141",36,"CBS News/The New York Times",-1.14090853306915,-0.450371186900803,-0.544449127863084,-0.489615853522052,0.206481803004208,2004
"142",197,"Mason-Dixon Polling & Strategy",0.317738405192642,-0.35279619994342,-0.141844142975477,0.0202298873288677,3.969039102192,2004
"143",213,"Mitchell Research & Communications",-0.208867293578666,0.203507335067411,0.193295832281326,-0.505289603316785,-0.0994171644094334,2004
"144",84,"EPIC-MRA",-0.667932381685919,-0.0146791047980555,0.336604668098937,-0.729848849341952,-0.0994171644094334,2004
"145",365,"University of Wisconsin (Badger Poll)",0.86228457867159,2.5045849183981,2.26165368256561,1.64423477515185,-0.405316131823075,2004
"146",174,"Louisville Courier-Journal",-0.0558455975429152,-0.535654889782944,-1.1011279579046,-0.234626689773642,-0.344136338340347,2004
"147",70,"Dan Jones & Associates",0.86228457867159,1.13474649074553,0.0164819214230215,0.408218601491688,-0.405316131823075,2004
"148",94,"Field Research Corp. (Field Poll)",0.86228457867159,-0.775194455256766,-0.0457180941228158,-0.556049335406308,-0.22177675137489,2004
"149",267,"Quinnipiac University",0.715383750477269,-1.06292124485227,0.210267313856393,0.535517880688149,0.2982514932283,2004
"150",57,"Columbus Dispatch",0.86228457867159,0.214720256002984,0.00215103784126053,1.45328012392189,-0.313546441598982,2004
"151",144,"IBD/TIPP",-2.81023612618643,-1.1738198664952,-0.387569379562743,-0.9487693678884,-0.344136338340347,2004
"152",277,"Rasmussen Reports/Pulse Opinion Research",0.0543300236028251,-0.935458264917502,-0.0222114642477329,0.130392727848107,2.59249374883061,2004
"153",51,"Ciruli Associates",0.599961671181731,-0.621096306401345,-0.563861995052663,0.0986510248667732,-0.0382373709267052,2004
"154",347,"University of Connecticut",0.86228457867159,-0.715385463623884,-0.505998209162021,-0.1177457277254,-0.344136338340347,2004
"155",232,"Normington, Petts & Associates",0.86228457867159,2.27870730532773,1.89143919003678,-0.31310390714889,-0.435906028564439,2004
"156",114,"Georgetown University (Battleground)",-1.4747740516926,-0.610009030742326,-0.537935089871374,-0.664698899596432,-0.130007061150798,2004
"157",44,"Capital Survey Research Center",-0.97397577375742,-0.248450290368198,-1.0205167377572,-0.152810016339873,-0.405316131823075,2004
"158",310,"Southern Media & Opinion Research",0.86228457867159,-0.477971090746156,3.48774038900517,5.42241187336126,-0.405316131823075,2004
"159",260,"Public Opinion Strategies",-1.3977281627795,-0.685726182337763,0.244918655439984,-0.547241368258501,-0.0688272676680693,2004
"160",3,"ABC News/The Washington Post",-1.6625734059183,-0.000814753099739543,-0.765247873957074,-0.946936145656274,0.267661596486936,2004
"161",85,"Ed Renwick/Loyola University New Orleans",-0.97397577375742,1.84273922418653,1.75410155571156,1.25326795710048,-0.344136338340347,2004
"162",346,"University of Cincinnati (Ohio Poll)",0.86228457867159,-1.75369384628608,0.841502927623022,0.761866998089083,-0.0994171644094334,2004
"163",126,"GQR Research (GQRR)",-0.97397577375742,0.658703349220875,-0.717754706531408,-0.301223517852246,-0.191186854633526,2004
"164",258,"Princeton Survey Research Associates International",-1.89210594997193,-0.45246877959305,0.355513472824873,-0.346251754714394,-0.0994171644094334,2004
"165",130,"Hamilton Campaigns",-0.0558455975429152,0.360569187883369,-0.438324592248149,0.193449833728044,-0.344136338340347,2004
"166",375,"Ward Research/The Honolulu Star-Advertiser",0.127780437699986,-0.8583198456582,-0.145138598971283,-0.517478617930388,-0.313546441598982,2004
"167",295,"Rutgers University",0.86228457867159,-0.0194152482979178,-0.478729722346724,-0.0817463914145418,-0.313546441598982,2004
"168",113,"Garin-Hart-Yang Research Group",-0.187007051287845,1.54868196293133,1.43876524832718,-0.311692227996879,-0.252366648116254,2004
"169",234,"Northern Arizona University",0.86228457867159,-2.19026912531188,1.27839583681699,-1.69563871537667,-0.435906028564439,2004
"170",21,"Bannon Communications Research",0.86228457867159,2.87133244069516,2.86275463280059,1.81079014607059,-0.435906028564439,2004
"171",359,"University of North Carolina",0.86228457867159,0.24580878769439,-1.4404912427227,-0.906692221551033,-0.435906028564439,2004
"172",221,"NBC News/The Wall Street Journal",-2.44298405570063,-0.20983250490778,-0.665031208909619,-1.42646185977956,-0.313546441598982,2004
"173",253,"Pew Research Center",-2.35117103807918,0.508523072430359,-0.00209514988666788,-0.403691712518185,-0.0994171644094334,2004
"174",358,"University of New Orleans",-0.0558455975429152,-0.688668756701584,-0.259188547476132,0.695745768130363,-0.344136338340347,2004
"175",92,"Fairleigh Dickinson University (PublicMind)",0.86228457867159,0.0506958674436385,-1.51347259429648,-1.1813624823644,-0.374726235081711,2004
"176",59,"Consumer Logic",0.86228457867159,0.316243742307731,-1.32504801386962,NA,-0.435906028564439,2004
"177",104,"Fox News/Opinion Dynamics Corp.",-0.744443229703794,-0.896330433234022,-0.180567727826193,-0.144588433860073,-0.22177675137489,2004
"178",187,"Market Shares Corp.",0.127780437699986,-1.58906225984213,0.956481729693357,0.364889159132376,-0.00764747418534103,2004
"179",287,"Richard Day Research",0.86228457867159,-1.70491561622339,0.732362633678592,-0.685636927757222,-0.282956544857618,2004
"180",149,"Indiana University",0.86228457867159,-0.140369066909795,-2.07343860091715,1.6705329916127,-0.435906028564439,2004
"181",134,"Harstad Strategic Research Inc.",-2.81023612618643,0.117082836159662,-1.65147369545418,-0.433324325255653,-0.435906028564439,2004
"182",154,"Ipsos",-0.514910685650168,0.664775328066853,-0.753803071096641,-0.892851054992689,-0.22177675137489,2004
"183",242,"Opinion Research Associates",0.337638763691873,-0.180617612403132,-0.904220480119491,0.314713831853095,-0.252366648116254,2004
"184",178,"MSR Group",0.86228457867159,-0.416441705106913,0.849796263029133,NA,-0.374726235081711,2004
"185",186,"Market Research Institute Inc.",0.86228457867159,0.350246823845207,-0.441310192994347,0.0731598436200616,-0.344136338340347,2004
"186",15,"Arizona State University",0.86228457867159,0.260381536924737,0.0602707323672916,-1.02941723170169,-0.405316131823075,2004
"187",302,"SEA Polling & Strategic Design",0.86228457867159,1.03516603767149,-0.146730919369257,-0.777591886197748,-0.435906028564439,2004
"188",309,"Southeastern Louisiana University",-0.361888989614417,0.181850610516756,0.108040344306498,-0.166835731785662,-0.374726235081711,2004
"189",133,"Harris Insights & Analytics",0.392201928449763,-0.678666993146488,0.17682858549895,0.148457873494345,3.35724116736471,2004
"190",91,"FM3 Research",-0.361888989614417,1.86864633392937,1.37194466019793,1.33705444255198,-0.282956544857618,2004
"191",312,"St. Cloud State University",-0.97397577375742,0.349032428076011,0.882306137821093,1.89845086760677,-0.405316131823075,2004
"192",203,"McLaughlin & Associates",0.250197794528587,-0.222947979215091,-0.658927314050721,-0.34424491871559,-0.374726235081711,2004
"193",288,"Richmond Times-Dispatch",0.86228457867159,0.867579421522509,-0.42140618801968,0.264844621379178,-0.374726235081711,2004
"194",297,"SSRS",-2.81023612618643,-0.304919693635791,-0.639355042492297,-1.19261227496154,-0.344136338340347,2004
"195",368,"Valley Research",-0.97397577375742,1.65329348419203,0.866382933841357,0.828990064865359,-0.405316131823075,2004
"196",99,"The Florida Poll",0.86228457867159,0.950158333827806,-0.286058954191936,-1.12921559160442,-0.405316131823075,2004
"197",217,"Moore Information",-0.361888989614417,-0.427776065619407,1.28503050514188,0.408218601491688,-0.374726235081711,2004
"198",56,"Cole Hargrave Snodgrass & Associates",0.86228457867159,0.0175023830856261,-1.81468653624646,0.828990064865359,-0.435906028564439,2004
"199",76,"DHM Research",0.86228457867159,-0.0383598222973683,-1.26931679994055,-1.11123390513546,-0.374726235081711,2004
"200",377,"West Chester University",0.86228457867159,1.06026355023487,-0.105595975754943,-0.0536982999790223,-0.374726235081711,2004
"201",333,"Tarrance Group",0.454226722576254,-0.716802258687946,-1.02958411780121,0.352387070513287,-0.191186854633526,2004
"202",305,"Siena College",0.86228457867159,-0.895723235349424,-0.843371093482647,-0.914205997682706,-0.435906028564439,2004
"203",315,"Star Tribune (Minnesota Poll)",-0.361888989614417,1.36507688830295,0.393994549109231,0.0741728119578129,-0.282956544857618,2004
"204",325,"SurveyUSA",0.493768808111623,-0.123796847197882,-0.256355662138283,0.309957703418798,5.29140607959907,2006
"205",197,"Mason-Dixon Polling & Strategy",0.351810699781678,-0.40035589935429,-0.225608828272119,0.0391397308375483,3.63212748501105,2006
"206",277,"Rasmussen Reports/Pulse Opinion Research",0.124398351616618,-0.810644137264728,-0.138695033514489,0.0566665639471788,2.24614183541401,2006
"207",281,"Research 2000",0.487045966490813,0.177330794158931,-0.259612743054434,-0.0330873121520448,1.27009560330341,2006
"208",183,"Marist College",0.228936303604329,-1.12141526332132,0.396814353560262,-0.778262142335298,-0.115890046293638,2006
"209",320,"Strategic Vision LLC",0.303025563780505,-0.582466975109854,-0.881916525090596,-0.50262757151202,0.684467864037051,2006
"210",304,"Selzer & Co.",-0.151086160156466,-0.225077711500524,-0.80063707753142,-0.793426296477955,-0.311099292715757,2006
"211",24,"Basswood Research",0.842818745064075,-1.39381503791127,-0.228886019375837,NA,-0.428224840569029,2006
"212",118,"Global Strategy Group",-1.14499106537701,1.52783958949332,0.95696802716908,0.11502404821729,-0.311099292715757,2006
"213",305,"Siena College",0.842818745064075,-1.08342225425843,-0.829480202431989,-0.378398715087465,-0.408703915926817,2006
"214",260,"Public Opinion Strategies",-0.896514839071872,-1.00167815000565,0.41061190036055,-0.187398055195575,-0.096369121651426,2006
"215",267,"Quinnipiac University",0.55292981437475,-1.12562560944203,0.120152302205734,0.412240757684052,0.37213306976166,2006
"216",243,"Opinion Savvy/InsiderAdvantage",-1.33134823510586,0.707610148436241,-0.402674974472936,-0.470586122541463,-0.369662066642393,2006
"217",215,"Monmouth University",0.842818745064075,-0.610379878199062,-0.250792190186394,-0.107476868683094,-0.311099292715757,2006
"218",220,"Multi-Quest International",-2.63584842320782,1.31122505111431,0.53782995899372,0.42223599518217,-0.428224840569029,2006
"219",280,"Research & Polling Inc.",0.456300170811642,0.021517352418739,-0.352696451438476,0.235724500176175,-0.272057443431333,2006
"220",126,"GQR Research (GQRR)",-1.95523962941549,0.863868939244636,-0.0646532344439215,-0.0551546572526162,0.00123550155963364,2006
